isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_total_x_src,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE627H01017,Cambridge Technology Enterprises Ltd.,MB,CTE,532801.0,2006-12-29,2007-01-09,2007-02-07,38.0,24.0,Fixed Price,"BSE, NSE",Centrum Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,chittorgarh,9.0,chittorgarh,37.5,chittorgarh,,,48.9,chittorgarh,108.0,chittorgarh,48.0,chittorgarh,99.95,chittorgarh,"Expansion of Facilities | Enhance IT Infrastructure | Support infrastructure | Set Up Regional Offices In US (4) | Competency centers | IP Creation, Reusable components library | Acquisitions | Preliminary costs including IPO Expenses | Working Capital",chittorgarh,24.0,chittorgarh
INE872H01027,Lumax Auto Technologies Ltd.,MB,LUMAXTECH,532796.0,2006-12-14,2006-12-21,2007-01-16,75.0,22.59,Fixed Price,"BSE, NSE",Centrum Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,75.5,chittorgarh,142.1,chittorgarh,75.5,chittorgarh,110.6,chittorgarh,"Investment in LDK, subsidiary-to set up automotive lighting unit at Pantnagar, Uttaranchal | Investment in LDK, subsidiary-to set up leveling motor unit at existing Manesar unit in Haryana | Investment in LDK, subsidiary-for enhancement of infrastructure at existing Manesar unit in Haryana | Set up cost of chassis assembly unit at Bhosari near Pune, Maharashtra | Expansion and modernization of existing manufacturing unit at Chakan,658.00near Pune & Waluj, near Aurangabad, Maharashtra | Modernization of development centre at Chinchwad near Pune, Maharashtra | To meet the expenses of the issue | Total",chittorgarh,23.0,chittorgarh
INE538H01016,Shree Ashtavinayak Cine Vision Ltd.,MB,SHREEASHTA,532793.0,2006-12-14,2006-12-20,2007-01-10,160.0,59.65,Bookbuilding,"BSE, NSE",Almondz Global,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,chittorgarh,7.0,chittorgarh,11.7,chittorgarh,,,189.9,chittorgarh,248.1,chittorgarh,185.1,chittorgarh,226.5,chittorgarh,Purchase of Equipment for Film Production | Estimated Expenditure for Film Production / Under production | General Corporate Purposes / Prepayment of loans* | Public Issue Expenses*,chittorgarh,60.0,chittorgarh
INE165H01018,Pyramid Saimira Theatre Ltd.,MB,PSTL,532791.0,2006-12-11,2006-12-18,2007-01-05,100.0,84.51,Bookbuilding,"BSE, NSE",Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,chittorgarh,10.0,chittorgarh,11.8,chittorgarh,,,135.0,chittorgarh,163.85,chittorgarh,125.0,chittorgarh,158.2,chittorgarh,Cost of renovation & upgradation of Theatres & other Footfall rights | Plant & Machinery & Installation cost for digitalisation of Theatres | Plant & Machinery and other cost for Central Network Operating Center | Recoverable Security Deposit with Theatres & Multiplexes | Recoverable Security Deposit with VMPL | Preliminary expenses | Brand Building | Working Capital | Cost relating to Public Issue | Contingencies,chittorgarh,85.0,chittorgarh
INE910H01017,Cairn India Ltd.,MB,CAIRN,532792.0,2006-12-11,2006-12-15,2007-01-09,160.0,5788.79,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,140.0,chittorgarh,155.0,chittorgarh,128.65,chittorgarh,137.5,chittorgarh,"Cash consideration to be paid to Cairn UK Holdings Ltd. as consideration for shares of Cairn India Holdings Ltd. | Development (Development in the Rajasthan Block and additional drilling activities in Ravva and Cambay Blocks) | Exploration and appraisal activities including funding minimum work program for capital commitments and any additional appraisal expenditure that may arise as a result of exploration success in existing blocks and blocks that may be awarded in NELP VI round | General corporate purposes | Contingencies, including the part payment of debt outstanding at the date of completion of the Issue | Issue expenses | Total",chittorgarh,5789.0,chittorgarh
INE483C01032,Tanla Solutions Ltd. FPO,MB,TANLA,532790.0,2006-12-11,2006-12-14,2007-01-05,265.0,420.95,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,chittorgarh,42.0,chittorgarh,10.0,chittorgarh,,,379.8,chittorgarh,379.8,chittorgarh,365.0,chittorgarh,379.8,chittorgarh,Setting  up  Infrastructure  Facility  for  Development  Centre  at  Hyderabad | Setting  up  Infrastructure  Facilities  for  a  Backup  /  Disaster  Recovery  Centre  at  Bangalore | Establising  Overseas  Marketing  Offices | Expansion  &  Upgradation  of  Existing  Research  &  Product  Development  Facilities | Fund  regional/global  expansion  and  acquire  and  invest  in  strategic  business. | Meet  working  capital  requirements | Contingencies | To  meet  Issue  expenses,chittorgarh,421.0,chittorgarh
INE846H01021,Nissan Copper Ltd.,MB,NISSAN,532789.0,2006-12-04,2006-12-08,2006-12-29,39.0,25.0,Bookbuilding,"BSE, NSE",Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,40.0,chittorgarh,135.7,chittorgarh,40.0,chittorgarh,128.8,chittorgarh,"Land Development, Boundary Wall, Workers Quarters/ Sheds | Plant & Machinery | Electrical  Installations | Equipments | Erection & Commissioning | Preliminary & Share Issue Expenses | Contingencies | Working Capital Margin",chittorgarh,25.0,chittorgarh
INE825H01017,Ess Dee Aluminium Ltd.,MB,ESSDEE,532787.0,2006-12-04,2006-12-08,2006-12-28,225.0,156.73,Bookbuilding,"BSE, NSE",Standard Chartered Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,260.0,chittorgarh,261.9,chittorgarh,235.25,chittorgarh,238.45,chittorgarh,Setting-up of additional manufacturing facilities for aluminium foil based packaging products at Daman | General Corporate Purposes | Meeting the Public Issue Expenses | Total,chittorgarh,157.0,chittorgarh
INE183H01011,XL Telecom Ltd.,MB,XLENERGY,532788.0,2006-12-04,2006-12-07,2006-12-28,150.0,59.37,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,177.1,chittorgarh,177.1,chittorgarh,134.1,chittorgarh,136.0,chittorgarh,Expansion of SPV Module Making Plant  (SPV Division) | Creation of SMT Line to produce PCB’s used for CDMA Mobile and FWP Phones | Repayment of IDBI Term Loan | Long Term Working Capital for FWP Business (deferred Payment Model of BSNL) | Issue Expenses,chittorgarh,59.0,chittorgarh
INE014E01015,Kovilpatti Lakshmi Roller Flour Mills Ltd. FPO,MB,KLRF,507598.0,2006-11-27,2006-12-01,2006-12-26,55.0,14.3,Fixed Price,BSE,Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,55.5,chittorgarh,55.5,chittorgarh,50.3,chittorgarh,52.8,chittorgarh,Investment in Eltex | Establishment of two wind mills of 1.25 MW each | Issue Expenses,chittorgarh,14.0,chittorgarh
INE818H01020,LT Overseas Ltd.,MB,LTFOODS,532783.0,2006-11-27,2006-11-30,2006-12-18,56.0,39.4,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,60.0,chittorgarh,62.9,chittorgarh,51.0,chittorgarh,55.0,chittorgarh,"Expansion,  Automation  and  Modernization  at  Sonepat,  Haryana; | New  Parboiled  rice  (sella)  processing  and  milling  capacity | New  Milling  line  for  producing  value  added  rice | Balancing  equipments  and  Automation  of  existing  facility | Increasing  our  Storage  capacity for Silos  grain  storage | New  white  rice  storage  (Flat  Storage  Project) | Open  Bardana  (  Jute  bags)  Shed  at  existing  facility  at  Sonepat, Haryana | Generating  power  for  captive  consumption | General  Corporate  Purpose | Public  Issue  Expenses",chittorgarh,39.0,chittorgarh
INE803H01014,Ruchira Papers Ltd.,MB,RUCHIRA,532785.0,2006-11-23,2006-11-29,2006-12-20,23.0,28.5,Bookbuilding,"BSE, NSE",A.K.Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,chittorgarh,5.0,chittorgarh,17.9,chittorgarh,,,24.35,chittorgarh,24.35,chittorgarh,20.65,chittorgarh,20.95,chittorgarh,Setting up of Writing & Printing Paper Plant along with Chemical Recovery Plant and Co-Generation Power Plant: Land and site development | Building | Plant & Machinery | Misc. Fixed Assets | Other Fixed Assets | Preliminary/ pre-operative Expenses (including issue Expenses of Rs. 105.00 Lacs) | Contingencies | Working Capital Margin | General Corporate Purposes | Additional Issue Expenses | Total,chittorgarh,28.0,chittorgarh
INE671H01015,Sobha Developers Ltd.,MB,SOBHA,532784.0,2006-11-23,2006-11-29,2006-12-20,640.0,569.4,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,1111.25,chittorgarh,1179.0,chittorgarh,918.1,chittorgarh,968.75,chittorgarh,Land acquisition | Development and construction costs for existing projects and for forthcoming projects | Repayment of loans of the Company | General corporate purposes,chittorgarh,569.0,chittorgarh
INE255D01024,Gulshan Sugars & Chemicals Ltd. FPO,MB,GULPOLY,532457.0,2006-11-22,2006-11-28,2006-12-28,40.0,26.4,Fixed Price,BSE,Srei Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,37.0,chittorgarh,37.0,chittorgarh,37.0,chittorgarh,37.0,chittorgarh,"To expand the existing capacity by setting up a 20,000 TPA Ground Calcium Carbonate (GCC) Unit. | To set up an additional 3 MW captive power plant at its manufacturing facilities at Muzaffarnagar, Uttar Pradesh. | To meet the long-term working capital requirement of the company. | To raise resources for general corporate purposes. | To meet the expenses of the Issue. | Total",chittorgarh,26.0,chittorgarh
INE697H01010,Blue Bird (India) Ltd.,MB,BLUEBIRD,532781.0,2006-11-16,2006-11-22,2006-12-11,105.0,92.14,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,109.0,chittorgarh,109.0,chittorgarh,92.1,chittorgarh,94.85,chittorgarh,Setting up and expansion of manufacturing facilities in India | Replenishing the internal accruals of the Company used for purchase of factory land located at Pune | Purchase of existing Registered/Corporate office premises presently on leave and licence. | Capital expenditure for setting up of new regional sales offices | Repayment of existing long term debts | Augmentation of long term working capital | Total,chittorgarh,92.0,chittorgarh
INE785C01048,Lanco Infratech Ltd.,MB,LITL,532778.0,2006-11-06,2006-11-10,2006-11-27,240.0,1067.34,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,270.0,chittorgarh,275.0,chittorgarh,239.55,chittorgarh,241.4,chittorgarh,Investment in Subsidiaries - LAPPL - Lanco Amarkantak Power Plant | Investment in Subsidiaries - LGPPPL - Budhil Power Project | Investment in Subsidiaries - VIPL - Vamshi Industrial Power Project | Investment in Subsidiaries - VHEPL - Vamshi Hydro Power Project | Investment in Subsidiaries - Lanco Hills - Hyderabad Property Project | Investment in Nagarjuna Power Project | Payment for acquisition of 13.3% equity interest in Aban Power to Aban Ventures | Acquisition of 25.1% equity interest in Lanco Kondapalli to Globeleq: USD 30 million | General Corporate Purposes | Issue expenses,chittorgarh,1067.0,chittorgarh
INE561H01026,Parsvnath Developers Ltd.,MB,PARSVNATH,532780.0,2006-11-06,2006-11-10,2006-11-30,300.0,1089.77,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,540.0,chittorgarh,579.0,chittorgarh,481.5,chittorgarh,526.3,chittorgarh,Expenditure on development and construction of projects | General Corporate Purposes | Issue Expenses,chittorgarh,1090.0,chittorgarh
INE663F01032,Info Edge (India) Ltd.,MB,NAUKRI,532777.0,2006-10-30,2006-11-02,2006-11-21,320.0,170.36,Bookbuilding,"BSE, NSE",Citigroup Global,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,480.0,chittorgarh,623.8,chittorgarh,480.0,chittorgarh,593.2,chittorgarh,Diversification of Business and Expansion Into New Markets | Buying/Lease of Office Space | Product Enhancement and Developing Alternate Delivery Models | Acquisitions/Strategic Alliances | Development of 99acres.com and Jeevansathi.com | General Corporate Purposes,chittorgarh,170.0,chittorgarh
INE318D01020,Zenith Birla (India) Ltd. FPO,MB,ZENITHSTL,531845.0,2006-10-16,2006-10-20,2006-11-20,55.0,131.0,Fixed Price,BSE,IDBI Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,chittorgarh,25.0,chittorgarh,19.1,chittorgarh,,,50.0,chittorgarh,53.45,chittorgarh,44.0,chittorgarh,48.2,chittorgarh,Mechanical Tube Projec | Preliminary & Pre-Operative Expense | Contingency | Working Capital (existing business) | Margin Money for Working Capital (mechanical tube | Public Issue Expenses,chittorgarh,131.0,chittorgarh
INE503A01015,Development Credit Bank Ltd.,MB,DCBBANK,532772.0,2006-09-29,2006-10-06,2006-10-27,26.0,185.9,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,35.35,chittorgarh,48.65,chittorgarh,35.35,chittorgarh,47.5,chittorgarh,"Augment the capital base of the Bank to meet future capital adequacy requirements 1,859 arising out of growth in businesses | Estimated Issue expenses",chittorgarh,186.0,chittorgarh
INE792H01019,Global Vectra Helicorp Ltd.,MB,GLOBALVECT,532773.0,2006-09-29,2006-10-06,2006-10-27,185.0,64.75,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,chittorgarh,13.0,chittorgarh,20.0,chittorgarh,,,175.0,chittorgarh,195.0,chittorgarh,175.0,chittorgarh,187.4,chittorgarh,"Fleet expansion | Infrastructure development - Building hangar at Juhu aerodrome, Mumbai | Conversion to AS-4 | Retirement of Debt | General corporate purposes and other expenses | Cost of the Issue (borne by the Company)",chittorgarh,65.0,chittorgarh
INE648H01013,Hanung Toys & Textiles Ltd.,MB,HANUNG,532770.0,2006-09-28,2006-10-05,2006-10-20,95.0,90.25,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,122.0,chittorgarh,122.0,chittorgarh,89.55,chittorgarh,96.45,chittorgarh,Setting up of integrated Home Textile Unit at Roorkee | Part Substitution of existing working capital | Total,chittorgarh,90.0,chittorgarh
INE020G01017,Accel Frontline Ltd.,MB,INSPIRISYS,532774.0,2006-09-28,2006-10-05,2006-10-30,75.0,42.27,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,chittorgarh,3.0,chittorgarh,7.1,chittorgarh,,,77.9,chittorgarh,77.9,chittorgarh,70.0,chittorgarh,70.7,chittorgarh,"To fund the global business expansion plans including development of the overseas marketing and sales infrastructure and to acquire or invest in strategic businesses | To increase the ESS and BPO capacities, by expanding existing facilities | Working capital requirements and general corporate purposes | Total",chittorgarh,42.0,chittorgarh
INE544H01014,JHS Svendgaard Laboratories Ltd.,MB,JHS,532771.0,2006-09-26,2006-10-04,2006-10-21,58.0,38.86,Bookbuilding,"BSE, NSE",Axis Bank,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,chittorgarh,3.0,chittorgarh,7.7,chittorgarh,,,60.25,chittorgarh,62.0,chittorgarh,56.0,chittorgarh,57.05,chittorgarh,Expansion Plan/New Project - Building and Civil Works | Expansion Plan/New Project - Plant & Machinery | Expansion Plan/New Project - Margin money for working capital | Expansion Plan/New Project - Contingencies | General Corporate Purposes | Total,chittorgarh,39.0,chittorgarh
INE336H01023,Gayatri Projects Ltd.,MB,GAYAPROJ,532767.0,2006-09-26,2006-09-29,2006-10-17,295.0,85.55,Bookbuilding,BSE,Almondz Global,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,chittorgarh,56.0,chittorgarh,65.1,chittorgarh,,,333.0,chittorgarh,348.0,chittorgarh,293.4,chittorgarh,298.85,chittorgarh,Investment in Special Purpose Vehicle (SPV) company for execution BOT/BOOT Project | Repayment of Debt | Issue Expenses | Total,chittorgarh,86.0,chittorgarh
INE737H01014,Fiem Industries Ltd.,MB,FIEMIND,532768.0,2006-09-21,2006-09-27,2006-10-19,137.0,56.17,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,145.0,chittorgarh,148.0,chittorgarh,119.65,chittorgarh,121.75,chittorgarh,New projects / expansion plans | Repayment of Term loan from Standard Chartered Bank to the extent availed for the purposes of the new projects / expansion plans | Margin Money for working capital | General Corporate purposes | Issue expenses,chittorgarh,56.0,chittorgarh
INE516H01012,Richa Knits Ltd.,MB,,532766.0,2006-09-13,2006-09-19,2006-10-12,30.0,27.0,Fixed Price,BSE,KJMC Corporate,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,chittorgarh,4.0,chittorgarh,14.8,chittorgarh,,,30.95,chittorgarh,40.0,chittorgarh,30.0,chittorgarh,30.25,chittorgarh,"New Projects - Setting up of new projects including processing & dyeing (3960 TPA) at Tapukara, Alwar (Rajasthan), knitting (480 TPA) at Manesar (Gurgaon), and garmenting (18 Lakh pcs p.a.) at new unit in Gurgaon | Margin money for working capital | Total",chittorgarh,27.0,chittorgarh
INE916G01016,Gwalior Chemical Industries Ltd.,MB,GEECEE,532764.0,2006-09-11,2006-09-14,2006-10-04,81.0,80.0,Bookbuilding,"BSE, NSE",JM Morgan Stanley,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,90.0,chittorgarh,95.25,chittorgarh,85.0,chittorgarh,93.8,chittorgarh,"Expansion, upgradation and de-bottlenecking of our facilities at Nagda | Setting up new plants for new products | Other additional capital expenditure for the above expansion | To support our financing activities",chittorgarh,80.0,chittorgarh
INE235G01011,Usher Agro Ltd.,MB,USHERAGRO,532765.0,2006-09-05,2006-09-11,2006-10-06,15.0,18.02,Fixed Price,BSE,IDBI Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,chittorgarh,5.0,chittorgarh,27.8,chittorgarh,,,19.35,chittorgarh,19.35,chittorgarh,14.9,chittorgarh,16.2,chittorgarh,Wheat Roller Flourmill project at Mathura | Modernization of Rice Milling Plant situated at Mathura | Co-generation Power project for captive consumption | To Fund working capital requirement of Wheat Roller Flour Mill project at Mathura | Working capital requirements for existing operation | Issue Expenses,chittorgarh,18.0,chittorgarh
INE596H01014,HOV Services Ltd.,MB,HOVS,532761.0,2006-09-04,2006-09-07,2006-09-27,200.0,81.0,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,200.0,chittorgarh,208.8,chittorgarh,177.1,chittorgarh,179.75,chittorgarh,Planned capital expenditure | To infuse funds into our Subsidiary for redemption of Class B Units issued by the Subsidiary | Issue expenses | Total,chittorgarh,81.0,chittorgarh
INE285H01022,Atlanta Ltd.,MB,ATLANTAA,532759.0,2006-09-01,2006-09-07,2006-09-25,150.0,64.5,Bookbuilding,"BSE, NSE",Karvy Investor Services,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,170.0,chittorgarh,209.5,chittorgarh,170.0,chittorgarh,192.3,chittorgarh,Investment in BOT Project | Purchase of plant and machinery for Mining activities | Real Estate Projects | Purchase of plant and machinery for construction and real estate business | Repayment of high cost debt | Incremental working capital requirement | Issue Expenses,chittorgarh,65.0,chittorgarh
INE731H01025,Action Construction Equipment Ltd.,MB,ACE,532762.0,2006-09-01,2006-09-07,2006-09-26,130.0,59.8,Bookbuilding,"BSE, NSE",Karvy Investor Services,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,200.0,chittorgarh,210.85,chittorgarh,185.45,chittorgarh,193.45,chittorgarh,"To set up a new manufacturing plant for Loaders, higher capacity Tower Cranes and Construction Equipment | Expand/Modernize the existing capacities/facilities | Acquisition / Investments | To set up a Joint Venture with Tigieffe SRL, ITALY | Additional Working capital requirement | Brand Building Exercise | To set up Corporate Office and R & D Centre | Contingencies | To meet the Issue Expenses",chittorgarh,60.0,chittorgarh
INE677H01012,Deep Industries Ltd.,MB,DEEPENR,532760.0,2006-08-29,2006-09-04,2006-09-25,36.0,40.68,Fixed Price,BSE,IDBI Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,49.0,chittorgarh,49.0,chittorgarh,27.0,chittorgarh,27.9,chittorgarh,Plant  &  Machinery | Office equipments | Additional  Working  Capital  Requirement | Contingencies | IPO  -  Issue  Expenses | General  Corporate  Purposes,chittorgarh,41.0,chittorgarh
INE700H01012,KEW Industries Ltd.,MB,,532758.0,2006-08-28,2006-09-01,2006-09-25,30.0,21.0,Fixed Price,BSE,Chartered Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,Plant & Machinery & civil structure | Testing Equipments for R&D | Working Capital requirement | Public Issue Expenses,chittorgarh,21.0,chittorgarh
INE540H01012,Voltamp Transformers Ltd.,MB,VOLTAMP,532757.0,2006-08-24,2006-08-29,2006-09-20,345.0,168.49,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,chittorgarh,100.0,chittorgarh,,,399.0,chittorgarh,430.9,chittorgarh,375.0,chittorgarh,417.05,chittorgarh,,,168.0,chittorgarh
INE669C01036,Tech Mahindra Ltd.,MB,TECHM,532755.0,2006-08-01,2006-08-04,,365.0,465.23,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,chittorgarh,349.0,chittorgarh,75.1,chittorgarh,,,525.0,chittorgarh,569.0,chittorgarh,523.0,chittorgarh,552.8,chittorgarh,Enhancing the delivery infrastructure | Issue related expenses | Total,chittorgarh,465.0,chittorgarh
INE776C01039,GMR Infrastructure Ltd.,MB,GMRAIRPORT,532754.0,2006-07-31,2006-08-04,,210.0,794.63,Bookbuilding,"BSE, NSE",JM Morgan Stanley,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,215.0,chittorgarh,219.8,chittorgarh,205.1,chittorgarh,210.3,chittorgarh,"Investment in various infrastructure SPVs promoted by | Investment in GHIAL | Investment in Delhi International Airport | Investment in GMR Ambala-Chandigarh | Investment in GMR Pochanpalli | Investment in GMR Jadcherla | Investment in GMR Ulundurpet | Repayment of unsecured loans | Payment to Sundry Creditors, GMR Holdings, the Promoter and GMR Operations, a promoter group company, for acquisition of GVL Investments, an investment company | General Corporate Purposes | Expenses | Total",chittorgarh,795.0,chittorgarh
INE418H01029,Allcargo Global Logistics Ltd.,MB,ALLCARGO,532749.0,2006-06-01,2006-06-06,,675.0,140.33,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,665.0,chittorgarh,685.0,chittorgarh,572.1,chittorgarh,669.6,chittorgarh,"Setting up of CFS / ICD in Chennai, Mundra and NCR | Prepayment of loan from Yes Bank Limited | General Corporate Expenses including Acquisitions | Expenses | Total",chittorgarh,140.0,chittorgarh
INE367G01038,Prime Focus Ltd.,MB,PFOCUS,532748.0,2006-05-25,2006-06-03,2006-06-20,417.0,115.0,Bookbuilding,"BSE, NSE",Centrum Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,374.0,chittorgarh,374.0,chittorgarh,291.0,chittorgarh,325.35,chittorgarh,Domestic  Expansion | Los Angeles Studio | London Studio | Hyderabad Studio | Long term working capital | Issue Expenses | Total,chittorgarh,115.0,chittorgarh
