isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_total_x_src,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE685F01019,Rishabhdev Technocable Ltd. FPO,MB,,533083.0,2009-06-04,2009-06-09,2009-06-29,33.0,29.7,Bookbuilding,BSE,IDBI Capital,2009,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,chittorgarh,7.0,chittorgarh,23.3,chittorgarh,,,42.0,chittorgarh,47.0,chittorgarh,25.85,chittorgarh,27.2,chittorgarh,Expansion cum modernization of existing manufacturing facilities  (Unit I) | Setting up of new manufacturing facilities (Unit II) for Control cables at Daman | Setting up of new manufacturing facilities (Unit III) for Power cables at Silvassa | Margin Money for Working Capital Requirements,chittorgarh,30.0,chittorgarh
INE889J01019,Edserv Softsystems Ltd.,MB,EDSERV,533055.0,2009-02-05,2009-02-09,2009-03-02,60.0,23.84,Bookbuilding,"BSE, NSE",Keynote Financial,2009,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,55.0,chittorgarh,147.0,chittorgarh,55.0,chittorgarh,137.55,chittorgarh,Content Development | Establishment of HEAL Laboratories | Establishing HEADS Offices | Development and Implementation of centralized Lamps Portal Engine | Promotion Expenses | Issue Expenses | Contingencies | Total,chittorgarh,24.0,chittorgarh
INE378J01013,C.Mahendra Exports Ltd.,MB,CMAHENDRA,533304.0,2010-12-31,2011-01-06,2011-01-20,110.0,165.0,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,111.0,chittorgarh,120.9,chittorgarh,110.0,chittorgarh,110.85,chittorgarh,"Finance setting up of a diamond processing unit  at Gujarat Hira Bourse, SEZ, Ichchhapore, Surat | Finance setting up of a jewellery manufacturing unit at Mumbai. | Finance setting up retail outlets | Finance brand development expenses | Investment in capital of C. Mahendra BVBA | General corporate purposes",chittorgarh,165.0,chittorgarh
INE268L01046,Shekhawati Poly-Yarn Ltd.,MB,SHEKHAWATI,533301.0,2010-12-27,2010-12-29,2011-01-12,30.0,36.03,Fixed Price,"BSE, NSE",Hem Securities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,32.5,chittorgarh,69.0,chittorgarh,30.7,chittorgarh,47.5,chittorgarh,"To acquire Factory Building | To acquire Corporate Office Building | To repay loans aggregating to Rs.337.53 Lacs obtained for acquiring factory building, corporate office and payment towards issue expenses | To meet IPO expenses of Rs. 274.27 Lacs | To meet working capital margin money requirements | To get the Equity Shares of the Company listed on BSE and NSE",chittorgarh,36.0,chittorgarh
INE608A01012,Punjab & Sind Bank,MB,PSB,533295.0,2010-12-13,2010-12-16,2010-12-30,120.0,470.82,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,146.1,chittorgarh,149.7,chittorgarh,126.2,chittorgarh,127.05,chittorgarh,"Augment  the  capital  base  to  meet  the capitaladequacy  norms  for future  capital requirements  and  the  growth  in  the  assets,  primarily  the  loan  and  investment portfolio due to the growth of the Indian economy, and for other general corporate purposes",chittorgarh,471.0,chittorgarh
INE619I01012,A2Z Maintenance & Engineering Services Ltd.,MB,A2ZINFRA,533292.0,2010-12-08,2010-12-10,2010-12-23,400.0,776.25,Bookbuilding,"BSE, NSE",BOFA Securities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0,chittorgarh,101.0,chittorgarh,13.0,chittorgarh,,,390.0,chittorgarh,398.9,chittorgarh,318.65,chittorgarh,328.9,chittorgarh,Investment in three biomass (bagasse)-based power cogeneration projects of 15 MW each in the State of Punjab | Investment in five biomass-based power generation projects of 15 MW each in the State of Rajasthan | Investment in subsidiaries; | Repayment of a loan granted by L&T Infrastructure Finance Company Limited (“L&T Infrastructure Finance”) to the Company | Working capital requirements; and | General corporate purposes.,chittorgarh,776.0,chittorgarh
INE722J01012,Ravikumar Distilleries Ltd.,MB,RKDL,533294.0,2010-12-08,2010-12-10,2010-12-27,64.0,73.6,Bookbuilding,"BSE, NSE",Comfort Securities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,64.0,chittorgarh,90.3,chittorgarh,64.0,chittorgarh,80.05,chittorgarh,Expansion in the unit by increase in existing capacity and installation of Re-distillation plant | To part –finance the marketing and corporate branding expenses | To part-finance incremental working capital requirements | To part –finance the general corporate Expenses | To meet the expenses of the Issue,chittorgarh,74.0,chittorgarh
INE109A01011,"Shipping Corp.of India Ltd.,The FPO",MB,SCI,523598.0,2010-11-30,2010-12-03,2010-12-15,140.0,1164.9,Bookbuilding,"BSE, NSE",ICICI Securities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.0,chittorgarh,582.0,chittorgarh,50.0,chittorgarh,,,136.9,chittorgarh,138.0,chittorgarh,132.15,chittorgarh,132.45,chittorgarh,Part funding theacquisition of certain vessels by the Company. | General corporate purposes. | Total,chittorgarh,1165.0,chittorgarh
INE490G01020,MOIL Ltd.,MB,MOIL,533286.0,2010-11-26,2010-12-01,2010-12-15,375.0,1237.51,Bookbuilding,"BSE, NSE",Edelweiss Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0,chittorgarh,100.0,chittorgarh,,,551.0,chittorgarh,591.05,chittorgarh,458.5,chittorgarh,466.5,chittorgarh,The Company will not receive any proceeds from the Offer.,chittorgarh,1238.0,chittorgarh
INE562G01018,Claris Lifesciences Ltd.,MB,,533288.0,2010-11-24,2010-12-02,2010-12-20,228.0,300.0,Bookbuilding,BSE,Edelweiss Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,224.4,chittorgarh,227.9,chittorgarh,198.1,chittorgarh,205.85,chittorgarh,"Setting up of a new plant comprising a small volume parenterals line, a PVC bag line, a non-PVC bag line and a fat emulsion line. | Setting up of a new manufacturing line for propofol and other fat emulsion products at the existing plant, Clarion IV. | Construction of a facility for research and development at the Clarion manufacturing facilities. | Prepayment of an identified term loan. | General corporate purposes.",chittorgarh,300.0,chittorgarh
INE324L01013,RPP Infra Projects Ltd.,MB,RPPINFRA,533284.0,2010-11-18,2010-11-22,2010-12-06,75.0,48.75,Bookbuilding,"BSE, NSE",VC Corporate,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,chittorgarh,3.0,chittorgarh,6.1,chittorgarh,,,75.0,chittorgarh,80.4,chittorgarh,67.35,chittorgarh,68.95,chittorgarh,Funding margin requirement for working capital | Investment in Capital Equipment | Investments in SPVs for BOT projects | General Corporate Purposes,chittorgarh,49.0,chittorgarh
INE024L01027,Gravita India Ltd.,MB,GRAVITA,533282.0,2010-11-01,2010-11-03,2010-11-16,125.0,45.0,Bookbuilding,"BSE, NSE",Keynote Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,218.75,chittorgarh,255.0,chittorgarh,205.0,chittorgarh,210.4,chittorgarh,"To set up additional manufacturing facilities at Jaipur and new facility at Wada, Maharashtra in India. | To invest in  overseas ventures at 1. Sri Lanka- Navam Lanka Limited. 2. Senegal - Gravita Senegal SAU. 3. Honduras – Gravita Honduras SA | To invest in setting up manufacturing facilities at Australia, Belarus, Chile and Mexico. | To provide margin money for working capital requirement. | For general corporate purposes. | To meet the expenses of the issue.",chittorgarh,45.0,chittorgarh
INE522F01014,Coal India Ltd.,MB,COALINDIA,533278.0,2010-10-18,2010-10-21,2010-11-04,245.0,15199.44,Bookbuilding,"BSE, NSE",Citigroup Global,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15199.0,chittorgarh,100.0,chittorgarh,,,287.75,chittorgarh,344.75,chittorgarh,287.45,chittorgarh,342.35,chittorgarh,The company will not receive any proceeds from the Offer.,chittorgarh,15199.0,chittorgarh
INE482J01021,Gyscoal Alloys Ltd.,MB,SHAH,533275.0,2010-10-13,2010-10-15,2010-10-27,71.0,54.67,Bookbuilding,"BSE, NSE",Chartered Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,76.6,chittorgarh,112.7,chittorgarh,76.6,chittorgarh,81.55,chittorgarh,"To finance the capital expenditure for enhancing the production capctiy of melting section by 100,000 MT per annum | To meet the Long Term Working Capital requirements of the Company | To meet General Corporate Purpose | To meet Issue Expenses",chittorgarh,55.0,chittorgarh
INE811K01011,Prestige Estates Projects Ltd.,MB,PRESTIGE,533274.0,2010-10-12,2010-10-14,2010-10-27,183.0,1200.0,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,190.0,chittorgarh,209.0,chittorgarh,190.0,chittorgarh,192.55,chittorgarh,"Finance the Ongoing Projects and Projects Under Development | Invest in the existing Subsidiaries which investment will be utilized for the construction and development of our commercial Ongoing Project, retail Ongoing and retail Projects Under Development undertaken by those Subsidiaries | Finance the acquisition of land | Repay certain loans of the Company | General corporate purposes",chittorgarh,1200.0,chittorgarh
INE043K01029,BS Transcomm Ltd.,MB,BSLIMITED,533276.0,2010-10-06,2010-10-13,2010-10-27,248.0,190.45,Bookbuilding,"BSE, NSE",JM Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,251.0,chittorgarh,399.0,chittorgarh,247.8,chittorgarh,378.5,chittorgarh,Land | Site Development | Building and Foundations | Plant and Machinery | Miscellaneous Fixed Assets and other expenditure | Working Capital Margin | General Corporate Purposes | Issue Expenses | Total,chittorgarh,190.0,chittorgarh
INE093I01010,Oberoi Realty Ltd.,MB,OBEROIRLTY,533273.0,2010-10-06,2010-10-08,2010-10-20,260.0,1028.61,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,280.0,chittorgarh,299.0,chittorgarh,269.8,chittorgarh,282.95,chittorgarh,Construction of the Ongoing projects | Acquisition of land or land development rights | General Corporate Purposes,chittorgarh,1029.0,chittorgarh
INE209L01016,Commercial Engineers & Body Builders Co.Ltd.,MB,JWL,533272.0,2010-09-30,2010-10-05,2010-10-18,127.0,172.41,Bookbuilding,"BSE, NSE",Edelweiss Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,chittorgarh,19.0,chittorgarh,11.0,chittorgarh,,,122.8,chittorgarh,144.8,chittorgarh,106.3,chittorgarh,112.25,chittorgarh,Capital expenditure for the Railway Project | Prepayment of Identified Loan Facilities | General corporate purposes,chittorgarh,172.0,chittorgarh
INE844K01012,Bedmutha Industries Ltd.,MB,BEDMUTHA,533270.0,2010-09-28,2010-10-01,2010-10-14,102.0,91.84,Bookbuilding,"BSE, NSE",Ashika Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,114.4,chittorgarh,205.0,chittorgarh,98.0,chittorgarh,180.8,chittorgarh,"Setting up of new plant at Sinnar, Nashik for manufacturing of new product Low Relaxation PreStress Concrete (LRPC) Wire and Spring Steel Wire. | General Corporate Purposes",chittorgarh,92.0,chittorgarh
INE351L01016,Sea TV Network Ltd.,MB,,533268.0,2010-09-27,2010-09-29,2010-10-14,100.0,50.2,Bookbuilding,BSE,Chartered Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,120.0,chittorgarh,126.15,chittorgarh,105.05,chittorgarh,106.0,chittorgarh,Setting up complete Digital Headend and network for implementation of Conditional Access System (CAS) to convert from the present Analog system to distribution to a Digital System. | Setting up network for complete IPTV solution. | Setting up of own cable distribution (underground optical fiber) network capable of digital transmission throughout Agra City and adjoining areas. | Setting up own 20 branch-offices in the city including in the adjoining areas with required infrastructure for receiving digital signals and re-transmitting the same without much value addition through co-axial cables to individual customers/subscribers. | Meeting the expenses of the issue,chittorgarh,50.0,chittorgarh
INE442H01029,Ashoka Buildcon Ltd.,MB,ASHOKA,533271.0,2010-09-24,2010-09-28,2010-10-14,324.0,225.0,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,333.55,chittorgarh,362.3,chittorgarh,312.65,chittorgarh,333.35,chittorgarh,Investment in capital equipment | To meet working capital requirements. | Prepayment/ repayment of project loans of the Company | General corporate purposes. | Funding certain Subsidiaries for prepayment/ repayment of their loans | Issue Expenses,chittorgarh,225.0,chittorgarh
INE904H01010,Tecpro Systems Ltd.,MB,TECPRO,533266.0,2010-09-23,2010-09-28,2010-10-12,355.0,267.91,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,chittorgarh,46.0,chittorgarh,17.2,chittorgarh,,,399.4,chittorgarh,454.25,chittorgarh,398.0,chittorgarh,407.85,chittorgarh,Fund working capital requirements; and | Fund expenditure for general corporate purposes,chittorgarh,268.0,chittorgarh
INE068L01024,Cantabil Retail India Ltd.,MB,CANTABIL,533267.0,2010-09-22,2010-09-27,2010-10-12,135.0,105.0,Bookbuilding,"BSE, NSE",SPA Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,133.8,chittorgarh,133.8,chittorgarh,102.1,chittorgarh,104.75,chittorgarh,Establishment of new integrated manufacturing facility | Expansion of Exclusive Brand Outlets | Additional Working Capital | Repayment of Debt | General Corporate Purposes | Expenses for the Issue,chittorgarh,105.0,chittorgarh
INE956G01038,VA Tech Wabag Ltd.,MB,WABAG,533269.0,2010-09-22,2010-09-27,2010-10-13,1310.0,472.59,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0,chittorgarh,348.0,chittorgarh,73.6,chittorgarh,,,1655.0,chittorgarh,1806.6,chittorgarh,1651.1,chittorgarh,1709.4,chittorgarh,Funding working capital requirements of the Company. | Construction of a corporate office at Chennai | General corporate purposes | Implementation of global IT systems,chittorgarh,473.0,chittorgarh
INE528K01029,Gallantt Ispat Ltd.,MB,GALLISPAT,533265.0,2010-09-22,2010-09-24,2010-10-11,50.0,40.5,Fixed Price,"BSE, NSE",Anand Rathi Advisors,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,chittorgarh,7.0,chittorgarh,17.1,chittorgarh,,,48.9,chittorgarh,87.4,chittorgarh,48.8,chittorgarh,81.6,chittorgarh,"Land and Site Development | Setting up of Sponge Iron manufacturing unit at Gorakhpur, Uttar Pradesh | Setting up a Mild Steel Billets manufacturing unit at Gorakhpur, Uttar Pradesh | Setting up of a Re-Rolled Products manufacturing unit at Gorakhpur, Uttar Pradesh | Setting up of Captive Power plant at Gorakhpur, Uttar Pradesh | Setting up a Flour Mill at Gorakhpur, Uttar Pradesh | Margin Money for Working Capital | Contingencies | Preliminary and Pre Operative Expense | Miscellaneous Fixed Assets | Total",chittorgarh,41.0,chittorgarh
INE481K01013,Electrosteel Steels Ltd.,MB,ESL,533264.0,2010-09-21,2010-09-24,2010-10-08,11.0,285.28,Bookbuilding,"BSE, NSE",Edelweiss Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,12.35,chittorgarh,12.35,chittorgarh,9.35,chittorgarh,11.25,chittorgarh,"To part finance the construction of Integrated Steel and D.I. pipe plant having a capacity of 2.2 MTPA in Jharkhand, India | Margin money towards Bank Guarantees | General Corporate Purposes",chittorgarh,285.0,chittorgarh
INE999K01014,Orient Green Power Co.Ltd.,MB,GREENPOWER,533263.0,2010-09-21,2010-09-24,2010-10-08,47.0,900.0,Bookbuilding,"BSE, NSE",Axis Bank,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,45.7,chittorgarh,46.6,chittorgarh,38.3,chittorgarh,44.9,chittorgarh,"To finance the construction and development of four biomass projects being undertaken by the Company, namely: 10 MW power project in Narasingpur, Madhya Pradesh (―BM – 10 – Narasingpur‖), 10 MW biomass power project in Amritsar (―BM – 10 – Amritsar‖), 7.5 MW biomass power project in Vellore (―BM – 7.5 – Vellore‖), 10 MW biomass power project in Patiala (―BM – 10 – Patiala‖) | Funding our Subsidiaries, Orient Green Power Company (Rajasthan) Limited (―OGP Rajasthan‖) for undertaking 8 MW biomass power project in Kishanganj, Rajasthan (―BM – 08 –Kishanganj‖) and Beta Wind Farms Private Limited (―BWFPL‖) for undertaking 300 MW wind project in Tamil Nadu (―300 MW Tamil Nadu project‖) | Funding the Subsidiaries BWFPL, PSR Green Power Projects Private Limited (―PSR Green‖) and Shriram Non-Conventional Energy Limited (―SNEL‖) for repayment of existing debt availed from Indusind Bank, and prepayment of existing debt availed from Yes Bank | General corporate purposes | Total",chittorgarh,900.0,chittorgarh
INE874I01013,Ramky Infrastructure Ltd.,MB,RAMKY,533262.0,2010-09-21,2010-09-23,2010-10-08,450.0,530.0,Bookbuilding,"BSE, NSE",Deutsche Equities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,chittorgarh,180.0,chittorgarh,34.0,chittorgarh,,,450.0,chittorgarh,460.0,chittorgarh,345.05,chittorgarh,387.35,chittorgarh,Investment in capital equipments | To meet the working capital requirements | Repayment of loans | General corporate purposes,chittorgarh,530.0,chittorgarh
INE019J01013,Microsec Financial Services Ltd.,MB,SASTASUNDR,533259.0,2010-09-17,2010-09-21,2010-10-05,118.0,147.5,Bookbuilding,"BSE, NSE",SBICAP,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,135.1,chittorgarh,141.0,chittorgarh,108.3,chittorgarh,110.9,chittorgarh,Expand our Financing business. | Expand MCap’s domestic operations by increasing network of branches. | Enhance MCap’s existing technological capacity. | General corporate purposes.,chittorgarh,148.0,chittorgarh
INE416L01017,Eros International Media Ltd.,MB,EROSMEDIA,533261.0,2010-09-17,2010-09-21,2010-10-06,175.0,350.0,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,213.35,chittorgarh,217.7,chittorgarh,178.6,chittorgarh,190.05,chittorgarh,"Acquiring and co-producing Indian films, including primarily Hindi language films as well as certain Tamil and other regional language films. | General Corporate Purposes | Total",chittorgarh,350.0,chittorgarh
INE521J01018,Career Point Infosystems Ltd.,MB,CPCAP,533260.0,2010-09-16,2010-09-21,2010-10-06,310.0,115.0,Bookbuilding,"BSE, NSE",Centrum Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,461.0,chittorgarh,674.0,chittorgarh,450.0,chittorgarh,632.35,chittorgarh,To meet the costs of construction and development of an integrated campus facility. | Expansion of classroom infrastructure and office facility. | Acquisitions and other strategic initiatives. | General corporate purposes.,chittorgarh,115.0,chittorgarh
INE493K01018,Tirupati Inks Ltd. FPO,MB,,533258.0,2010-09-14,2010-09-17,2010-10-01,43.0,51.5,Bookbuilding,BSE,Ashika Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,chittorgarh,11.0,chittorgarh,21.6,chittorgarh,,,53.95,chittorgarh,61.45,chittorgarh,35.7,chittorgarh,36.65,chittorgarh,Setting up facility for manufacturing of Speciality Inks and Ink Concentrates. | Capital Expenditure on Lab Equipments for Existing Facilities. | Proposed Acquisitions. | Augmenting Working Capital Resources. | General Corporate Purposes. | Meeting the Expenses of the Issue,chittorgarh,51.0,chittorgarh
INE866K01023,Indosolar Ltd.,MB,WAAREEINDO,533257.0,2010-09-13,2010-09-15,2010-09-29,29.0,357.0,Bookbuilding,"BSE, NSE",Axis Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,29.75,chittorgarh,29.9,chittorgarh,22.8,chittorgarh,23.7,chittorgarh,"To finance the expansion of the annual manufacturing capacity for SPV cells by adding a third line of 100 MW, (“Line 3”); and | General corporate purposes",chittorgarh,357.0,chittorgarh
INE517F01014,Gujarat Pipavav Port Ltd.,MB,GPPL,533248.0,2010-08-23,2010-08-26,2010-09-09,46.0,553.85,Bookbuilding,"BSE, NSE",Dam Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,chittorgarh,54.0,chittorgarh,9.7,chittorgarh,,,56.25,chittorgarh,58.4,chittorgarh,51.9,chittorgarh,54.05,chittorgarh,Prepayment of loans of the Company | Investment in Capital Expenditure | Investment in Capital Equipment | General corporate purposes | Total,chittorgarh,554.0,chittorgarh
INE696K01024,Prakash Steelage Ltd.,MB,PRAKASHSTL,533239.0,2010-08-05,2010-08-10,2010-08-25,110.0,68.75,Bookbuilding,"BSE, NSE",Keynote Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,118.55,chittorgarh,201.9,chittorgarh,117.0,chittorgarh,187.95,chittorgarh,"Expansion of existing manufacturing facility at Umbergaon, Gujarat. | Meet the additional working capital requirement. | General Corporate Purposes | Meet the issue expenses | Total",chittorgarh,69.0,chittorgarh
INE933K01021,Bajaj Corp Ltd.,MB,BAJAJCON,533229.0,2010-08-02,2010-08-05,2010-08-18,660.0,297.0,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,730.0,chittorgarh,812.0,chittorgarh,730.0,chittorgarh,758.25,chittorgarh,Promote the future products. | Acquisitions and other strategic initiatives. | General Corporate Purposes.,chittorgarh,297.0,chittorgarh
INE180K01011,SKS Microfinance Ltd.,MB,SKSMICRO,533228.0,2010-07-28,2010-08-02,2010-08-16,985.0,1628.78,Bookbuilding,"BSE, NSE",Citigroup Global,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,chittorgarh,907.0,chittorgarh,55.7,chittorgarh,,,1036.0,chittorgarh,1159.9,chittorgarh,1036.0,chittorgarh,1088.58,chittorgarh,Augment the capital base to meet our future capital requirements arising out of growth in the business.,chittorgarh,1629.0,chittorgarh
INE510A01028,Engineers India Ltd. FPO,MB,ENGINERSIN,532178.0,2010-07-27,2010-07-30,2010-08-12,290.0,959.65,Bookbuilding,"BSE, NSE",HSBC Securities,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.0,chittorgarh,100.0,chittorgarh,,,315.0,chittorgarh,329.8,chittorgarh,315.0,chittorgarh,321.15,chittorgarh,The company will not receive any proceeds from the Offer.,chittorgarh,960.0,chittorgarh
INE091K01010,Midfield Industries Ltd.,MB,,533220.0,2010-07-19,2010-07-21,2010-08-04,133.0,59.85,Bookbuilding,BSE,Atherstone Capital,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,159.4,chittorgarh,174.9,chittorgarh,150.0,chittorgarh,163.05,chittorgarh,"Expansion of capacities at the existing plants | Setting up new facilities | Augmenting long term working capital requirement of the Company; | General Corporate Purposes | Setting up new facility for manufacturing High Tensile Steel Strapping and seals at Sharjah | Expansion at existing manufacturing facility at Mumbai, by setting up Angle Board, Collated Nails, Seals and Heat Treatment Plant | Expansion at existing manufacturing facility at Roorkee, by setting up Angle Board and Collated Nails, Seals | Issue Expenses",chittorgarh,60.0,chittorgarh
INE871K01015,Hindustan Media Ventures Ltd.,MB,HMVL,533217.0,2010-07-05,2010-07-07,2010-07-21,166.0,270.0,Bookbuilding,"BSE, NSE",Edelweiss Financial,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,170.0,chittorgarh,191.9,chittorgarh,170.0,chittorgarh,189.2,chittorgarh,Setting  up  new  publishing  units | Upgrading existing plant and machinery | Prepayment of loans,chittorgarh,270.0,chittorgarh
INE509K01011,Technofab Engineering Ltd.,MB,TECHNOFAB,533216.0,2010-06-29,2010-07-02,2010-07-16,240.0,71.66,Bookbuilding,"BSE, NSE",,2010,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,265.0,chittorgarh,307.0,chittorgarh,265.0,chittorgarh,295.65,chittorgarh,To meet long-term working capital requirements. | To finance the procurement of construction equipment. | To set up maintenance and storage facility for construction equipment | For setting up of training centre for employees | For general corporate purposes | To meet Issue expenses,chittorgarh,72.0,chittorgarh
