isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,ticker_ns,ticker_bo,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0OO201011,WOL 3D India Ltd.,SME,WOL3D,,2024-09-23,2024-09-25,2024-09-30,150.0,25.56,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,20.0,chittorgarh,4.0,chittorgarh,15.4,chittorgarh,7.26,chittorgarh,180.05,chittorgarh,189.05,chittorgarh,171.05,chittorgarh,189.05,chittorgarh,"Repayment in full or in part, of certain of the outstanding borrowings; | To meet Working Capital requirements | General Corporate Purpose",chittorgarh,26.0,chittorgarh,101.2,748.8,368.5,373.9,1293.85,2870.94,3296.33,9555.86,36.67,89.53,65.48,142.0,True,1000.0,150000.0,15.3,6.0,48.0,9.8,23.0,40.0,48.0,4.0,7.0,8.0,2.0,5.0,6.0,4.8,10.1,8.7,6.0,11.0,36.0,3.0,3.0,0.0,14.0,25.0,45.0,-1.0,2.0,-1.0,12.5,45.45,0.27,40.0,5.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,WOL3D.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,WOL 3D India Ltd.,Wol 3D India Limited,match
INE0MVO01012,Rappid Valves (India) Ltd.,SME,RAPPID,,2024-09-23,2024-09-25,2024-09-30,222.0,30.41,Bookbuilding,NSE SME,Shreni Shares,2024,Rikhav Securities Ltd.,chittorgarh,29.0,chittorgarh,1.0,chittorgarh,3.3,chittorgarh,8.64,chittorgarh,312.0,chittorgarh,327.6,chittorgarh,302.0,chittorgarh,309.35,chittorgarh,Funding the Capital expenditure for purchase of new Plant and Machineries and Software by the Company; | Expenditure for renovation of registered office and existing manufacturing unit; | Repayment/prepayment of all or certain of our borrowings availed of by the Company; | Pursuing inorganic growth initiatives through acquisitions; and | General corporate purposes.,chittorgarh,30.0,chittorgarh,56.0,491.5,109.1,176.1,851.01,2241.9,1161.08,5353.91,22.52,69.46,51.13,210.0,True,600.0,133200.0,19.1,6.0,52.0,11.6,16.0,37.0,52.0,2.0,7.0,10.0,0.0,4.0,6.0,1.3,11.7,11.6,3.0,12.0,45.0,2.0,2.0,0.0,17.0,30.0,60.0,-0.0,-2.0,-13.0,10.81,33.33,0.17,37.0,4.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,RAPPID.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Rappid Valves (India) Ltd.,Rappid Valves (India) Limited,match
INE0SQH01013,Bikewo Green Tech Ltd.,SME,BIKEWO,,2024-09-20,2024-09-24,2024-09-27,62.0,24.09,Bookbuilding,NSE SME,Khandwala Securities,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,23.0,chittorgarh,1.0,chittorgarh,4.2,chittorgarh,,,45.0,chittorgarh,47.25,chittorgarh,45.0,chittorgarh,47.25,chittorgarh,Funding purchase of electric two wheeler vehicles for selling and supplying the same to the new and existing dealers; | Funding capital expenditure proposed to be incurred towards setting up of eleven dealership stores in various states in India; | Prepayment or repayment of all or a portion of certain outstanding borrowings availed by the Company; and | General Corporate Purposes,chittorgarh,24.0,chittorgarh,43.0,22.5,61.0,41.8,518.37,81.24,514.73,1007.58,16.13,89.0,,59.0,True,2000.0,124000.0,103.3,1.0,24.0,0.6,21.0,25.0,24.0,1.0,3.0,2.0,0.0,2.0,1.0,0.2,1.8,0.5,7.0,17.0,39.0,2.0,1.0,0.0,20.0,32.0,41.0,3.0,-4.0,-14.0,8.0,11.76,0.06,25.0,2.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,,BIKEWO.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Bikewo Green Tech Ltd.,Bikewo Green Tech Limited,match
INE0X6F01017,SD Retail Ltd.,SME,SDREAMS,,2024-09-20,2024-09-24,2024-09-27,131.0,64.98,Bookbuilding,NSE SME,Beeline Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,62.0,chittorgarh,3.0,chittorgarh,4.6,chittorgarh,18.5,chittorgarh,145.0,chittorgarh,152.25,chittorgarh,144.0,chittorgarh,150.9,chittorgarh,Capital expenditure to be incurred by the Company for setting up new exclusive brand outlets (“EBOs”) | Funding Working Capital Requirement | General Corporate Purpose,chittorgarh,65.0,chittorgarh,69.8,207.6,65.3,97.1,2268.96,2023.55,1483.89,6307.87,15.27,88.82,,124.0,True,1000.0,131000.0,24.7,9.0,173.0,5.3,135.0,163.0,173.0,9.0,15.0,16.0,4.0,8.0,9.0,3.1,5.6,4.6,34.0,41.0,110.0,0.0,0.0,0.0,88.0,123.0,176.0,1.0,-14.0,2.0,4.91,19.51,0.0,163.0,8.0,Mar 2024,2.0,sharescart,sharescart,investorgain,,SDREAMS.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,SD Retail Ltd.,S D Retail Limited,match
INE0FPO01018,Phoenix Overseas Ltd.,SME,PHOGLOBAL,,2024-09-20,2024-09-24,2024-09-27,64.0,36.03,Bookbuilding,NSE SME,Khandwala Securities,2024,Nikunj Stock Brokers Ltd.,chittorgarh,28.0,chittorgarh,7.0,chittorgarh,19.4,chittorgarh,,,64.0,chittorgarh,64.0,chittorgarh,60.8,chittorgarh,60.8,chittorgarh,Funding our working capital requirements | Investment in Subsidiary | General corporate purposes,chittorgarh,36.0,chittorgarh,65.7,109.7,148.4,119.2,355.31,1699.82,2246.26,4295.74,15.62,99.16,,61.0,True,2000.0,128000.0,9.1,5.0,488.0,7.0,451.0,548.0,488.0,12.0,13.0,12.0,4.0,5.0,5.0,2.5,3.7,2.4,46.0,50.0,79.0,4.0,2.0,2.0,147.0,132.0,139.0,40.0,-6.0,-21.0,0.91,10.0,0.04,548.0,5.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,,PHOGLOBAL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Phoenix Overseas Ltd.,Phoenix Overseas Limited,match
INE0TFB01017,Avi Ansh Textile Ltd.,SME,AVIANSH,,2024-09-20,2024-09-24,2024-09-27,62.0,25.99,Fixed Price,NSE SME,3Dimension Capital,2024,Nikunj Stock Brokers Ltd.,chittorgarh,25.0,chittorgarh,1.0,chittorgarh,3.8,chittorgarh,,,68.0,chittorgarh,71.4,chittorgarh,64.6,chittorgarh,71.15,chittorgarh,To meet Working Capital requirements | Term Loan Repayment | General Corporate Purpose,chittorgarh,26.0,chittorgarh,0.0,5.3,11.4,8.3,0.0,68.25,147.94,216.32,24.19,95.67,66.98,62.0,False,2000.0,124000.0,41.3,2.0,134.0,1.5,121.0,141.0,134.0,5.0,10.0,8.0,0.0,3.0,2.0,0.3,3.4,1.3,13.0,16.0,42.0,14.0,15.0,9.0,47.0,65.0,73.0,3.0,-12.0,1.0,2.13,18.75,0.94,141.0,3.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,AVIANSH.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Avi Ansh Textile Ltd.,Avi Ansh Textile Limited,match
INE0T0L01014,Kalana Ispat Ltd.,SME,KALANA,,2024-09-19,2024-09-23,2024-09-26,66.0,32.59,Fixed Price,NSE SME,Jawa Capital,2024,Aftertrade Broking Pvt.Ltd.,chittorgarh,31.0,chittorgarh,2.0,chittorgarh,6.1,chittorgarh,,,45.15,chittorgarh,47.4,chittorgarh,43.0,chittorgarh,47.4,chittorgarh,"Capital Expenditure for Installation of 4 MW DC & 3.5 MW AC Ground Mounted Solar Power Plant - TPSAT Structure | Capital expenditure for setting up of rolling mill at Survey No. 4/1 Taluka Sanand, Mouje Kala village, Ahmedabad by construction of the industrial shed, purchase of equipment/machineries, other assets etc.; and | General corporate purposes",chittorgarh,33.0,chittorgarh,0.0,40.7,74.5,59.9,0.0,663.06,1214.66,1952.84,15.15,82.72,51.38,66.0,False,2000.0,132000.0,94.3,1.0,52.0,0.7,74.0,55.0,52.0,4.0,2.0,2.0,2.0,1.0,1.0,2.9,0.9,0.7,11.0,43.0,44.0,0.0,0.0,0.0,19.0,48.0,50.0,-0.0,5.0,-0.0,2.7,18.18,0.0,74.0,2.0,Mar 2024,1.0,sharescart,sharescart,ipowatch,sharescart,KALANA.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Kalana Ispat Ltd.,Kalana Ispat Limited,match
INE0Q6001012,Paramount Speciality Forgings Ltd.,SME,PSFL,,2024-09-17,2024-09-20,2024-09-25,59.0,32.34,Bookbuilding,NSE SME,Swaraj Shares,2024,Shreni Shares Ltd.,chittorgarh,27.0,chittorgarh,4.0,chittorgarh,12.5,chittorgarh,9.2,chittorgarh,83.0,chittorgarh,87.15,chittorgarh,83.0,chittorgarh,87.15,chittorgarh,Capital expenditure through purchase of machinery and equipment required for expansion at the Khalapur Plant; | General Corporate purposes,chittorgarh,32.0,chittorgarh,0.0,220.2,41.4,73.9,0.0,3561.7,668.71,2389.56,28.81,100.0,72.15,57.0,True,2000.0,118000.0,22.7,4.0,110.0,2.6,,103.0,110.0,,14.0,9.0,,5.0,4.0,,3.6,2.3,,23.0,52.0,,0.0,0.0,,87.0,124.0,,-4.0,-3.0,4.85,21.74,0.0,103.0,5.0,Mar 2024,1.0,sharescart,sharescart,investorgain,sharescart,PSFL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Paramount Speciality Forgings Ltd.,Paramount Speciality Forgings Limited,match
INE0RMF01018,Osel Devices Ltd.,SME,OSELDEVICE,,2024-09-16,2024-09-19,2024-09-24,160.0,70.66,Bookbuilding,NSE SME,Horizon Management,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,67.0,chittorgarh,4.0,chittorgarh,5.6,chittorgarh,20.12,chittorgarh,198.05,chittorgarh,207.95,chittorgarh,190.1,chittorgarh,207.95,chittorgarh,Prepayment or repayment of certain loans availed by the Company; | Funding of working capital requirements of the Company; | General Corporate Purposes,chittorgarh,71.0,chittorgarh,78.0,321.4,206.1,194.2,2755.94,3406.33,5096.03,13724.22,62.5,98.5,71.53,155.0,True,800.0,128000.0,11.2,20.0,186.0,14.3,82.0,132.0,186.0,9.0,23.0,34.0,5.0,13.0,20.0,4.0,11.0,12.4,12.0,25.0,108.0,1.0,8.0,2.0,49.0,99.0,198.0,-11.0,13.0,-38.0,9.85,52.0,0.32,132.0,13.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,OSELDEVICE.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Osel Devices Ltd.,Osel Devices Limited,match
INE0VG601013,Pelatro Ltd.,SME,PELATRO,,2024-09-16,2024-09-19,2024-09-24,200.0,55.98,Bookbuilding,NSE SME,Cumulative Capital,2024,Shree Bahubali Stock Broking Ltd.,chittorgarh,53.0,chittorgarh,3.0,chittorgarh,5.4,chittorgarh,15.64,chittorgarh,275.0,chittorgarh,288.75,chittorgarh,275.0,chittorgarh,288.75,chittorgarh,"Funding capital expenditure requirement of the company towards; Purchase & Installation of IT equipment, computer hardware, server and other ancillary equipment | Investment in our subsidiary | Funding working capital needs of our company; | General corporate purposes",chittorgarh,56.0,chittorgarh,15.2,55.3,12.6,21.9,426.01,464.44,246.48,1228.2,,73.31,53.59,190.0,True,600.0,120000.0,15.2,12.0,86.0,13.2,,55.0,86.0,,3.0,20.0,,-2.0,12.0,,-2.8,11.4,,12.0,79.0,,14.0,12.0,,57.0,135.0,,25.0,20.0,-3.64,-16.67,1.17,55.0,-2.0,Mar 2024,1.0,sharescart,sharescart,,sharescart,PELATRO.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Pelatro Ltd.,Pelatro Limited,match
INE0SUH01015,Envirotech Systems Ltd.,SME,ENVIRO,,2024-09-13,2024-09-19,2024-09-24,56.0,30.24,Bookbuilding,NSE SME,Share India Capital,2024,Share India Securities Ltd.,chittorgarh,26.0,chittorgarh,4.0,chittorgarh,13.3,chittorgarh,7.87,chittorgarh,106.4,chittorgarh,111.7,chittorgarh,106.4,chittorgarh,111.7,chittorgarh,Purchase Land and Building for setting up factory | Funding of working capital requirements of the Company | General Corporate Expenses,chittorgarh,30.0,chittorgarh,68.1,187.1,64.2,91.7,1029.97,848.87,679.07,2772.1,71.43,96.48,68.75,53.0,True,2000.0,112000.0,7.5,14.0,48.0,7.5,28.0,46.0,48.0,4.0,17.0,20.0,3.0,11.0,14.0,2.0,8.5,7.5,7.0,20.0,64.0,7.0,7.0,0.0,23.0,39.0,81.0,-0.0,-2.0,-1.0,23.91,55.0,0.35,46.0,11.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,ENVIRO.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Envirotech Systems Ltd.,Envirotech Systems Limited,match
INE0S7C01019,Deccan Transcon Leasing Ltd.,SME,DECCANTRAN,,2024-09-13,2024-09-19,2024-09-24,108.0,65.06,Bookbuilding,NSE SME,Unistone Capital,2024,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,56.0,chittorgarh,5.0,chittorgarh,7.7,chittorgarh,15.12,chittorgarh,116.0,chittorgarh,117.9,chittorgarh,110.2,chittorgarh,110.25,chittorgarh,Funding capital expenditure requirements towards procurement of Tank Containers. | Funding working capital requirements of the Company; and | General corporate purposes; and,chittorgarh,65.0,chittorgarh,,,,,,,,,50.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,investorgain,,DECCANTRAN.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Deccan Transcon Leasing Ltd.,Deccan Transcon Leasing Limited,match
INE0PZB01013,Popular Foundations Ltd.,SME,,544259.0,2024-09-13,2024-09-19,2024-09-24,37.0,19.87,Fixed Price,BSE SME,Srujan Alpha Capital,2024,Spread X Securities Pvt.Ltd.,chittorgarh,19.0,chittorgarh,1.0,chittorgarh,5.0,chittorgarh,,,37.0,chittorgarh,37.5,chittorgarh,35.15,chittorgarh,37.07,chittorgarh,Prepayment or repayment of all or a portion of certain outstanding borrowings availed by the Company; | Funding the working capital requirements of the Company; and | General corporate purposes,chittorgarh,20.0,chittorgarh,0.0,3.5,14.9,9.2,0.0,35.17,147.92,182.99,,100.0,62.35,37.0,False,3000.0,111000.0,19.5,4.0,59.0,1.9,47.0,52.0,59.0,3.0,7.0,7.0,1.0,3.0,4.0,1.0,2.3,1.9,15.0,23.0,43.0,9.0,7.0,1.0,48.0,63.0,73.0,3.0,-6.0,-11.0,5.77,13.04,0.3,52.0,3.0,Mar 2024,2.0,sharescart,sharescart,,sharescart,,544259.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Popular Foundations Ltd.,Popular Foundations Ltd,match
INE0Q3401017,Sodhani Academy of Fintech Enablers Ltd.,SME,,544257.0,2024-09-12,2024-09-17,2024-09-23,40.0,6.12,Fixed Price,BSE SME,Srujan Alpha Capital,2024,Prabhat Financial Services Ltd.,chittorgarh,4.0,chittorgarh,2.0,chittorgarh,33.3,chittorgarh,,,53.0,chittorgarh,55.65,chittorgarh,53.0,chittorgarh,55.65,chittorgarh,Building content studio and offline training infrastructure | Information Technology (Hardware including Software) Procurement | Content Development for course material | Enhancement of brand visibility and awareness | Learning Management System (LMS) Application development | General Corporate Purpose,chittorgarh,6.0,chittorgarh,0.0,511.3,358.5,438.7,0.0,1564.7,1096.92,2684.97,30.0,100.0,75.0,40.0,False,3000.0,120000.0,5.5,4.0,4.0,7.3,1.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,4.0,2.9,3.9,6.8,5.0,7.0,14.0,0.0,0.0,0.0,5.0,7.0,14.0,1.0,2.0,4.0,100.0,28.57,0.0,2.0,2.0,Mar 2024,2.0,sharescart,sharescart,investorgain,sharescart,,544257.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Sodhani Academy of Fintech Enablers Ltd.,Sodhani Academy of Fintech Enablers Ltd,match
INE0Y4801011,Excellent Wires & Packaging Ltd.,SME,EXCELLENT,,2024-09-11,2024-09-13,2024-09-19,90.0,12.6,Fixed Price,NSE SME,Inventure Merchant Banker,2024,Inventure Growth & Securities Ltd.,chittorgarh,12.0,chittorgarh,1.0,chittorgarh,7.7,chittorgarh,,,85.0,chittorgarh,89.25,chittorgarh,80.75,chittorgarh,82.05,chittorgarh,Acquisition of Land and construction of Building | Acquisition of Plant & Machineries | Funding additional working capital requirements | General Corporate Purposes,chittorgarh,13.0,chittorgarh,0.0,8.8,32.0,20.4,0.0,55.12,201.6,256.66,,91.9,63.12,90.0,False,1600.0,144000.0,31.0,1.0,22.0,2.9,14.0,15.0,22.0,0.0,1.0,2.0,0.0,1.0,1.0,6.5,2.9,2.5,0.0,4.0,19.0,0.0,0.0,0.0,3.0,7.0,20.0,0.0,0.0,-6.0,6.67,25.0,0.0,15.0,1.0,Mar 2024,2.0,sharescart,sharescart,,sharescart,EXCELLENT.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Excellent Wires & Packaging Ltd.,Excellent Wires and Packaging Limited,match
INE0S1D01010,Innomet Advanced Materials Ltd.,SME,INNOMET,,2024-09-11,2024-09-13,2024-09-18,100.0,34.24,Fixed Price,NSE SME,Expert Global,2024,Prabhat Financial Services Ltd.,chittorgarh,33.0,chittorgarh,1.0,chittorgarh,2.9,chittorgarh,,,190.0,chittorgarh,199.5,chittorgarh,190.0,chittorgarh,199.5,chittorgarh,"Funding working capital requirements of the Company; | Funding of capital expenditure requirements of the Company towards purchase of machinery and equipment | Repayment or prepayment, in full or in part, of all or a portion of certain outstanding borrowings availed by our Company, from banks and financial institutions; | General corporate purposes; and",chittorgarh,34.0,chittorgarh,0.0,367.8,227.0,323.9,0.0,6295.49,3885.27,11089.73,70.0,100.0,37.19,100.0,False,1200.0,120000.0,62.5,2.0,33.0,1.6,23.0,25.0,33.0,6.0,5.0,5.0,3.0,3.0,2.0,5.6,2.6,1.4,7.0,15.0,41.0,0.0,8.0,7.0,23.0,34.0,61.0,4.0,3.0,-18.0,12.0,20.0,0.53,25.0,3.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,INNOMET.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Innomet Advanced Materials Ltd.,Innomet Advanced Materials Limited,match
INE0QR801013,SPP Polymer Ltd.,SME,SPPPOLY,,2024-09-10,2024-09-12,2024-09-17,59.0,24.49,Fixed Price,NSE SME,Interactive Financial,2024,B.N.Rathi Securities Ltd.,chittorgarh,23.0,chittorgarh,1.0,chittorgarh,4.2,chittorgarh,,,63.0,chittorgarh,63.0,chittorgarh,59.85,chittorgarh,59.85,chittorgarh,Repayment of Loan | Working capital requirement | General Corporate Purpose,chittorgarh,24.0,chittorgarh,0.0,22.4,59.9,43.3,0.0,273.62,732.96,1059.96,42.37,94.99,69.37,59.0,False,2000.0,118000.0,84.3,1.0,108.0,0.7,66.0,92.0,108.0,3.0,8.0,7.0,1.0,1.0,1.0,0.5,0.9,0.7,24.0,25.0,51.0,11.0,8.0,0.0,54.0,71.0,80.0,4.0,6.0,-10.0,1.09,4.0,0.32,92.0,1.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,SPPPOLY.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,SPP Polymer Ltd.,SPP Polymer Limited,match
INE01YQ01013,Aditya Ultra Steel Ltd.,SME,AUSL,,2024-09-09,2024-09-11,2024-09-16,62.0,45.88,Bookbuilding,NSE SME,Swastika Investmart,2024,Sunflower Broking Pvt.Ltd.,chittorgarh,44.0,chittorgarh,2.0,chittorgarh,4.3,chittorgarh,,,69.9,chittorgarh,72.0,chittorgarh,66.4,chittorgarh,66.4,chittorgarh,Capital Expenditure | To Meet Working Capital Requirements | General Corporate Purpose,chittorgarh,46.0,chittorgarh,1.21,12.04,22.44,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipowatch,,,,AUSL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Aditya Ultra Steel Ltd.,Aditya Ultra Steel Limited,match
INE0UL701015,Shubhshree Biofuels Energy Ltd.,SME,SHUBHSHREE,,2024-09-09,2024-09-11,2024-09-16,119.0,16.56,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,16.0,chittorgarh,1.0,chittorgarh,5.9,chittorgarh,4.68,chittorgarh,189.0,chittorgarh,198.45,chittorgarh,179.55,chittorgarh,198.45,chittorgarh,Funding Capital Expenditure towards installation of additional plant and machinery | To meet working capital requirements | General Corporate Purpose,chittorgarh,17.0,chittorgarh,31.3,245.7,135.7,132.9,259.4,610.6,786.46,2201.3,50.42,79.97,51.02,113.0,True,1200.0,142800.0,6.8,8.0,163.0,17.5,,,163.0,,,11.0,,,8.0,,,15.4,,,30.0,,,0.0,,,50.0,,,-9.0,,,,,,,0.0,sharescart,sharescart,ipowatch,sharescart,SHUBHSHREE.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Shubhshree Biofuels Energy Ltd.,Shubhshree Biofuels Energy Limited,match
INE0LY301010,Share Samadhan Ltd.,SME,,544251.0,2024-09-09,2024-09-11,2024-09-16,74.0,24.06,Bookbuilding,BSE SME,Narnolia Financial,2024,Nikunj Stock Brokers Ltd.,chittorgarh,23.0,chittorgarh,1.0,chittorgarh,4.2,chittorgarh,6.83,chittorgarh,73.05,chittorgarh,76.0,chittorgarh,69.4,chittorgarh,74.87,chittorgarh,To meet out the expenses for Investment in Technology | To meet out the expenses for Unidentified Acquisition for Company (In India or Abroad) | To meet out the Working Capital requirements of the Company | To meet out the General Corporate Purposes; and,chittorgarh,24.0,chittorgarh,2.7,22.4,18.0,14.6,32.0,80.98,151.91,351.02,,77.57,51.32,70.0,True,1600.0,118400.0,24.7,4.0,14.0,3.0,3.0,10.0,14.0,1.0,6.0,6.0,0.0,4.0,4.0,0.6,4.3,2.6,4.0,11.0,35.0,0.0,0.0,0.0,5.0,14.0,40.0,2.0,0.0,-2.0,40.0,36.36,0.0,10.0,4.0,Mar 2024,2.0,sharescart,sharescart,,sharescart,,544251.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Share Samadhan Ltd.,Share Samadhan Ltd,match
INE0QTE01018,Gajanand International Ltd.,SME,GAJANAND,,2024-09-09,2024-09-11,2024-09-16,36.0,20.65,Fixed Price,NSE SME,Novus Capital,2024,Nikunj Stock Brokers Ltd.,chittorgarh,20.0,chittorgarh,1.0,chittorgarh,4.8,chittorgarh,,,42.0,chittorgarh,43.0,chittorgarh,39.9,chittorgarh,39.9,chittorgarh,To meet out the Working Capital requirements of the Company; | To meet out the General Corporate Purposes; and,chittorgarh,21.0,chittorgarh,0.0,5.8,24.2,15.3,0.0,59.78,249.65,315.32,13.89,90.5,,36.0,False,3000.0,108000.0,180.0,0.0,95.0,0.2,73.0,109.0,95.0,3.0,4.0,2.0,1.0,2.0,0.0,2.1,1.7,0.2,5.0,18.0,37.0,3.0,1.0,0.0,19.0,39.0,47.0,4.0,-9.0,-14.0,1.83,11.11,0.06,109.0,2.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,,GAJANAND.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Gajanand International Ltd.,Gajanand International Limited,match
INE0TR001017,Vision Infra Equipment Solutions Ltd.,SME,VIESL,,2024-09-06,2024-09-10,2024-09-13,163.0,106.21,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,101.0,chittorgarh,5.0,chittorgarh,4.7,chittorgarh,30.21,chittorgarh,205.0,chittorgarh,215.25,chittorgarh,200.0,chittorgarh,215.25,chittorgarh,Funding Capital Expenditure towards purchase of additional equipment | Funding to meet working capital requirements | General Corporate Purpose.,chittorgarh,106.0,chittorgarh,60.9,180.4,24.1,68.1,3236.24,2873.9,897.38,7237.2,58.28,98.6,78.6,155.0,True,800.0,130400.0,10.2,34.0,443.0,16.0,,69.0,443.0,,21.0,130.0,,6.0,34.0,,3.3,13.8,,23.0,165.0,,184.0,184.0,,357.0,519.0,,8.0,40.0,8.7,26.09,8.0,69.0,6.0,Mar 2024,1.0,sharescart,sharescart,investorgain,sharescart,VIESL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Vision Infra Equipment Solutions Ltd.,Vision Infra Equipment Solutions Limited,match
INE0RVQ01016,My Mudra Fincorp Ltd.,SME,MYMUDRA,,2024-09-05,2024-09-09,2024-09-12,110.0,33.26,Bookbuilding,NSE SME,Hem Securities,2024,Hem Finlease Pvt.Ltd.,chittorgarh,32.0,chittorgarh,1.0,chittorgarh,3.0,chittorgarh,9.45,chittorgarh,130.0,chittorgarh,130.05,chittorgarh,123.5,chittorgarh,123.5,chittorgarh,Repayment of a portion of certain borrowing availed by the Company | Investment in technology development and digital infrastructure | To meet Working Capital requirements | General Corporate Purpose,chittorgarh,33.0,chittorgarh,48.8,159.4,108.8,102.5,812.14,795.19,1266.34,3408.89,36.36,100.0,32.0,104.0,True,1200.0,132000.0,11.0,9.0,80.0,10.0,53.0,71.0,80.0,6.0,11.0,14.0,3.0,6.0,9.0,4.2,7.8,7.9,8.0,16.0,53.0,1.0,3.0,2.0,15.0,30.0,61.0,1.0,1.0,2.0,8.45,37.5,0.19,71.0,6.0,Mar 2024,2.0,sharescart,sharescart,ipowatch,sharescart,MYMUDRA.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,My Mudra Fincorp Ltd.,My Mudra Fincorp Limited,match
