isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,ticker_ns,ticker_bo,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0D5F01013,Net Pix Shorts Digital Media Ltd.,SME,,543247.0,2020-11-18,2020-11-23,2020-12-02,30.0,2.7,Fixed Price,BSE SME,Aryaman Financial,2020,Aryaman Capital Markets Ltd.,chittorgarh,3.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,30.15,chittorgarh,30.15,chittorgarh,30.0,chittorgarh,30.05,chittorgarh,Acquisition of workshop & Godown and Writer’s Lounge on a long term lease basi | Further Augment our Digital Media Content Library | General Corporate Purpose,chittorgarh,3.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,0.18,,,0.07,,,0.02,,,0.12,,,,,,,,,,,,-3.0,11.11,,,0.18,0.02,Mar 2020,1.0,,screener,,,,543247.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Net Pix Shorts Digital Media Ltd.,Net Pix Shorts Digital Media Ltd,match
INE0BLY01023,Shine Fashions (India) Ltd.,SME,,543244.0,2020-10-22,2020-10-26,2020-11-02,40.0,1.6,Fixed Price,BSE SME,Shreni Shares,2020,Shreni Shares Ltd.,chittorgarh,2.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,40.5,chittorgarh,40.5,chittorgarh,38.5,chittorgarh,39.55,chittorgarh,To meet Working Capital requirements | General Corporate Purpose | To meet the Issue Expenses,chittorgarh,2.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543244.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Shine Fashions (India) Ltd.,Shine Fashions (India) Ltd,match
INE0EEJ01023,Bodhi Tree Multimedia Ltd.,SME,BTML,543767.0,2020-10-09,2020-10-13,2020-10-21,95.0,3.71,Fixed Price,NSE SME,Shreni Shares,2020,Shreni Shares Ltd.,chittorgarh,4.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,95.0,chittorgarh,97.5,chittorgarh,94.0,chittorgarh,95.8,chittorgarh,To meet working capital requirement | General Corporate Expenses,chittorgarh,4.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,27.0,,,3.0,,,4.0,,,0.9,,,,,,,,,,,,-4.0,14.81,,,27.0,4.0,Mar 2020,1.0,,screener,,,BTML.NS,543767.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Bodhi Tree Multimedia Ltd.,Bodhi Tree Multimedia Limited,match
INE244W01010,Veer Global Infraconstruction Ltd.,SME,,543241.0,2020-09-30,2020-10-09,2020-10-19,28.0,4.92,Fixed Price,BSE SME,Capital Square,2020,,,5.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,31.0,chittorgarh,31.0,chittorgarh,29.45,chittorgarh,29.5,chittorgarh,To Meet the Short term Working Capital Expenses. | General corporate purpose.,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,10.08,8.51,,0.21,0.28,,0.12,0.19,,0.25,0.21,,5.81,10.24,,1.27,0.17,,29.33,32.63,,-0.99,-3.98,2.23,1.86,0.02,8.51,0.19,Mar 2020,2.0,,screener,,,,543241.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Veer Global Infraconstruction Ltd.,Veer Global Infraconstruction Ltd,match
INE0ALR01029,Atal Realtech Ltd.,SME,ATALREAL,543911.0,2020-09-30,2020-10-07,2020-10-15,72.0,10.83,Fixed Price,NSE SME,Aryaman Financial,2020,Aryaman Capital Markets Ltd.,chittorgarh,2.0,chittorgarh,9.0,chittorgarh,81.8,chittorgarh,,,70.2,chittorgarh,70.2,chittorgarh,66.7,chittorgarh,66.7,chittorgarh,Funding Working Capital Requirement | General Corporate Purpose,chittorgarh,11.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATALREAL.NS,543911.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Atal Realtech Ltd.,Atal Realtech Limited,match
INE0E2801015,GM Polyplast Ltd.,SME,,543239.0,2020-09-30,2020-10-06,2020-10-14,159.0,8.09,Fixed Price,BSE SME,Gretex Corporate,2020,Gretex Share Broking Pvt.Ltd.,chittorgarh,5.0,chittorgarh,3.0,chittorgarh,37.5,chittorgarh,,,160.0,chittorgarh,168.0,chittorgarh,153.2,chittorgarh,167.5,chittorgarh,To Meet working capital requirement | General Corporate Purposes,chittorgarh,8.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543239.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,GM Polyplast Ltd.,G M Polyplast Ltd,match
INE0D0U01013,AAA Technologies Ltd.,SME,AAATECH,543671.0,2020-09-30,2020-10-05,2020-10-13,42.0,10.23,Fixed Price,NSE SME,Chartered Finance,2020,NNM Securities Pvt.Ltd.,chittorgarh,10.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,44.5,chittorgarh,44.6,chittorgarh,42.3,chittorgarh,43.6,chittorgarh,Expansion and development of business operations across various cities in India | Working Capital Requirements (includingBank Guarantee) | General Corporate purposes,chittorgarh,10.0,chittorgarh,,,,,,,,,,,,,,,,,,,,10.23,10.34,14.16,1.29,2.94,5.05,1.0,2.06,3.69,12.5,25.75,46.12,,,,,,,,,,0.95,0.94,1.17,26.06,,,14.16,3.69,Mar 2020,3.0,,screener,,,AAATECH.NS,543671.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,AAA Technologies Ltd.,AAA Technologies Limited,match
INE0A0S01028,Sigma Solve Ltd.,SME,SIGMA,543917.0,2020-09-29,2020-10-09,2020-10-19,45.0,4.95,Fixed Price,NSE SME,Beeline Broking,2020,Nikunj Stock Brokers Ltd.,chittorgarh,5.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,46.0,chittorgarh,46.0,chittorgarh,45.1,chittorgarh,45.1,chittorgarh,Acquisitions And Other Strategic Initiatives | Investment in Subsidiary | General Corporate Purpose | Public Issue Expenses,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,10.0,,,2.0,,,2.0,,,0.2,,,6.0,,,3.0,,,14.0,,,-0.0,20.0,33.33,0.5,10.0,2.0,Mar 2020,1.0,,screener,,,SIGMA.NS,543917.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Sigma Solve Ltd.,Sigma Solve Limited,match
INE09KD01013,Atam Valves Ltd.,SME,ATAM,543236.0,2020-09-18,2020-09-25,2020-10-06,40.0,4.5,Fixed Price,BSE SME,Fedex Securities,2020,Rikhav Securities Ltd.,chittorgarh,4.0,chittorgarh,1.0,chittorgarh,20.0,chittorgarh,,,40.0,chittorgarh,40.0,chittorgarh,38.0,chittorgarh,39.05,chittorgarh,Repayment/ Prepayment of certain secured borrowings availed by our Company | General corporate purposes,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,17.3,18.34,16.29,2.48,2.52,1.86,0.51,0.65,0.04,0.85,1.08,0.07,3.71,4.36,4.86,12.75,10.72,8.5,18.56,17.26,16.02,0.96,3.63,3.74,0.25,0.82,1.75,16.29,0.04,Mar 2020,3.0,,screener,,,ATAM.NS,543236.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Atam Valves Ltd.,Atam Valves Limited,match
INE0BTM01013,SecMark Consultancy Ltd.,SME,SECMARK,543234.0,2020-09-18,2020-09-23,2020-10-01,135.0,15.04,Fixed Price,BSE SME,Indorient Financial,2020,Vijeta Broking India Pvt.Ltd.,chittorgarh,14.0,chittorgarh,1.0,chittorgarh,6.7,chittorgarh,,,134.0,chittorgarh,134.0,chittorgarh,127.3,chittorgarh,127.3,chittorgarh,"To finance development and/or procurement of technology, applications, software, infrastructure etc. including strategic acquisitions of Firms/Companies in the technology space to complement and enhance our Company’s value proposition | To expand and retain our Leadership team that will lead the Company into the next phase of growth | To acquire / rent assets | Repayment of bank facilities | General corporate purposes",chittorgarh,15.0,chittorgarh,,,,,,,,,,,,,,,,,,,,3.24,3.83,5.63,1.23,1.39,1.61,0.87,0.97,1.06,,,1.41,2.08,3.05,4.21,0.35,0.42,1.12,2.93,4.92,6.11,0.56,2.2,-0.26,18.83,25.18,0.27,5.63,1.06,Mar 2020,3.0,,screener,,,SECMARK.NS,543234.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,SecMark Consultancy Ltd.,SecMark Consultancy Limited,match
INE0ALI01010,Advait Infratech Ltd.,SME,ADVAIT,543230.0,2020-09-15,2020-09-18,2020-09-28,51.0,6.89,Fixed Price,BSE SME,ISK Advisors,2020,NNM Securities Pvt.Ltd.,chittorgarh,7.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,51.95,chittorgarh,54.5,chittorgarh,51.25,chittorgarh,51.55,chittorgarh,Working Capital Requirement | General Corporate Purpose,chittorgarh,7.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,28.0,45.0,,4.0,4.0,,2.0,1.0,,2.8,0.72,,19.0,20.0,,6.0,10.0,,44.0,52.0,,3.0,1.0,2.22,5.0,0.5,45.0,1.0,Mar 2020,2.0,,screener,,,ADVAIT.NS,543230.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Advait Infratech Ltd.,Advait Energy Transitions Limited,match
INE0DG401010,Trekkingtoes.com Ltd.,SME,,543222.0,2020-08-18,2020-08-20,2020-08-28,105.0,4.55,Fixed Price,BSE SME,Novus Capital,2020,Nidhi Broking Services Pvt.Ltd.,chittorgarh,4.0,chittorgarh,1.0,chittorgarh,20.0,chittorgarh,,,105.0,chittorgarh,105.0,chittorgarh,99.75,chittorgarh,99.75,chittorgarh,Strategic initiatives and investments | Repayment and pre-payment of a portion of certain indebtedness availed by our company | General corporate purposes,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543222.BO,bse_only,BSE code only,unchecked,,Trekkingtoes.com Ltd.,,no_ref
INE05ST01028,Suratwwala Business Group Ltd.,SME,SBGLP,543218.0,2020-08-03,2020-08-05,2020-08-13,15.0,6.9,Fixed Price,BSE SME,Hem Securities,2020,Hem Securities Ltd.,chittorgarh,7.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,15.45,chittorgarh,16.22,chittorgarh,15.45,chittorgarh,16.22,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,7.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBGLP.NS,543218.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Suratwwala Business Group Ltd.,Suratwwala Business Group Limited,match
INE0B9A01018,Bonlon Industries Ltd.,SME,BONLON,543211.0,2020-06-30,2020-07-03,2020-07-13,28.0,10.52,Fixed Price,BSE SME,Sarthi Capital Advisors,2020,Choice Equity Broking Pvt.Ltd.,chittorgarh,10.0,chittorgarh,1.0,chittorgarh,9.1,chittorgarh,,,21.0,chittorgarh,21.5,chittorgarh,21.0,chittorgarh,21.5,chittorgarh,Working Capital Requirements | Issue Expenses,chittorgarh,11.0,chittorgarh,,,,,,,,,,,,,,,,,,,,242.0,215.0,243.0,-2.0,-8.0,-5.0,0.0,3.0,12.0,0.93,2.59,11.51,,,,,,,,,,6.0,-4.0,59.0,4.94,,,243.0,12.0,Mar 2020,3.0,,screener,,,BONLON.NS,543211.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Bonlon Industries Ltd.,Bonlon Industries Limited,match
INE0D6I01023,Ksolves India Ltd.,SME,KSOLVES,543599.0,2020-06-23,2020-06-26,2020-07-06,100.0,4.02,Fixed Price,NSE SME,Shreni Shares,2020,Shreni Shares Ltd.,chittorgarh,4.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,101.95,chittorgarh,106.9,chittorgarh,101.95,chittorgarh,106.9,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,4.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,10.0,,,1.0,,,1.0,,,,,,1.02,,,0.0,,,2.0,,,1.0,10.0,98.04,0.0,10.0,1.0,Mar 2020,1.0,,screener,,,KSOLVES.NS,543599.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,Ksolves India Ltd.,Ksolves India Limited,match
INE0CRS01012,Billwin Industries Ltd.,SME,,543209.0,2020-06-18,2020-06-22,2020-06-30,37.0,2.46,Fixed Price,BSE SME,Gretex Corporate,2020,Gretex Share Broking Pvt.Ltd.,chittorgarh,2.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,36.9,chittorgarh,38.2,chittorgarh,36.9,chittorgarh,37.1,chittorgarh,Funding the working capital requirements of our Company,chittorgarh,2.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543209.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Billwin Industries Ltd.,Billwin Industries Ltd,match
INE0CPQ01010,Nirmitee Robotics India Ltd.,SME,,543194.0,2020-03-31,2020-04-09,2020-04-21,185.0,3.24,Fixed Price,BSE SME,Aryaman Financial,2020,Aryaman Capital Markets Ltd.,chittorgarh,3.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,189.0,chittorgarh,189.0,chittorgarh,187.0,chittorgarh,189.0,chittorgarh,"Redemption of Preference Shares | Security Deposit towards acquisition of Registered Office, R & D facility & assembling unit | General Corporate Purpose",chittorgarh,3.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543194.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Nirmitee Robotics India Ltd.,Nirmitee Robotics India Ltd,match
INE0B1K01014,DJ Mediaprint & Logistics Ltd.,SME,DJML,543193.0,2020-03-26,2020-03-31,2020-04-13,20.0,2.4,Fixed Price,BSE SME,Finshore Management,2020,Nikunj Stock Brokers Ltd.,chittorgarh,2.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,20.6,chittorgarh,21.6,chittorgarh,20.0,chittorgarh,20.8,chittorgarh,Funding the working capital requirements of the Company | Issue related expenses | General corporate purposes,chittorgarh,2.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJML.NS,543193.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,DJ Mediaprint & Logistics Ltd.,DJ Mediaprint & Logistics Limited,match
INE258Y01016,Laxmi Goldorna House Ltd.,SME,LGHL,,2020-03-20,2020-04-03,2020-04-16,15.0,8.28,Fixed Price,NSE SME,Beeline Broking,2020,Hem Finlease Pvt.Ltd.,chittorgarh,8.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,15.0,chittorgarh,15.1,chittorgarh,14.65,chittorgarh,15.0,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses | Public Issue Expenses,chittorgarh,8.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LGHL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Laxmi Goldorna House Ltd.,Laxmi Goldorna House Limited,match
INE0CQB01010,Cospower Engineering Ltd.,SME,,543172.0,2020-03-17,2020-03-19,2020-03-30,51.0,2.04,Fixed Price,BSE SME,Shreni Shares,2020,Shreni Shares Ltd.,chittorgarh,2.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,51.0,chittorgarh,53.1,chittorgarh,51.0,chittorgarh,53.1,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,2.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543172.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Cospower Engineering Ltd.,Cospower Engineering Ltd,match
INE0BDU01028,RO Jewels Ltd.,SME,,543171.0,2020-03-12,2020-03-17,2020-03-25,36.0,4.91,Fixed Price,BSE SME,First Overseas,2020,Beeline Broking Ltd.,chittorgarh,5.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,36.0,chittorgarh,36.0,chittorgarh,36.0,chittorgarh,36.0,chittorgarh,Additional Working Capital | General Corporate Expenses | To meet the expenses of the Issue,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,4.24,,,0.02,,,0.01,,,0.01,,,,,,,,,,,,-0.87,0.24,,,4.24,0.01,Mar 2019,1.0,,screener,,,,543171.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,RO Jewels Ltd.,RO Jewels Ltd,match
INE0C4I01011,SM Auto Stamping Ltd.,SME,,543065.0,2020-03-03,2020-03-05,2020-03-16,18.0,6.91,Fixed Price,BSE SME,Hem Securities,2020,Hem Securities Ltd.,chittorgarh,7.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,18.0,chittorgarh,18.0,chittorgarh,18.0,chittorgarh,18.0,chittorgarh,To meet Working Capital requirements | General Corporate Purpose,chittorgarh,7.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543065.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,SM Auto Stamping Ltd.,SM Auto Stamping Ltd,match
INE0AU701018,ICL Organic Dairy Products Ltd.,SME,,542935.0,2020-01-31,2020-02-07,2020-02-17,20.0,4.08,Fixed Price,BSE SME,Finshore Management,2020,Beeline Broking Ltd.,chittorgarh,4.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,20.8,chittorgarh,21.8,chittorgarh,19.8,chittorgarh,21.8,chittorgarh,Funding the working capital requirements of the Company | Issue related expenses | General corporate purposes,chittorgarh,4.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542935.BO,bse_only,BSE code only,unchecked,,ICL Organic Dairy Products Ltd.,,no_ref
INE07QQ01016,Chandra Bhagat Pharma Ltd.,SME,,542934.0,2020-01-31,2020-02-06,2020-02-14,51.0,10.2,Fixed Price,BSE SME,Beeline Broking,2020,Beeline Broking Ltd.,chittorgarh,10.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,51.7,chittorgarh,52.1,chittorgarh,51.0,chittorgarh,51.75,chittorgarh,To Meet Incremental Working Capital Requirements | Setting up Distribution and Warehousing Centre’s | General Corporate Purpose | To meet Public Issue Expenses,chittorgarh,10.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542934.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Chandra Bhagat Pharma Ltd.,Chandra Bhagat Pharma Ltd,match
INE813V01022,Madhav Copper Ltd. FPO,SME,MCL,,2020-01-27,2020-01-30,2020-02-06,102.0,25.5,Bookbuilding,NSE SME,Pantomath Capital,2020,Pantomath Stock Brokers Pvt. Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,169.0,213.0,2.0,4.0,9.0,1.0,2.0,4.0,0.34,0.96,1.48,7.0,9.0,13.0,11.0,7.0,12.0,23.0,24.0,46.0,-6.0,7.0,9.0,1.88,30.77,0.92,213.0,4.0,Mar 2019,3.0,,screener,,,MCL.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Madhav Copper Ltd. FPO,Madhav Copper Limited,match
INE04OV01018,Janus Corp.Ltd.,SME,,542924.0,2020-01-27,2020-01-30,2020-02-06,50.0,8.0,Fixed Price,BSE SME,First Overseas,2020,,,8.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,50.7,chittorgarh,50.7,chittorgarh,48.2,chittorgarh,48.5,chittorgarh,Augmenting additional working capital requirements | General Corporate Purposes,chittorgarh,8.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542924.BO,bse_only,BSE code only,unchecked,,Janus Corp.Ltd.,,no_ref
INE0BIW01023,Tranway Technologies Ltd.,SME,,542923.0,2020-01-27,2020-01-29,2020-02-05,10.0,4.24,Fixed Price,BSE SME,Finshore Management,2020,Nikunj Stock Brokers Ltd.,chittorgarh,4.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,11.1,chittorgarh,11.65,chittorgarh,11.1,chittorgarh,11.65,chittorgarh,To meet the working capital requirements of the company for business operations and expansion in India and Abroad. | General Corporate Purposes.,chittorgarh,4.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542923.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Tranway Technologies Ltd.,Tranway21 Technologies Ltd,match
INE05X901010,HindPrakash Industries Ltd.,SME,HPIL,543645.0,2020-01-15,2020-01-17,2020-01-27,40.0,11.52,Fixed Price,NSE SME,Hem Securities,2020,Hem Finlease Pvt.Ltd.,chittorgarh,11.0,chittorgarh,1.0,chittorgarh,8.3,chittorgarh,,,40.7,chittorgarh,42.7,chittorgarh,40.7,chittorgarh,41.3,chittorgarh,To Meet Working Capital Requirements | General Corporate Purpose | To Meet the Issue Expenses,chittorgarh,12.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HPIL.NS,543645.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,HindPrakash Industries Ltd.,Hindprakash Industries Limited,match
INE0DRT01018,Fabino Life Sciences Ltd.,SME,,543444.0,2021-12-31,2022-01-05,2022-01-13,36.0,3.24,Fixed Price,BSE SME,Aryaman Financial,2021,Aryaman Capital Markets Ltd.,chittorgarh,3.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,38.45,chittorgarh,40.35,chittorgarh,36.55,chittorgarh,40.35,chittorgarh,Part Repayment of Loans | Funding Working capital requirements | General Corporate Purpose,chittorgarh,3.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543444.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Fabino Life Sciences Ltd.,Fabino Enterprises Ltd,match
INE0IJY01014,Timescan Logistics (India) Ltd.,SME,TIMESCAN,,2021-12-31,2022-01-04,2022-01-12,51.0,4.81,Fixed Price,NSE SME,Finshore Management,2021,Nikunj Stock Brokers Ltd.,chittorgarh,5.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,82.0,chittorgarh,86.1,chittorgarh,82.0,chittorgarh,86.1,chittorgarh,To meet the working capital requirements | General Corporate Purposes,chittorgarh,5.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMESCAN.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Timescan Logistics (India) Ltd.,Timescan Logistics (India) Limited,match
INE0E4I01027,Ascensive Educare Ltd.,SME,,543443.0,2021-12-30,2022-01-04,2022-01-12,26.0,2.26,Fixed Price,BSE SME,GYR Capital,2021,Beeline Broking Ltd.,chittorgarh,2.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,27.6,chittorgarh,28.95,chittorgarh,27.5,chittorgarh,28.95,chittorgarh,Funding the working capital requirements of the company | General Corporate Purposes,chittorgarh,2.0,chittorgarh,,,,,,,,,,,,,,,,,,,,9.08,9.54,10.04,1.08,1.56,1.43,0.28,0.43,0.44,0.22,0.33,0.19,1.98,2.41,2.91,5.36,6.13,5.67,8.22,10.65,12.37,-1.74,-0.01,-0.61,4.38,15.12,1.95,10.04,0.44,Mar 2021,3.0,,screener,,,,543443.BO,isin_authoritative,ISIN→symbol from official BSE list,match,,Ascensive Educare Ltd.,Ascensive Educare Ltd,match
INE08PH01015,AB Cotspin India Ltd.,SME,ABCOTS,544522.0,2021-12-30,2022-01-03,2022-01-11,35.0,10.09,Bookbuilding,NSE SME,Pantomath Capital,2021,Pentagon Stock Brokers Pvt.Ltd.,chittorgarh,10.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,38.5,chittorgarh,40.4,chittorgarh,38.0,chittorgarh,40.4,chittorgarh,Funding the working capital requirements of the Company Requirement | General corporate purposes,chittorgarh,10.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABCOTS.NS,544522.BO,isin_authoritative,ISIN→symbol from official NSE list,match,,AB Cotspin India Ltd.,A B Cotspin India Limited,match
INE0ILD01014,Brandbucket Media & Technology Ltd.,SME,,543439.0,2021-12-20,2021-12-23,2021-12-31,55.0,8.25,Fixed Price,BSE SME,Inventure Merchant Banker,2021,NNM Securities Pvt.Ltd.,chittorgarh,8.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,55.25,chittorgarh,55.25,chittorgarh,52.5,chittorgarh,52.5,chittorgarh,Augmenting additional working capital requirements | Funding capital expenditure requirements | General Corporate Purposes,chittorgarh,8.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543439.BO,bse_only,BSE code only,unchecked,,Brandbucket Media & Technology Ltd.,,no_ref
INE0IA701014,Vivo Collaboration Solutions Ltd.,SME,VIVO,,2021-12-20,2021-12-23,2021-12-31,82.0,4.4,Fixed Price,NSE SME,Sarthi Capital Advisors,2021,O J Financial Services Ltd.,chittorgarh,4.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,355.1,chittorgarh,372.85,chittorgarh,337.35,chittorgarh,337.35,chittorgarh,To meet the working capital requirements of the Company | General Corporate Purpose,chittorgarh,4.0,chittorgarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIVO.NS,,isin_authoritative,ISIN→symbol from official NSE list,match,,Vivo Collaboration Solutions Ltd.,Vivo Collaboration Solutions Limited,match
