isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE041025011,Embassy Office Parks REIT,MB,300.0,300.0,2019-04-01,300.0,314.1,0.0,0.047,0.050733,0.003566,-0.000209,0.00444,0.070167,0.022127,0.027667,0.031352,0.067767,0.019834,0.013064,0.049403,0.23,0.174785,0.15795,0.234369,0.336667,0.276663,0.293349,0.424771,0.1717,0.119102,0.382309,0.535997,0.084767,0.036071,-0.222864,-0.230193,0.239067,0.183445,-0.313215,-0.536121,0.230533,0.175294,-0.738033,-1.434712,,,,,0.173333,0.0,0.120662,-0.04489,0.266667,0.0,0.209806,-0.04489,0.45,0.0,0.384909,-0.04489,0.726667,0.0,0.649156,-0.04489,0.726667,0.0,0.649156,-0.04489,0.726667,-0.063167,0.649156,-0.105221,17,0,0,72,0,0,168,0,0,339,0,0,339,0,0,339,1710,0,0.726667,-0.394129,1210,518.0,281.05,428.2,0.427333,winner,0.226167,8504081.54,0.00226,ok,False,,1770,ok,bhavcopy_daily
INE042H01019,Binani Cement Ltd.,MB,75.0,75.0,2007-05-28,73.0,69.05,-0.026667,-0.079333,-0.05,0.031861,0.023239,,-0.124,-0.048516,-0.050982,,-0.175333,-0.104272,-0.106011,,-0.100667,-0.023172,-0.03399,,0.498,0.627082,0.280522,,-0.134,-0.059377,-0.2011,,-0.36,-0.304852,-0.309433,,0.032,0.120927,-0.054462,,0.206667,0.310644,0.154685,,0.206667,0.310644,-0.923501,,0.026667,-0.213333,0.115134,-0.145547,0.026667,-0.213333,0.115134,-0.145547,0.839333,-0.213333,0.997828,-0.145547,0.839333,-0.213333,0.997828,-0.145547,0.839333,-0.689333,0.997828,-0.662563,0.839333,-0.689333,0.997828,-0.662563,0,25,0,0,25,0,149,25,0,149,25,0,149,647,0,149,647,0,0.839333,-0.794758,462,137.95,23.3,90.5,0.206667,winner,0.458513,4826318.8,0.0,ok,True,Voluntary Delisting,986,ok,bhavcopy_daily
INE043K01029,BS Transcomm Ltd.,MB,248.0,12.4,2010-10-27,12.55,18.925,0.012097,0.52621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028629,0.210553,0.188557,,1.439516,2.040201,1.666339,,-0.973387,-0.966834,-1.951042,,,,,,,,,,,,,,,,,,0.446976,-0.288105,0.803266,-0.112814,2.483871,-0.288105,3.341709,-0.112814,,,,,,,,,,,,,852,786,803,1666,786,803,2.483871,-0.992426,1272,43.2,0.31,0.33,-0.973387,wipeout,0.650892,11767032.7,0.035088,ok,True,,1368,recovered_bhavcopy,bhavcopy_daily
INE043U01010,CHD Chemicals Ltd.,SME,11.0,11.0,2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.045455,-0.227273,0.205511,-0.02411,0.809091,-0.306364,1.28473,-0.123995,5.813636,-0.306364,7.605052,-0.123995,,,,,,,,,,363,278,,1019,881,369,1652,881,369,,-0.949433,1027,74.95,3.79,5.81,,,0.633582,75243.445,0.189032,low,False,,1714,unreliable_coverage,bhavcopy_daily
INE043W01024,Vijaya Diagnostic Centre Ltd.,MB,531.0,531.0,2021-09-14,540.0,620.1,0.016949,0.167797,0.206215,0.032898,0.024874,0.026118,0.083616,-0.072085,-0.082557,-0.052444,0.059134,-0.09305,-0.148202,-0.160984,0.074953,-0.079503,-0.076333,-0.140615,-0.233522,-0.343654,-0.3024,-0.318766,-0.238136,-0.347605,-0.383494,-0.389834,-0.082863,-0.214643,-0.371323,-0.53404,0.728908,0.480487,0.02154,-0.513529,,,,,,,,,0.265537,0.002825,0.083696,-0.141268,0.265537,0.002825,0.083696,-0.141268,0.265537,-0.296045,0.083696,-0.397194,0.265537,-0.444444,0.083696,-0.52427,0.832392,-0.444444,0.569102,-0.52427,,,,,2,0,0,2,0,0,2,163,0,2,273,0,1094,273,0,,,,1.688889,-0.533577,271,1427.8,295.0,1372.4,1.584557,multibagger,0.419173,89194042.3,0.0,ok,False,,1166,ok,bhavcopy_daily
INE045601023,Paras Defence & Space Technologies Ltd.,MB,175.0,87.5,2021-10-01,234.5,246.225,1.68,1.814,1.814,0.0,0.0,0.0,2.590857,0.276069,0.255355,0.244833,4.298857,0.883034,0.875071,0.884604,3.245714,0.508783,0.518935,0.461038,2.679429,0.307544,0.29965,0.283208,2.987429,0.416997,0.441962,0.437531,3.168571,0.481369,0.361232,0.179099,7.828857,2.137476,1.665266,1.177139,,,,,,,,,6.189714,1.628571,1.55498,-0.065895,6.189714,1.628571,1.55498,-0.065895,6.189714,1.628571,1.55498,-0.065895,6.189714,1.628571,1.55498,-0.065895,8.101143,1.546,2.234237,-0.095238,,,,,24,0,0,24,0,0,24,0,0,24,0,0,1008,543,0,,,,10.36,-0.624385,522,994.0,222.775,960.15,9.973143,multibagger,0.491323,172061916.6,0.01323,ok,False,,907,ok,bhavcopy_daily
INE045J01034,Fineotex Chemical Ltd.,MB,70.0,0.7,2011-03-11,0.8,1.409,0.142857,1.012857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,0.009957,-0.373179,,8.607143,1.733184,-0.013366,,,,,,,,,,,,,,,,,,,,,,5.628571,1.55,0.885796,-0.274538,,,,,,,,,,,,,,,,1579,1628,1406,64.55,-0.864491,811,45.885,1.245,40.73,57.185714,multibagger,0.590446,23565220.85,0.002015,ok,False,,2482,recovered_bhavcopy,bhavcopy_daily
INE046W01019,Muthoot Microfin Ltd.,MB,291.0,291.0,2023-12-26,275.3,266.15,-0.053952,-0.085395,-0.092955,-0.008266,-0.018219,-0.011259,-0.132818,-0.05185,-0.062319,-0.072905,-0.20567,-0.131505,-0.127366,-0.182889,-0.314605,-0.250611,-0.276885,-0.274817,-0.155979,-0.077175,-0.183509,-0.310436,-0.377251,-0.319106,-0.425736,-0.596663,-0.388797,-0.33173,-0.550968,-0.534994,,,,,,,,,,,,,-0.034364,-0.218385,0.055796,-0.145407,-0.034364,-0.324399,0.055796,-0.261319,-0.034364,-0.324399,0.055796,-0.261319,-0.034364,-0.380034,0.055796,-0.322149,,,,,,,,,0,23,,0,78,,0,78,,0,332,,,,,,,,-0.034364,-0.545106,447,281.0,119.25,181.87,-0.375017,loser,0.379633,36218215.1,0.0,ok,False,,601,ok,bhavcopy_daily
INE04AK01028,SBC Exports Ltd.,SME,22.0,0.488889,2019-07-04,0.488889,0.513333,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.045455,0.302053,-0.016469,-0.260679,37.4,8.909677,7.890396,6.566669,,,,,,,,,,,,,,,,,,,,,8.479545,1.956818,1.446334,-0.23695,44.681818,1.956818,10.788856,-0.23695,,,,,,,,,,,,,922,873,873,1664,873,873,81.738636,-0.531216,151,40.45,1.445556,37.1,74.886364,multibagger,0.465169,57557763.09,0.018767,ok,False,,1119,recovered_bhavcopy,bhavcopy_daily
INE04CO01018,Kuberan Global Edu Solutions Ltd.,SME,20.0,20.0,2021-05-05,21.0,22.05,0.05,0.1025,0.1525,0.045351,0.038035,0.037715,0.13,0.024943,0.019563,-0.006506,-0.1,-0.183673,-0.255668,-0.294355,-0.1025,-0.185941,-0.298198,-0.41885,-0.3,-0.365079,-0.584766,-0.662463,-0.5345,-0.577778,-0.71903,-0.816851,-0.21,-0.283447,-0.519538,-0.572419,-0.445,-0.496599,-1.034161,-1.640752,1.2235,1.01678,0.36679,-0.277073,,,,,0.1875,-0.125,0.077098,-0.206349,0.1875,-0.175,0.077098,-0.251701,0.1875,-0.3,0.077098,-0.365079,0.1875,-0.535,0.077098,-0.578231,0.425,-0.535,0.292517,-0.578231,2.279,-0.535,1.97415,-0.578231,5,30,0,5,40,0,5,170,0,5,365,0,812,365,0,1653,365,0,2.279,-0.59957,360,65.58,9.3,29.9,0.495,winner,0.977265,125400.0,0.787402,low,False,,254,ok,bhavcopy_daily
INE04LG01015,Par Drugs & Chemicals Ltd.,SME,51.0,25.5,2019-05-16,26.45,25.225,0.037255,-0.010784,-0.005882,0.004955,-0.008374,0.001733,-0.045098,-0.034688,-0.070216,-0.074675,-0.064706,-0.054509,-0.104807,-0.088101,-0.078431,-0.068385,-0.048157,0.040134,-0.05098,-0.040634,-0.095266,0.01953,-0.333333,-0.326065,-0.137718,-0.012407,1.392157,1.418236,1.114365,0.926416,4.931373,4.996036,4.594063,4.352894,8.827451,8.934589,7.960914,6.897556,,,,,0.037255,-0.196078,0.048563,-0.187314,0.098039,-0.196078,0.11001,-0.187314,0.098039,-0.196078,0.11001,-0.187314,0.098039,-0.486275,0.11001,-0.480674,11.180392,-0.486275,11.313181,-0.480674,11.745098,-0.486275,11.884044,-0.480674,0,22,0,57,22,0,57,22,0,57,319,0,880,319,0,1800,319,0,12.664706,-0.774487,483,348.45,13.1,89.89,2.525098,multibagger,0.554251,1632439.05,0.097025,ok,False,,1546,ok,bhavcopy_daily
INE04OV01018,Janus Corp.Ltd.,SME,50.0,50.0,2020-02-06,50.7,48.5,0.014,-0.03,-0.065,-0.036082,-0.03282,-0.039804,-0.105,-0.07732,-0.080343,-0.071814,0.08,0.113402,0.208023,0.222911,0.06,0.092784,0.334908,0.428725,0.339,0.380412,0.457674,0.520505,0.749,0.803093,0.57354,0.556134,-0.626,-0.614433,-1.057535,-1.521261,-0.9046,-0.901649,-1.372577,-1.65012,-0.8512,-0.846598,-1.802385,-2.872687,-0.9056,-0.90268,-1.842691,-3.145602,0.1,-0.187,0.134021,-0.161856,0.1,-0.187,0.134021,-0.161856,0.641,-0.187,0.691753,-0.161856,1.419,-0.187,1.493814,-0.161856,1.842,-0.9248,1.929897,-0.922474,1.842,-0.941,1.929897,-0.939175,26,11,0,26,11,0,140,11,0,242,11,0,406,1056,0,406,1138,0,1.842,-0.978132,732,142.1,2.95,4.72,-0.9056,wipeout,0.787412,393575.0,0.158115,low,True,,955,ok,bhavcopy_daily
INE04Q901010,Dar Credit & Capital Ltd.,SME,60.0,60.0,2025-05-28,65.15,63.95,0.085833,0.065833,0.031667,-0.032056,-0.035335,-0.036438,-0.045,-0.103987,-0.098645,-0.125204,-0.1,-0.15559,-0.191358,-0.211614,-0.215,-0.263487,-0.261855,-0.265738,-0.183333,-0.233776,-0.292472,-0.241166,-0.345,-0.385457,-0.351307,-0.409227,,,,,,,,,,,,,,,,,0.1,-0.133333,0.032056,-0.186865,0.1,-0.266667,0.032056,-0.311962,0.1,-0.266667,0.032056,-0.311962,0.1,-0.45,0.032056,-0.483972,,,,,,,,,0,26,0,0,89,0,0,89,0,0,299,0,,,,,,,0.1,-0.475894,293,66.0,33.0,42.5,-0.291667,loser,0.569539,1048500.0,0.133028,ok,False,,218,ok,bhavcopy_daily
INE04ST01013,SK International Export Ltd.,SME,20.0,20.0,2019-07-15,19.2,20.0,-0.04,0.0,0.0,0.0,-0.006407,0.0,-0.0875,-0.0875,-0.066604,-0.046622,-0.1175,-0.1175,-0.069266,-0.021003,-0.14,-0.14,-0.118668,-0.045895,0.0,0.0,-0.063961,-0.02891,-0.595,-0.595,-0.510346,-0.437176,-0.24,-0.24,-0.608094,-1.032094,-0.4,-0.4,-0.775403,-1.078042,-0.1025,-0.1025,-1.216878,-2.655537,,,,,0.0,-0.175,0.0,-0.175,0.0,-0.175,0.0,-0.175,0.04,-0.175,0.04,-0.175,0.04,-0.595,0.04,-0.595,0.04,-0.69,0.04,-0.69,0.04,-0.69,0.04,-0.69,0,9,0,0,9,0,136,9,0,136,343,0,136,374,0,136,374,0,0.7935,-0.701923,238,35.87,6.2,32.38,0.619,winner,1.441224,110850.0,0.731343,low,False,,134,ok,bhavcopy_daily
INE04T901017,Kahan Packaging Ltd.,SME,80.0,80.0,2023-09-15,152.0,159.6,0.9,0.995,0.995,0.0,0.0,0.0,0.848375,-0.073496,-0.047838,-0.052101,0.400625,-0.297932,-0.276078,-0.306533,0.0875,-0.454887,-0.5175,-0.57835,-0.1125,-0.555138,-0.645816,-0.686884,-0.0875,-0.542607,-0.798354,-1.049977,-0.290625,-0.644424,-0.888162,-1.038127,,,,,,,,,,,,,1.199375,0.2775,0.102444,-0.359649,1.199375,0.05,0.102444,-0.473684,1.199375,-0.18125,0.102444,-0.589599,1.199375,-0.203125,0.102444,-0.600564,,,,,,,,,5,19,0,5,91,0,5,180,0,5,271,0,,,,,,,1.199375,-0.776226,924,175.95,37.5,40.25,-0.496875,loser,0.722266,322400.0,0.360947,low,False,,338,ok,bhavcopy_daily
INE04TZ01018,Ethos Ltd.,MB,878.0,878.0,2022-05-30,825.0,803.1,-0.060364,-0.085308,-0.082346,0.003237,0.00785,-0.006966,-0.122893,-0.041091,-0.035578,-0.047544,-0.113952,-0.031316,0.020438,0.023532,0.154556,0.262234,0.223131,0.193898,0.023747,0.119226,0.005108,-0.003202,0.385364,0.514569,0.396184,0.368811,1.727904,1.982319,1.619606,1.143614,2.29533,2.602665,2.112178,1.648259,,,,,,,,,-0.043337,-0.194248,0.045885,-0.119101,0.306378,-0.194248,0.428216,-0.119101,0.306378,-0.194248,0.428216,-0.119101,0.683314,-0.194248,0.840306,-0.119101,3.014749,-0.194248,3.389179,-0.119101,,,,,0,7,,78,7,49,78,7,49,347,7,49,837,7,49,,,,3.014749,-0.413067,529,3524.95,707.45,2367.1,1.696014,multibagger,0.379687,64316907.0,0.001009,ok,False,,991,ok,bhavcopy_daily
INE04VU01023,Seshaasai Technologies Ltd.,MB,423.0,423.0,2025-09-30,432.0,411.45,0.021277,-0.027305,0.014775,0.043262,0.034111,0.032679,-0.033215,-0.006076,-0.026278,-0.027409,-0.124586,-0.100012,-0.151483,-0.143073,-0.354255,-0.336128,-0.390078,-0.324096,-0.496147,-0.482003,-0.389374,-0.33797,,,,,,,,,,,,,,,,,,,,,0.034161,-0.142908,0.063191,-0.118848,0.034161,-0.375414,0.063191,-0.357881,0.034161,-0.50565,0.063191,-0.491773,,,,,,,,,,,,,0,30,0,0,90,0,0,181,0,,,,,,,,,,0.034161,-0.503483,180,437.45,209.11,266.65,-0.369622,loser,0.421439,35421535.62,0.0,ok,False,,166,ok,bhavcopy_daily
INE04VX01019,Sheetal Universal Ltd.,SME,70.0,70.0,2023-12-11,75.0,75.4,0.071429,0.077143,0.046429,-0.028515,-0.024195,-0.027278,0.015714,-0.057029,-0.077106,-0.081501,0.215,0.127984,0.09838,0.066455,-0.03,-0.099469,-0.163076,-0.170396,-0.145,-0.206233,-0.313967,-0.410432,-0.012857,-0.083554,-0.255623,-0.445589,1.120714,0.968833,0.742092,0.775301,,,,,,,,,,,,,0.312857,-0.028571,0.218833,-0.098143,0.312857,-0.068571,0.218833,-0.135279,0.312857,-0.212857,0.218833,-0.269231,0.312857,-0.221429,0.218833,-0.277188,,,,,,,,,16,9,0,16,91,0,16,98,0,16,240,0,,,,,,,3.785714,-0.355981,225,335.0,54.5,295.5,3.221429,multibagger,0.347125,2116500.0,0.03928,ok,False,,611,ok,bhavcopy_daily
INE050401020,Elin Electronics Ltd.,MB,247.0,247.0,2022-12-30,244.0,227.65,-0.012146,-0.07834,-0.07834,0.0,0.0,0.0,-0.10081,-0.02438,-0.010801,-0.016522,-0.155061,-0.083242,-0.055573,-0.037088,-0.511943,-0.470459,-0.42928,-0.39733,-0.308502,-0.249725,-0.309584,-0.361836,-0.401417,-0.350538,-0.550816,-0.831493,-0.162834,-0.091676,-0.406948,-0.960121,-0.329393,-0.272392,-0.705237,-1.015369,,,,,,,,,-0.008097,-0.161943,0.076213,-0.090709,-0.008097,-0.530364,0.076213,-0.490446,-0.008097,-0.530364,0.076213,-0.490446,-0.008097,-0.530364,0.076213,-0.490446,0.1417,-0.561903,0.238744,-0.524665,,,,,0,28,,0,89,,0,89,,0,89,,626,794,605,,,,0.1417,-0.64364,560,282.0,93.65,108.84,-0.559352,loser,0.470359,26245532.24,0.00949,ok,False,,843,ok,bhavcopy_daily
INE053F01010,Indian Railway Finance Corp.Ltd.,MB,26.0,26.0,2021-01-29,24.9,24.8,-0.042308,-0.046154,-0.046154,0.0,0.0,0.0,-0.011538,0.03629,-0.058296,-0.027899,-0.051923,-0.006048,-0.071657,-0.12871,-0.180769,-0.141129,-0.214215,-0.325423,-0.115385,-0.072581,-0.228687,-0.559848,-0.113462,-0.070565,-0.32487,-0.653668,0.203846,0.262097,-0.029056,-0.210894,5.571154,5.889113,5.294816,4.489913,3.621154,3.844758,2.986049,2.297455,,,,,0.007692,-0.082692,0.056452,-0.038306,0.026923,-0.2,0.076613,-0.16129,0.026923,-0.2,0.076613,-0.16129,0.026923,-0.2,0.076613,-0.16129,6.415385,-0.257692,6.774194,-0.221774,7.807692,-0.257692,8.233871,-0.221774,7,6,7,31,73,7,31,73,7,31,73,7,1089,507,7,1263,507,7,7.807692,-0.598813,626,229.0,19.3,96.47,2.710385,multibagger,0.395699,1202224195.71,0.0,ok,False,,1319,ok,bhavcopy_daily
INE055L01013,Acropetal Technologies Ltd.,MB,90.0,90.0,2011-03-10,92.0,98.45,0.022222,0.093889,0.121667,0.025394,0.034303,,0.361667,0.244794,0.253485,,-0.432222,-0.480955,-0.544219,,-0.766111,-0.786186,-0.791036,,-0.823333,-0.838497,-0.776406,,-0.837778,-0.851701,-0.822426,,-0.916667,-0.923819,-1.005957,,-0.950556,-0.954799,-1.142672,,-0.968333,-0.971051,-1.333402,,-1.0,-1.0,-2.718786,,0.733333,-0.433333,0.584561,-0.481971,0.733333,-0.766667,0.584561,-0.786694,0.733333,-0.853333,0.584561,-0.865922,0.733333,-0.882778,0.584561,-0.892839,0.733333,-0.961667,0.584561,-0.964957,0.733333,-0.976667,0.584561,-0.978669,12,29,0,12,90,0,12,162,0,12,287,0,12,881,0,12,1558,0,0.733333,-0.988736,2114,156.0,1.36,0.0,-1.0,wipeout,0.632625,196860.0,0.01685,low,True,Compulsory Delisting,1365,ok,bhavcopy_daily
INE055S01018,Cyient DLM Ltd.,MB,265.0,265.0,2023-07-10,403.0,420.6,0.520755,0.58717,0.861132,0.172611,0.168297,0.163153,0.926981,0.214099,0.19573,0.185562,0.853962,0.168093,0.1538,0.103526,1.52283,0.589515,0.581432,0.461601,1.480189,0.562649,0.451205,0.231636,1.894151,0.823466,0.561154,0.17507,0.832264,0.154422,-0.161771,-0.500937,,,,,,,,,,,,,1.064151,0.520755,0.300523,-0.041845,1.939245,0.520755,0.851878,-0.041845,1.939245,0.520755,0.851878,-0.041845,2.335094,0.520755,1.101284,-0.041845,,,,,,,,,2,0,0,58,0,0,58,0,0,231,0,0,,,,,,,2.335094,-0.68694,762,883.8,265.2,453.4,0.710943,winner,0.409312,115934061.3,0.001399,ok,False,,715,ok,bhavcopy_daily
INE056001014,City Pulse Multiplex Ltd.,SME,30.0,30.0,2019-07-11,28.5,29.65,-0.05,-0.011667,0.001667,0.013491,0.016115,0.009708,-0.005,0.006745,0.005537,0.021254,-0.011667,0.0,0.040858,0.090155,-0.066667,-0.055649,-0.025575,0.045292,-0.315,-0.306914,-0.361564,-0.314979,-0.35,-0.342327,-0.271978,-0.192086,-0.066667,-0.055649,-0.410215,-0.803195,0.23,0.244519,-0.155873,-0.423858,8.1,8.20742,7.098,5.663728,,,,,0.013333,-0.066667,0.025295,-0.055649,0.066667,-0.066667,0.079258,-0.055649,0.146667,-0.58,0.160202,-0.575042,0.146667,-0.58,0.160202,-0.575042,1.531667,-0.733333,1.561551,-0.730185,8.1,-0.733333,8.20742,-0.730185,1,0,1,36,0,1,104,151,1,104,151,1,953,617,1,1825,617,1,108.665,-0.73466,613,3289.95,8.0,2158.75,70.958333,multibagger,0.763566,1120000.0,0.254526,ok,False,,939,ok,bhavcopy_daily
INE056801025,Ivalue Infosolutions Ltd.,MB,299.0,299.0,2025-09-25,284.95,281.85,-0.04699,-0.057358,-0.073077,-0.016676,-0.007188,0.004763,-0.049666,0.00816,0.010352,0.018671,-0.1301,-0.077169,-0.113499,-0.087164,-0.070736,-0.014192,-0.064461,0.009496,-0.245418,-0.199503,-0.135849,-0.075657,,,,,,,,,,,,,,,,,,,,,0.021572,-0.140468,0.083732,-0.088167,0.137124,-0.161538,0.206315,-0.11052,0.137124,-0.306522,0.206315,-0.264325,,,,,,,,,,,,,12,29,5,56,32,5,56,179,5,,,,,,,,,,0.137124,-0.349449,130,340.0,207.35,237.34,-0.206221,loser,0.441749,34961413.95,0.0,ok,False,,169,ok,bhavcopy_daily
INE056I01025,Refex Refrigerants Ltd.,MB,65.0,13.0,2007-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.446154,-0.676154,0.15016,-0.327476,-0.203846,-0.953077,0.653355,-0.902556,,,,,,,,,,,,,840,1009,,1186,1816,,,-0.953394,824,600.0,0.44,312.5,,,0.647184,1209027.15,0.063045,ok,False,,3902,unreliable_coverage,bhavcopy_daily
INE05BN01027,Cian Healthcare Ltd.,SME,61.0,7.379032,2019-05-23,7.5,7.87,0.016393,0.066536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119388,0.0,0,8.26,7.5,8.26,0.119388,flat,,40520.0,0.5,low,False,,2,inferred_split,bhavcopy_daily
INE05CZ01011,Ratnaveer Precision Engineering Ltd.,MB,98.0,98.0,2023-09-11,123.2,129.35,0.257143,0.319898,0.254082,-0.049865,-0.049707,-0.011062,0.159184,-0.121763,-0.128611,-0.102039,0.166327,-0.116351,-0.107099,-0.104283,0.181633,-0.104755,-0.154801,-0.189543,0.255102,-0.049092,-0.165928,-0.210821,0.850306,0.401855,0.149572,-0.070251,0.494694,0.132431,-0.116452,-0.236312,,,,,,,,,,,,,0.319898,0.120408,0.0,-0.15114,0.408163,0.120408,0.066873,-0.15114,0.571429,0.120408,0.190568,-0.15114,1.12602,0.092857,0.610746,-0.172014,,,,,,,,,0,23,0,35,23,0,150,23,0,318,267,0,,,,,,,1.795612,-0.529754,132,273.97,107.1,168.9,0.723469,winner,0.499266,54454049.0,0.020864,ok,False,,671,ok,bhavcopy_daily
INE05DH01017,Atmastco Ltd.,SME,77.0,77.0,2024-02-23,91.0,95.55,0.181818,0.240909,0.240909,0.0,0.0,0.0,0.582468,0.275249,0.269574,0.282378,0.80974,0.458399,0.463619,0.524854,2.174675,1.558346,1.524834,1.512455,2.352597,1.701727,1.584206,1.514704,2.165584,1.55102,1.524765,1.583065,1.070779,0.66876,0.51756,0.616728,,,,,,,,,,,,,1.392857,0.169481,0.92831,-0.057561,2.936364,0.169481,2.172161,-0.057561,4.115584,0.169481,3.122449,-0.057561,4.115584,0.169481,3.122449,-0.057561,,,,,,,,,17,0,0,73,0,0,133,0,0,133,0,0,,,,,,,4.115584,-0.738607,634,393.9,90.05,172.05,1.234416,multibagger,0.640493,8934000.0,0.0625,ok,False,,560,ok,bhavcopy_daily
INE05FR01029,Ashapuri Gold Ornament Ltd. FPO,SME,81.0,81.0,2021-03-17,75.0,70.05,-0.074074,-0.135185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.861481,0.181053,-0.314967,-0.802584,-0.949877,-0.572632,-1.162763,-1.681984,,,,,,,,,,,,,,,,,,,,,-0.761728,-0.883951,1.031579,-0.010526,-0.761728,-0.950247,1.031579,-0.575789,,,,,,,,,,,,,1028,853,,1028,1825,,-0.761728,-0.805879,812,19.3,3.13,4.13,-0.949012,wipeout,0.464136,4985970.8,0.039492,ok,False,,709,recovered_bhavcopy,bhavcopy_daily
INE05HV01027,Central Mine Planning & Design Institute Ltd.,MB,172.0,172.0,2026-03-30,160.0,154.06,-0.069767,-0.104302,-0.104302,0.0,0.0,0.0,-0.114535,-0.011424,-0.039942,-0.052954,0.077674,0.203168,0.120493,0.027085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127907,-0.126977,0.25925,-0.025315,,,,,,,,,,,,,,,,,,,,,30,8,14,,,,,,,,,,,,,,,,0.532849,-0.078296,7,263.65,150.16,237.28,0.379535,winner,0.54406,995010879.06,0.0,ok,False,,45,ok,bhavcopy_daily
INE05J901018,Indogulf Cropsciences Ltd.,MB,111.0,111.0,2025-07-03,111.0,110.35,0.0,-0.005856,-0.023423,-0.017671,-0.019864,-0.017905,-0.023514,-0.017762,-0.015792,-0.018471,-0.000631,0.005256,0.038318,0.055644,-0.072613,-0.06715,-0.044753,-0.017108,-0.257027,-0.252651,-0.281828,-0.191262,,,,,,,,,,,,,,,,,,,,,0.099099,-0.09009,0.105573,-0.08473,0.099099,-0.117207,0.105573,-0.112007,0.099099,-0.298288,0.105573,-0.294155,,,,,,,,,,,,,19,5,0,19,42,0,19,168,0,,,,,,,,,,0.099099,-0.544426,245,122.0,49.46,56.53,-0.490721,loser,0.413295,12497592.03,0.0,ok,False,,227,ok,bhavcopy_daily
INE05MV01019,Parshva Enterprises Ltd.,SME,45.0,45.0,2019-07-01,45.85,46.0,0.018889,0.022222,0.073333,0.05,0.046233,0.051365,0.066667,0.043478,0.069351,0.073332,0.066667,0.043478,0.106484,0.156165,0.833333,0.793478,0.826443,0.887611,1.166667,1.119565,1.086676,1.183311,1.277778,1.228261,1.360028,1.440561,1.131111,1.084783,0.759818,0.447844,2.977778,2.891304,2.561388,2.324794,2.91,2.825,1.801453,0.511121,,,,,0.1,0.006667,0.076087,-0.015217,0.833333,0.0,0.793478,-0.021739,1.166667,0.0,1.119565,-0.021739,1.277778,0.0,1.228261,-0.021739,7.225556,0.0,7.046739,-0.021739,7.225556,0.0,7.046739,-0.021739,11,0,0,85,31,0,133,31,0,189,31,0,1071,31,0,1071,31,0,7.422222,-0.648639,3,379.0,45.0,157.0,2.488889,multibagger,0.809756,36685.325,0.175589,low,False,,934,ok,bhavcopy_daily
