isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE642Y01029,Hindcon Chemicals Ltd.,SME,HINDCON,,2018-02-26,2018-02-28,2018-03-09,28.00,7.73,Fixed Price,NSE SME,Hem Securities,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,33.60,chittorgarh,33.60,chittorgarh,29.00,chittorgarh,29.30,chittorgarh,To Meet Working Capital Requirement | To meet General Corporate Expenses,chittorgarh,8,chittorgarh
INE418Y01016,CKP Leisure Ltd.,SME,CKPLEISURE,,2018-02-21,2018-02-23,2018-03-06,30.00,11.54,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,3,chittorgarh,8,chittorgarh,66.7,chittorgarh,,,27.00,chittorgarh,30.05,chittorgarh,27.00,chittorgarh,29.90,chittorgarh,Setting up of a Banquet Hall at Nashik | General Corporate Purposes,chittorgarh,12,chittorgarh
INE339Z01011,Angel Fibers Ltd.,SME,,541006,2018-02-20,2018-02-23,2018-03-06,27.00,18.22,Fixed Price,BSE SME,Oneview Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guiness Securities Ltd.,chittorgarh,,,17,chittorgarh,94.4,chittorgarh,,,28.50,chittorgarh,28.50,chittorgarh,27.10,chittorgarh,27.10,chittorgarh,,,18,chittorgarh
INE006Z01016,Arvee Laboratories (India) Ltd.,SME,ARVEE,,2018-02-09,2018-02-14,2018-02-22,61.00,8.91,Fixed Price,NSE SME,Sarthi Capital Advisors,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wealth First Portfolio Managers Pvt.Ltd.,chittorgarh,8,chittorgarh,1.00,chittorgarh,11.1,chittorgarh,,,60.95,chittorgarh,66.50,chittorgarh,60.50,chittorgarh,62.50,chittorgarh,Re-payment of Unsecured Loans of Promoters | Issue Expenses,chittorgarh,9,chittorgarh
INE341Z01025,Bhatia Communications & Retail (India) Ltd.,SME,,540956,2018-02-08,2018-02-12,2018-02-20,150.00,24.75,Fixed Price,BSE SME,Oneview Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,20,chittorgarh,4,chittorgarh,16.0,chittorgarh,,,153.95,chittorgarh,153.95,chittorgarh,150.00,chittorgarh,150.10,chittorgarh,Long term Working capital Requirements | General Corporate Purpose | Public Issue Expenses,chittorgarh,25,chittorgarh
INE773Y01014,Tasty Dairy Specialities Ltd.,SME,,540955,2018-02-07,2018-02-12,2018-02-21,45.00,24.44,Fixed Price,BSE SME,Mark Corporate,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,23,chittorgarh,1.00,chittorgarh,4.2,chittorgarh,,,50.75,chittorgarh,52.45,chittorgarh,48.25,chittorgarh,48.35,chittorgarh,To meet Working Capital requirements | To meet General Corporate Purposes,chittorgarh,24,chittorgarh
INE980Y01015,South West Pinnacle Exploration Ltd.,SME,SOUTHWEST,543986,2018-02-06,2018-02-08,2018-02-19,78.00,35.86,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,34,chittorgarh,2.00,chittorgarh,5.6,chittorgarh,10.01,chittorgarh,93.60,chittorgarh,93.60,chittorgarh,75.50,chittorgarh,88.30,chittorgarh,Repayment/ Prepayment of certain Secured Borrowings availed by the company | Repayment/ Prepayment of certain Unsecured Borrowings availed by the company | Purchase of Machinery | Funding the working capital requirements of the Company | General Corporate Purposes,chittorgarh,36,chittorgarh
INE862Y01015,Banka BioLoo Ltd.,SME,BANKA,,2018-02-05,2018-02-16,2018-02-27,115.00,12.63,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,12,chittorgarh,1.00,chittorgarh,7.7,chittorgarh,,,114.00,chittorgarh,120.00,chittorgarh,114.00,chittorgarh,115.00,chittorgarh,Capital expenditures at existing Inoculum unit at Aler | Capital expenditures at proposed new unit at Ibrahimpatnam | Working Capital Requirement | General Corporate Purposes,chittorgarh,13,chittorgarh
INE129Z01016,Sintercom India Ltd.,SME,SINTERCOM,,2018-02-05,2018-02-07,2018-02-15,65.00,42.55,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovate Securities Pvt.Ltd.,chittorgarh,17,chittorgarh,23,chittorgarh,53.5,chittorgarh,,,78.00,chittorgarh,78.00,chittorgarh,78.00,chittorgarh,78.00,chittorgarh,To finance expansion of the plant production capacity at the existing unit. | Part repayment of secured and unsecured loan availed by the company,chittorgarh,43,chittorgarh
INE450S01011,Mohini Health & Hygiene Ltd.,SME,MHHL,,2018-02-05,2018-02-07,2018-02-16,42.00,20.71,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,20,chittorgarh,1.00,chittorgarh,4.8,chittorgarh,,,50.40,chittorgarh,50.40,chittorgarh,50.40,chittorgarh,50.40,chittorgarh,Repayment/ Prepayment of certain Secured Borrowings availed by the company | Funding the working capital requirements of the Company | General Corporate Purposes,chittorgarh,21,chittorgarh
INE923Y01023,Kenvi Jewels Ltd.,SME,,540953,2018-02-02,2018-02-07,2018-02-16,36.00,6.70,Fixed Price,BSE SME,First Overseas,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alacrity Securities Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,35.10,chittorgarh,43.20,chittorgarh,31.05,chittorgarh,39.10,chittorgarh,Working Capital | Issue Expenses,chittorgarh,7,chittorgarh
INE740X01023,Lorenzini Apparels Ltd.,SME,LAL,540952,2018-01-31,2018-02-06,2018-02-15,10.00,4.47,Fixed Price,BSE SME,Fedex Securities,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikunj Stock Brokers Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,10.20,chittorgarh,10.20,chittorgarh,8.25,chittorgarh,9.25,chittorgarh,Funding of working capital requirements of the Company | Issue Expenses,chittorgarh,4,chittorgarh
INE180Z01019,Focus Suites Solutions & Services Ltd.,SME,,540945,2018-01-30,2018-02-01,2018-02-09,18.00,6.49,Fixed Price,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,21.60,chittorgarh,21.60,chittorgarh,21.60,chittorgarh,21.60,chittorgarh,Investment in the Subsidiaries POPRSPL and GENPOP to fund their working capital requirement. | General Corporate Purpose | Total,chittorgarh,6,chittorgarh
INE749Y01014,A & M Jumbo Bags Ltd.,SME,PARAMPARA,,2018-01-29,2018-02-02,2018-02-12,65.00,4.00,Fixed Price,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,70.50,chittorgarh,73.80,chittorgarh,66.50,chittorgarh,66.55,chittorgarh,Working Capital Requirement | General Corporate Purpose,chittorgarh,4,chittorgarh
INE630Y01024,Medico Remedies Ltd.,SME,MEDICO,540937,2018-01-29,2018-01-31,2018-02-08,100.00,10.99,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,9,chittorgarh,2,chittorgarh,18.2,chittorgarh,,,100.00,chittorgarh,100.00,chittorgarh,90.00,chittorgarh,97.15,chittorgarh,Repayment of loans | Funding expenditure for General Corporate Purposes,chittorgarh,11,chittorgarh
INE578V01013,Gujarat Hy-Spin Ltd.,SME,,540938,2018-01-25,2018-01-31,2018-02-08,10.00,4.45,Fixed Price,BSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,,,4,chittorgarh,100.0,chittorgarh,,,10.35,chittorgarh,11.90,chittorgarh,10.00,chittorgarh,10.81,chittorgarh,,,4,chittorgarh
INE063Z01017,Gautam Gems Ltd.,SME,,540936,2018-01-24,2018-01-30,2018-02-07,36.00,7.56,Fixed Price,BSE SME,First Overseas,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,7,chittorgarh,1.00,chittorgarh,12.5,chittorgarh,,,34.15,chittorgarh,43.00,chittorgarh,28.80,chittorgarh,34.60,chittorgarh,Working Capital | Issue Expenses,chittorgarh,8,chittorgarh
INE068Z01016,Vasa Retail & Overseas Ltd.,SME,VASA,,2018-01-24,2018-01-29,2018-02-06,30.00,4.80,Fixed Price,NSE SME,Hem Securities,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Finlease Pvt.Ltd.,chittorgarh,5,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,36.00,chittorgarh,36.00,chittorgarh,36.00,chittorgarh,36.00,chittorgarh,To Meet Working Capital Requirement | General Corporate Expenses,chittorgarh,5,chittorgarh
INE008Z01020,Shree Ram Proteins Ltd.,SME,SRPL,,2018-01-23,2018-01-25,2018-02-05,31.00,19.90,Bookbuilding,NSE SME,Pantomath Capital,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,,,28.95,chittorgarh,33.45,chittorgarh,28.95,chittorgarh,32.55,chittorgarh,Funding working capital requirements of the Company | General corporate purposes,chittorgarh,20,chittorgarh
INE760Y01011,Ashoka Metcast Ltd.,SME,ASHOKAMET,540923,2018-01-23,2018-01-25,2018-02-05,20.00,12.00,Fixed Price,BSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,16.00,chittorgarh,16.00,chittorgarh,16.00,chittorgarh,16.00,chittorgarh,"Investment in subsidiary company – SGRMPL for funding capital expenditure requirements in relation to revival and modernisation of existing manufacturing facility at Kadi, Gujarat and working capital requirements | Repayment of loans | Funding expenditure for General Corporate Purposes",chittorgarh,12,chittorgarh
INE880Y01017,Solex Energy Ltd.,SME,SOLEX,,2018-01-22,2018-01-25,2018-02-05,52.00,7.18,Fixed Price,NSE SME,Swastika Investmart,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,43.50,chittorgarh,52.20,chittorgarh,42.00,chittorgarh,51.20,chittorgarh,To Meet Working Capital Requirement | Public Issue Expenses | General Corporate Expenses,chittorgarh,7,chittorgarh
INE422M01013,CRP Risk Management Ltd.,SME,,540903,2018-01-18,2018-01-22,2018-01-31,60.00,30.82,Fixed Price,BSE SME,Inventure Merchant Banker,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,22,chittorgarh,7,chittorgarh,22.6,chittorgarh,,,48.00,chittorgarh,56.75,chittorgarh,48.00,chittorgarh,49.70,chittorgarh,Prepayment or repayment of a portion of loan facilities availed by the Company | Purchase of Computer Hardware and Office Equipment | Meeting Additional Working Capital Requirements | Additional Infrastructure at our Registered Office and Corporate Office at Mumbai | Marketing and Brand Building | General Corporate Purposes,chittorgarh,31,chittorgarh
INE507Y01016,S K S Textiles Ltd.,SME,SKSTEXTILE,,2018-01-09,2018-01-11,2018-01-19,150.00,13.32,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,6,chittorgarh,7,chittorgarh,53.8,chittorgarh,,,149.90,chittorgarh,151.00,chittorgarh,131.10,chittorgarh,133.35,chittorgarh,Funding Long Term Working Capital Requirement | Expenditure for General Corporate Purposes,chittorgarh,13,chittorgarh
INE203Y01012,Silly Monks Entertainment Ltd.,SME,SILLYMONKS,,2018-01-05,2018-01-10,2018-01-17,120.00,15.12,Fixed Price,NSE SME,Aryaman Financial,2018,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,11,chittorgarh,3,chittorgarh,20.0,chittorgarh,,,144.00,chittorgarh,144.00,chittorgarh,144.00,chittorgarh,144.00,chittorgarh,"Expanding the Content Portfolio | Setting up Six Offices in Mumbai, Chennai, Bangalore, Delhi, Cochin & Hyderabad for PAN India presence | General Corporate Purposes",chittorgarh,15,chittorgarh
INE063601012,Gian Life Care Ltd.,SME,,542918,2019-12-31,2020-01-03,2020-01-13,22.00,3.12,Fixed Price,BSE SME,Hem Securities,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shreni Shares Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,22.00,chittorgarh,22.05,chittorgarh,22.00,chittorgarh,22.00,chittorgarh,"To open processing center in nearby cites of Kanpur (Jhansi, Banda, Faizabad, Unnao) | To purchase advanced machinery and equipment | Repayment/pre-payment, of certain borrowings availed by the Company",chittorgarh,3,chittorgarh
INE098201036,Vaxtex Cotfab Ltd.,SME,VCL,,2019-12-27,2020-01-03,2020-01-13,24.00,3.83,Fixed Price,NSE SME,Capital Square,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,24.10,chittorgarh,25.00,chittorgarh,23.30,chittorgarh,24.80,chittorgarh,To acquire the Machinery | To meet Working Capital Requirements | General corporate purpose and | To meet the issue expenses,chittorgarh,4,chittorgarh
INE08RT01016,Valencia Nutrition Ltd.,SME,,542910,2019-12-23,2019-12-27,2020-01-06,46.00,7.23,Fixed Price,BSE SME,Aryaman Financial,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,6,chittorgarh,1,chittorgarh,14.3,chittorgarh,,,46.45,chittorgarh,48.75,chittorgarh,46.35,chittorgarh,46.95,chittorgarh,"Construction  of  New  Corporate  Office  and  Research  Development  &  Pre Mix Laboratory Building called “Valencia House” at Anjanapura, Bengaluru | Purchase of Key Lab Equipments for expanding R&D facilities | Sales, Marketing and Distribution Expenses for increasing our brand value and improved geographical reach | General Corporate Purposes",chittorgarh,7,chittorgarh
INE0A1101019,DC Infotech & Communication Ltd.,SME,DCI,543636,2019-12-12,2019-12-18,2019-12-27,45.00,10.80,Fixed Price,NSE SME,Fedex Securities,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rikhav Securities Ltd.,chittorgarh,10,chittorgarh,1.00,chittorgarh,9.1,chittorgarh,,,45.50,chittorgarh,45.50,chittorgarh,45.00,chittorgarh,45.20,chittorgarh,Meeting incremental working capital requirements | General corporate purposes,chittorgarh,11,chittorgarh
INE08KD01015,Ascom Leasing & Investments Ltd.,SME,ASCOM,,2019-11-26,2019-11-28,2019-12-06,30.00,6.32,Fixed Price,NSE SME,Novus Capital,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jainam Broking Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,30.25,chittorgarh,30.60,chittorgarh,30.25,chittorgarh,30.25,chittorgarh,"For the purpose of onward lending, financing and augmenting the capital base | General Corporate purpose | Issue expenses",chittorgarh,6,chittorgarh
INE0APB01032,Mangalam Global Enterprise Ltd.,SME,MGEL,544273,2019-11-15,2019-11-20,2019-11-27,51.00,21.57,Fixed Price,NSE SME,Pantomath Capital,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pantomath Stock Brokers Pvt.Ltd.,chittorgarh,20,chittorgarh,2.00,chittorgarh,9.1,chittorgarh,,,53.00,chittorgarh,55.65,chittorgarh,51.50,chittorgarh,51.50,chittorgarh,Funding the working capital requirements of our Company | General Corporate Purposes,chittorgarh,22,chittorgarh
INE490Z01012,Anuroop Packaging Ltd.,SME,,542865,2019-11-08,2019-11-13,2019-11-21,13.00,2.64,Fixed Price,BSE SME,Gretex Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gretex Share Broking Pvt.Ltd.,chittorgarh,0.2860,chittorgarh,2,chittorgarh,66.7,chittorgarh,,,13.25,chittorgarh,13.91,chittorgarh,13.25,chittorgarh,13.91,chittorgarh,To Meet working capital requirement,chittorgarh,3,chittorgarh
INE06MH01016,Sona Hi Sona Jewellers (Gujarat) Ltd.,SME,GOLDKART,,2019-09-30,2019-10-04,2019-10-15,10.00,4.50,Fixed Price,NSE SME,Fedex Securities,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,4,chittorgarh,1.00,chittorgarh,20.0,chittorgarh,,,11.15,chittorgarh,11.40,chittorgarh,10.60,chittorgarh,11.40,chittorgarh,Meeting incremental working capital requirements | General corporate purposes,chittorgarh,5,chittorgarh
INE492Z01018,Goblin India Ltd.,SME,,542850,2019-09-30,2019-10-04,2019-10-15,52.00,15.20,Bookbuilding,BSE SME,Novus Capital,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vijeta Broking India Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,55.00,chittorgarh,57.70,chittorgarh,54.10,chittorgarh,56.60,chittorgarh,"To set up a plant to manufacture/ assemble ABS Luggage bags at Ahmedabad, Gujarat | Funding the working capital requirement of the Company | General corporate purposes",chittorgarh,15,chittorgarh
INE06H201014,Gensol Engineering Ltd.,SME,GENSOL,542851,2019-09-30,2019-10-04,2019-10-15,83.00,17.93,Bookbuilding,BSE SME,Pantomath Capital,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gretex Share Broking Pvt.Ltd.,chittorgarh,17,chittorgarh,1.00,chittorgarh,5.6,chittorgarh,,,85.40,chittorgarh,89.50,chittorgarh,83.50,chittorgarh,86.25,chittorgarh,Funding the working capital requirements of the Company | General corporate purposes,chittorgarh,18,chittorgarh
INE906Y01028,Galactico Corporate Services Ltd.,SME,,542802,2019-09-24,2019-09-27,2019-10-09,23.00,3.70,Fixed Price,BSE SME,Aryaman Financial,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,0.4968,chittorgarh,3,chittorgarh,75.0,chittorgarh,,,23.20,chittorgarh,23.20,chittorgarh,23.05,chittorgarh,23.05,chittorgarh,Repayment of Unsecured loans | General Corporate Purposes,chittorgarh,4,chittorgarh
INE957W01025,Misquita Engineering Ltd.,SME,,542801,2019-09-23,2019-09-25,2019-10-04,27.00,1.93,Fixed Price,BSE SME,Gretex Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gretex Share Broking Pvt.Ltd.,chittorgarh,1,chittorgarh,0.7344,chittorgarh,36.7,chittorgarh,,,27.85,chittorgarh,29.20,chittorgarh,27.85,chittorgarh,29.20,chittorgarh,Prepayment/ repayment of certain debt facilities availed by our Company (Loan for shed expansion) | To Meet working capital requirement,chittorgarh,2,chittorgarh
INE719F01016,Shiv Aum Steels Ltd.,SME,SHIVAUM,,2019-09-19,2019-09-23,2019-10-01,44.00,15.84,Fixed Price,NSE SME,Aryaman Financial,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,44.25,chittorgarh,44.60,chittorgarh,44.10,chittorgarh,44.15,chittorgarh,Repayment of Loans | General Corporate Purpose,chittorgarh,16,chittorgarh
INE08JY01013,Novateor Research Laboratories Ltd.,SME,,542771,2019-08-30,2019-09-04,2019-09-13,24.00,4.49,Fixed Price,BSE SME,First Overseas,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beeline Broking Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,24.00,chittorgarh,25.20,chittorgarh,24.00,chittorgarh,24.15,chittorgarh,Additional Working Capital | To meet the expenses of the Issue,chittorgarh,4,chittorgarh
INE00Y701026,Salasar Exteriors & Contour Ltd.,SME,SECL,,2019-08-28,2019-09-03,2019-09-12,36.00,8.50,Fixed Price,NSE SME,Navigant Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NNM Securities Pvt.Ltd.,chittorgarh,8,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,36.00,chittorgarh,36.00,chittorgarh,36.00,chittorgarh,36.00,chittorgarh,To Meet Working Capital Requirement | General Corporate Purposes,chittorgarh,8,chittorgarh
INE06YD01010,Transpact Enterprises Ltd.,SME,,542765,2019-08-26,2019-08-28,2019-09-05,130.00,1.35,Fixed Price,BSE SME,Aryaman Financial,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aryaman Capital Markets Ltd.,chittorgarh,1,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,132.50,chittorgarh,132.50,chittorgarh,131.00,chittorgarh,131.00,chittorgarh,Redemption of Preference Shares | Acquisition of R & D facility and Registered Office on a long term basis | General Corporate Purpose,chittorgarh,1,chittorgarh
INE08E401029,Alphalogic Techsys Ltd.,SME,,542770,2019-08-26,2019-08-28,2019-09-05,84.00,6.18,Fixed Price,BSE SME,Finshore Management,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikunj Stock Brokers Ltd.,chittorgarh,6,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,83.00,chittorgarh,84.40,chittorgarh,83.00,chittorgarh,84.35,chittorgarh,Funding the working capital requirements of the Company | General corporate purposes | Total,chittorgarh,6,chittorgarh
INE02WG01024,Wonder Fibromats Ltd.,SME,WEL,543449,2019-07-22,2019-07-29,2019-08-06,89.00,19.79,Fixed Price,NSE SME,Navigant Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhaijee Portfolio Pvt.Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,,,93.00,chittorgarh,93.00,chittorgarh,89.00,chittorgarh,89.05,chittorgarh,"To finance the Expenditure towards Acquisition of Land, Site Development and Other Civil Work. | To Acquire the Plant & Machinery | To part finance the requirement of Incremental Working Capital | To meet General corporate purposes | To meet the expenses of the Issue",chittorgarh,20,chittorgarh
INE04ST01013,SK International Export Ltd.,SME,,542728,2019-06-28,2019-07-05,2019-07-15,20.00,3.96,Fixed Price,BSE SME,Finshore Management,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wellworth Share & Stock Broking Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,19.20,chittorgarh,20.00,chittorgarh,19.20,chittorgarh,20.00,chittorgarh,To meet Working Capital Requirement | General Corporate Purposes,chittorgarh,4,chittorgarh
INE00YB01025,A B Infrabuild Ltd.,SME,ABINFRA,544281,2019-06-28,2019-07-03,2019-07-12,29.00,12.84,Fixed Price,NSE SME,Mark Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asnani Stock Broker Pvt.Ltd.,chittorgarh,12,chittorgarh,1.00,chittorgarh,7.7,chittorgarh,,,29.00,chittorgarh,29.50,chittorgarh,28.50,chittorgarh,29.15,chittorgarh,To meet the Working Capital Requirements | General Corporate Purposes,chittorgarh,13,chittorgarh
INE056001014,City Pulse Multiplex Ltd.,SME,,542727,2019-06-27,2019-07-03,2019-07-11,30.00,3.98,Fixed Price,BSE SME,Capital Square,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vijeta Broking India Pvt.Ltd.,chittorgarh,4,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,28.50,chittorgarh,29.90,chittorgarh,28.00,chittorgarh,29.65,chittorgarh,Setting up of new miniplex /Multiplex | General Corporate Purposes | Issue Expenses | Total,chittorgarh,4,chittorgarh
INE04AK01028,SBC Exports Ltd.,SME,SBC,542725,2019-06-24,2019-06-26,2019-07-04,22.00,6.56,Fixed Price,BSE SME,Navigant Corporate,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nikunj Stock Brokers Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,22.00,chittorgarh,23.10,chittorgarh,22.00,chittorgarh,23.10,chittorgarh,To part finance working capital requirements of the Company. | General corporate purposes,chittorgarh,7,chittorgarh
INE060601031,Earum Pharmaceuticals Ltd.,SME,,542724,2019-06-21,2019-06-26,2019-07-04,36.00,6.65,Fixed Price,BSE SME,Hem Securities,2019,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hem Securities Ltd.,chittorgarh,6,chittorgarh,1.00,chittorgarh,14.3,chittorgarh,,,36.00,chittorgarh,36.15,chittorgarh,36.00,chittorgarh,36.05,chittorgarh,Working Capital requirement | General Corporate Purpose | To meet Issue Expenses,chittorgarh,7,chittorgarh
