isin,company_name,type,cohort,instrument_type,nse_symbol,bse_script_code,ticker_ns,ticker_bo,open_date,close_date,listing_date,issue_price,issue_size_cr,issue_amount_cr,fresh_issue_cr,ofs_cr,ofs_pct,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,anchor_allocation_cr,lead_manager,market_maker,year,broad_sector,sector,industry,market_cap_cr,market_cap_class,pricing_method,listing_at,market_maker_src,fresh_issue_cr_src,ofs_cr_src,ofs_pct_src,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr_src,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0CLI01024,Rategain Travel Technologies Ltd.,MB,boom,equity,RATEGAIN,543417,RATEGAIN.NS,543417.BO,2021-12-07,2021-12-09,2021-12-17,425.00,1336,1335.74,375,960,71.9,8.42,42.04,8.08,17.41,4.24,,,598.83,IIFL Capital,,2021,Information Technology,Information Technology,Computers - Software & Consulting,8820.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,364.80,chittorgarh,382.00,chittorgarh,334.10,chittorgarh,340.50,chittorgarh,"Repayment/prepaymentof indebtedness availed by RateGain UK, one  of our Subsidiaries, from  Silicon Valley Bank | Payment of deferred consideration for acquisitionof DHISCO; | Strategic investments, acquisitionsand inorganic growth | Investment in technology innovation, artificial intelligence and other organic growth initiatives | Purchase of certain capital equipment for our Data Center; | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,262.0,399.0,251.0,23.0,-24.0,7.0,11.0,-20.0,-29.0,168.4,-306.87,-436.2,142.65,137.74,244.66,54.0,144.0,117.0,285.0,397.0,440.0,36.0,19.0,21.0,-11.55,-11.85,0.48,251.0,-29.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Rategain Travel Technologies Ltd.,Rategain Travel Technologies Limited,match
INE463V01026,Anand Rathi Wealth Ltd.,MB,boom,equity,ANANDRATHI,543415,ANANDRATHI.NS,543415.BO,2021-12-02,2021-12-06,2021-12-14,550.00,659,659.38,,659,100.0,43.8,28.6,4.8,20.7,8.18,98.06,69.9,193.88,Anand Rathi Advisors,,2021,Financial Services,Financial Services,Financial Products Distributor,28648.0,large,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,602.05,chittorgarh,614.95,chittorgarh,566.10,chittorgarh,583.50,chittorgarh,"To achieve the benefits of listing the Equity Shares on the Stock Exchanges and for the  sale  of up  to  12,000,000  Equity  Shares  aggregating up to ₹  6,593.75  million  by  the Selling  Shareholders",chittorgarh,chittorgarh,6783.31,3322.03,1295.70,11429.80,393,True,36,14904,17.7,104,846,23.4,280.0,336.0,273.0,102.0,110.0,77.0,58.0,62.0,45.0,11.01,11.35,8.11,123.0,186.0,242.0,1.0,42.0,48.0,231.0,409.0,340.0,67.0,140.0,-18.0,16.48,18.6,0.2,273.0,45.0,Mar 2021,3,sharescart,screener,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Anand Rathi Wealth Ltd.,Anand Rathi Wealth Limited,match
INE011K01018,Tega Industries Ltd.,MB,boom,equity,TEGA,543413,TEGA.NS,543413.BO,2021-12-01,2021-12-03,2021-12-13,453.00,619,619.23,,619,100.0,,,,,59.6,,,185.77,Axis Capital,,2021,Industrials,Capital Goods,Industrial Products,13268.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,753.00,chittorgarh,767.10,chittorgarh,711.50,chittorgarh,725.50,chittorgarh,"To achieve the benefits of listing the Equity Shares on the Stock Exchanges and for the Offer for Sale of 13,669,478*Equity Shares",chittorgarh,chittorgarh,,,,,,,,,,,,,634.0,685.0,806.0,100.0,109.0,193.0,33.0,66.0,136.0,5.66,11.37,23.68,393.0,454.0,605.0,252.0,287.0,228.0,785.0,881.0,1010.0,69.0,128.0,170.0,16.87,22.48,0.38,806.0,136.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Tega Industries Ltd.,Tega Industries Limited,match
INE575P01011,Star Health & Allied Insurance Co.Ltd.,MB,boom,equity,STARHEALTH,543412,STARHEALTH.NS,543412.BO,2021-11-30,2021-12-02,2021-12-10,900.00,6019,6018.68,2001,4018,66.8,1.03,0.19,1.1,0.79,8.89,,,3217.13,Ambit,,2021,Financial Services,Financial Services,General Insurance,31065.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,848.80,chittorgarh,940.00,chittorgarh,827.50,chittorgarh,906.85,chittorgarh,Augmentation of the Company’s capital base,chittorgarh,chittorgarh,,,,,,,,,,,,,3775.0,4987.0,5050.0,210.0,443.0,-1397.0,128.0,268.0,-1086.0,2.81,5.46,-19.81,1229.0,1644.0,3495.0,250.0,250.0,250.0,4872.0,6127.0,10501.0,776.0,647.0,890.0,-21.5,-31.07,0.07,5050.0,-1086.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Star Health & Allied Insurance Co.Ltd.,Star Health and Allied Insurance Company Limited,match
INE0BJS01011,Go Fashion (India) Ltd.,MB,boom,equity,GOCOLORS,543401,GOCOLORS.NS,543401.BO,2021-11-17,2021-11-22,2021-11-30,690.00,1014,1013.61,125,889,87.7,,,,,71.74,,,456.12,Dam Capital,,2021,Consumer Discretionary,Consumer Services,Speciality Retail,1706.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,1316.00,chittorgarh,1341.00,chittorgarh,1144.15,chittorgarh,1252.60,chittorgarh,Funding roll out of 120 new EBOs | Funding working capital requirements | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,285.0,392.0,251.0,81.0,128.0,47.0,31.0,53.0,-4.0,10.31,17.54,-1.18,179.0,237.0,234.0,203.0,259.0,281.0,405.0,521.0,551.0,33.0,57.0,90.0,-1.59,-1.71,1.2,251.0,-4.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Go Fashion (India) Ltd.,Go Fashion (India) Limited,match
INE144Z01023,Tarsons Products Ltd.,MB,boom,equity,TARSONS,543399,TARSONS.NS,543399.BO,2021-11-15,2021-11-17,2021-11-26,662.00,1024,1023.54,150,874,85.4,,,,,27.19,,,305.96,Edelweiss Financial,,2021,Healthcare,Healthcare,Medical Equipment & Supplies,1114.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,700.00,chittorgarh,840.00,chittorgarh,634.00,chittorgarh,840.00,chittorgarh,Repayment/prepayment of certain borrowings of our Company | Funding capital expenditure for the Proposed Expansion | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,,,229.0,,,103.0,,,69.0,,,3583.25,,,244.19,,,34.0,,,296.0,,,68.0,30.13,28.26,0.14,229.0,69.0,Mar 2021,1,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Tarsons Products Ltd.,Tarsons Products Limited,match
INE0I7C01011,Latent View Analytics Ltd.,MB,boom,equity,LATENTVIEW,543398,LATENTVIEW.NS,543398.BO,2021-11-10,2021-11-12,2021-11-23,197.00,600,600.00,474,126,21.0,145.48,850.66,119.44,326.49,134.52,,,267.01,Axis Capital,,2021,Information Technology,Information Technology,Computers - Software & Consulting,6674.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,530.00,chittorgarh,548.75,chittorgarh,462.00,chittorgarh,488.60,chittorgarh,"Funding inorganic growth initiatives | Funding working capital requirements of LatentView Analytics Corporation, our Material SubsidiaryFunding working capital requirements of LatentView Analytics Corporation, our Material Subsidiary | Investment in our Subsidiaries to augment their capital base for future growth | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,288.0,310.0,306.0,73.0,80.0,105.0,60.0,73.0,91.0,73.85,89.79,112.43,266.81,347.81,437.81,36.0,33.0,52.0,324.0,398.0,519.0,64.0,63.0,90.0,29.74,20.79,0.12,306.0,91.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Latent View Analytics Ltd.,Latent View Analytics Limited,match
INE806T01020,Sapphire Foods India Ltd.,MB,boom,equity,SAPPHIRE,543397,SAPPHIRE.NS,543397.BO,2021-11-09,2021-11-11,2021-11-18,1180.00,2073,2073.25,,2073,100.0,,,,,11.02,,,932.96,BOFA Securities,,2021,Consumer Discretionary,Consumer Services,Restaurants,5815.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,1311.00,chittorgarh,1383.60,chittorgarh,1160.00,chittorgarh,1216.05,chittorgarh,"carry out the Offer for Saleof 17,569,941Equity Shares*by the Selling Shareholders | Achieve the benefits of listing the Equity Shares on the Stock Exchanges | Enhancement of our Company’s brand name",chittorgarh,chittorgarh,,,,,,,,,,,,,1194.0,1340.0,1020.0,39.0,186.0,125.0,-45.0,-159.0,-100.0,-2.07,-6.27,-3.73,472.0,524.0,480.0,96.0,646.0,645.0,1095.0,1384.0,1349.0,47.0,213.0,154.0,-9.8,-20.83,1.34,1020.0,-100.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Sapphire Foods India Ltd.,Sapphire Foods India Limited,match
INE982J01020,One 97 Communications Ltd.,MB,boom,equity,PAYTM,543396,PAYTM.NS,543396.BO,2021-11-08,2021-11-10,2021-11-18,2150.00,18300,18300.00,8300,10000,54.6,,,,,1.4,,,8235.00,Axis Capital,,2021,Financial Services,Financial Services,Financial Technology (Fintech),71615.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,1955.00,chittorgarh,1961.05,chittorgarh,1564.00,chittorgarh,1564.15,chittorgarh,"Growing  and  strengthening  our  Paytm  ecosystem,  including  through  acquisition and retention of consumers and merchants and providing them with greater access to technology and financial services | Investing in new business initiatives, acquisitions and strategic partnerships | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,3224.0,3279.0,2801.0,-4368.0,-2685.0,-1838.0,-4231.0,-2942.0,-1701.0,-726.78,-470.27,-280.42,5725.0,8105.0,6534.0,932.0,428.0,612.0,8764.0,10302.0,9151.0,-4476.0,-2377.0,-2082.0,-60.73,-26.03,0.09,2801.0,-1701.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,One 97 Communications Ltd.,One 97 Communications Limited,match
INE284S01014,S.J.S.Enterprises Ltd.,MB,boom,equity,SJS,543387,SJS.NS,543387.BO,2021-11-01,2021-11-03,2021-11-15,542.00,800,800.00,,800,100.0,1.42,2.32,1.38,1.59,12.92,,,240.00,Axis Capital,,2021,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,6736.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,540.00,chittorgarh,551.00,chittorgarh,505.50,chittorgarh,509.85,chittorgarh,"To carry out the Offer for Sa le of up to 14,760,146* Equity Sha res by the Selling Sha reholders | Achieve the benefits of listing  the Equity Sha res on the Stock Excha nges",chittorgarh,chittorgarh,,,,,,,,,,,,,237.0,216.0,252.0,69.0,64.0,78.0,38.0,41.0,48.0,12.35,13.57,15.69,238.0,279.0,315.0,23.0,6.0,9.0,304.0,332.0,384.0,36.0,58.0,58.0,19.05,15.24,0.03,252.0,48.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,S.J.S.Enterprises Ltd.,S.J.S. Enterprises Limited,match
INE417T01026,PB Fintech Ltd.,MB,boom,equity,POLICYBZR,543390,POLICYBZR.NS,543390.BO,2021-11-01,2021-11-03,2021-11-15,980.00,5710,5709.71,3750,1960,34.3,24.89,7.82,3.31,16.58,13.78,,,2569.37,Citigroup Global,,2021,Financial Services,Financial Services,Financial Technology (Fintech),78774.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,1150.00,chittorgarh,1249.00,chittorgarh,1145.00,chittorgarh,1202.90,chittorgarh,"Enhancing visibility and awareness of our brands, including but not limited to “Policybazaar” and “Paisabazaar” | New opportunities to expand growth initiatives to increase our Consumer base including offline presence | Funding Strategic investments and acquisitions | Expanding our presence outside India | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,492.0,771.0,887.0,-336.0,-320.0,-160.0,-347.0,-304.0,-150.0,-91265.79,-80007.89,-6583.7,489.04,1265.04,1990.05,90.0,110.0,110.0,751.0,1576.0,2331.0,-282.0,-364.0,29.0,-16.91,-7.54,0.06,887.0,-150.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,PB Fintech Ltd.,PB Fintech Limited,match
INE0D0K01022,Sigachi Industries Ltd.,MB,boom,equity,SIGACHI,543389,SIGACHI.NS,543389.BO,2021-11-01,2021-11-03,2021-11-15,163.00,125,125.43,125,0.00,0.0,86.51,172.43,80.49,101.91,138.04,,,37.63,Unistone Capital,,2021,Healthcare,Healthcare,Pharmaceuticals,814.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,575.00,chittorgarh,603.75,chittorgarh,570.45,chittorgarh,603.75,chittorgarh,"Funding capital expenditure for expansion of production capacity for MCC at Dahej, Gujarat | Funding capital expenditure for expansion of production capacity for MCC at Jhagadia, Gujarat | Funding capital expenditure to manufacture CCS at the Proposed Unit | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,129.0,139.0,193.0,26.0,25.0,39.0,19.0,20.0,30.0,6.19,2.65,3.94,,,,,,,,,,14.0,12.0,30.0,15.54,,,193.0,30.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Sigachi Industries Ltd.,Sigachi Industries Limited,match
INE02NC01014,Fino Payments Bank Ltd.,MB,boom,equity,FINOPB,543386,FINOPB.NS,543386.BO,2021-10-29,2021-11-02,2021-11-12,577.00,1200,1200.29,300,900,75.0,,,,,0.0,,,538.78,Axis Capital,,2021,Financial Services,Financial Services,Other Bank,1063.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,548.00,chittorgarh,583.35,chittorgarh,510.80,chittorgarh,545.25,chittorgarh,Augmenting its Tier-1 capital base to meet its future capital requirements | Total,chittorgarh,chittorgarh,,,,,,,,,,,,,19.0,18.0,20.0,,,,-62.0,-32.0,20.0,-13.99,-7.19,4.59,163.0,130.0,151.0,,,,684.0,624.0,1010.0,,-84.0,-32.0,100.0,13.25,,20.0,20.0,Mar 2021,3,,screener,ipocentral,,isin_authoritative,ISIN→symbol from official NSE list,match,,Fino Payments Bank Ltd.,Fino Payments Bank Limited,match
INE388Y01029,FSN E-Commerce Ventures Ltd.,MB,boom,equity,NYKAA,543384,NYKAA.NS,543384.BO,2021-10-28,2021-11-01,2021-11-10,1125.00,5350,5349.72,630,4720,88.2,91.18,112.02,12.24,81.78,68.89,,,2395.84,BOFA Securities,,2021,Consumer Discretionary,Consumer Services,E-Retail/ E-Commerce,75110.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,2001.00,chittorgarh,2248.10,chittorgarh,1994.10,chittorgarh,2206.70,chittorgarh,"Investment in certain of our Subsidiaries, namely, FSNBrands and / or Nykaa Fashion for funding the set-up of new retail stores | Capital  expenditure  to  be  incurred  by  our  Company  and  investment  in certain  of  our  Subsidiaries,  namely, Nykaa  E-Retail,  FSN  Brands  and Nykaa Fashionfor funding the set-up of new warehouses | Repayment  or  prepayment  of  outstanding  borrowingsavailed  by  our Company and one of our Subsidiaries, namely, Nykaa E-Retail | Expenditure to acquire and retain customers by enhancing the visibility and awareness of our brands | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,1111.0,1768.0,2441.0,21.0,83.0,158.0,-25.0,-16.0,62.0,-2.87,-1.9,6.82,230.0,322.0,490.0,310.0,413.0,333.0,776.0,1124.0,1302.0,-100.0,6.0,133.0,2.54,12.65,0.68,2441.0,62.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,FSN E-Commerce Ventures Ltd.,FSN E-Commerce Ventures Limited,match
INE404A01024,Aditya Birla Sun Life AMC Ltd.,MB,boom,equity,ABSLAMC,543374,ABSLAMC.NS,543374.BO,2021-09-29,2021-10-01,2021-10-11,712.00,2768,2768.26,,2768,100.0,,,,,4.92,,,788.95,Axis Capital,,2021,Financial Services,Financial Services,Asset Management Company,30768.0,large,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,712.00,chittorgarh,721.00,chittorgarh,696.00,chittorgarh,699.65,chittorgarh,"Achieve the benefits of listing the Equity Shares on the Stock Exchanges | Carry out the Offer for Sale of 38,880,000Equity Shares by the Selling Shareholders",chittorgarh,chittorgarh,,,,,,,,,,,,,1407.0,1235.0,1202.0,684.0,703.0,735.0,447.0,494.0,526.0,248.22,274.67,292.38,1221.0,1317.0,1705.0,72.0,62.0,59.0,1498.0,1572.0,1985.0,315.0,497.0,512.0,43.76,30.85,0.03,1202.0,526.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Aditya Birla Sun Life AMC Ltd.,Aditya Birla Sun Life AMC Limited,match
INE045601023,Paras Defence & Space Technologies Ltd.,MB,boom,equity,PARAS,543367,PARAS.NS,543367.BO,2021-09-21,2021-09-23,2021-10-01,175.00,171,170.78,141,30,17.5,,,,,125.71,,,51.23,Anand Rathi Advisors,,2021,Industrials,Capital Goods,Aerospace & Defense,6603.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,475.00,chittorgarh,498.75,chittorgarh,456.00,chittorgarh,498.75,chittorgarh,Purchase of machinery and equipment | Funding incremental working capital requirements of our Company | Repayment or prepayment of all or a portion of certain borrowings/outstanding loan facilities availedby our Company | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,154.0,147.0,143.0,43.0,40.0,44.0,19.0,20.0,16.0,16.64,3.46,2.63,153.0,172.0,207.0,85.0,103.0,106.0,330.0,342.0,363.0,,-3.0,4.0,11.19,7.73,0.51,143.0,16.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Paras Defence & Space Technologies Ltd.,Paras Defence and Space Technologies Limited,match
INE953O01021,Sansera Engineering Ltd.,MB,boom,equity,SANSERA,543358,SANSERA.NS,543358.BO,2021-09-14,2021-09-16,2021-09-24,744.00,1283,1282.52,,1283,100.0,,,,,8.06,,,382.06,ICICI Securities,,2021,Consumer Discretionary,Automobile and Auto Components,Auto Components & Equipments,17833.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,811.35,chittorgarh,842.00,chittorgarh,800.80,chittorgarh,818.70,chittorgarh,,,chittorgarh,,,,,,,,,,,,,1624.0,1457.0,1549.0,292.0,227.0,274.0,98.0,80.0,110.0,20.5,17.11,23.01,685.0,768.0,878.0,685.0,725.0,640.0,1745.0,1829.0,1931.0,218.0,241.0,256.0,7.1,12.53,0.73,1549.0,110.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Sansera Engineering Ltd.,Sansera Engineering Limited,match
INE00FF01025,Acutaas Chemicals Ltd.,MB,boom,equity,ACUTAAS,543349,ACUTAAS.NS,543349.BO,2021-09-01,2021-09-03,2021-09-14,610.00,570,569.64,200,370,64.9,,,,,25.41,,,170.89,Ambit,,2021,Healthcare,Healthcare,Pharmaceuticals,24876.0,large,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,902.00,chittorgarh,967.25,chittorgarh,841.20,chittorgarh,934.55,chittorgarh,Repayment/prepayment of certain financial facilities availed by the Company | Funding working capital requirements of the Company; and | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,239.0,240.0,341.0,42.0,42.0,80.0,23.0,27.0,54.0,11.1,13.08,8.57,82.0,111.0,167.0,54.0,59.0,137.0,213.0,232.0,413.0,15.0,27.0,28.0,15.84,32.34,0.82,341.0,54.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,human-verified rename / confirmed ISIN↔symbol,renamed_confirmed,,Ami Organics Ltd.,Acutaas Chemicals Limited,renamed_confirmed
INE043W01024,Vijaya Diagnostic Centre Ltd.,MB,boom,equity,VIJAYA,543350,VIJAYA.NS,543350.BO,2021-09-01,2021-09-03,2021-09-14,531.00,1894,1894.43,,1894,100.0,13.07,1.32,1.09,4.54,1.88,,,566.12,Edelweiss Financial,,2021,Healthcare,Healthcare,Healthcare Service Provider,13464.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,542.30,chittorgarh,650.75,chittorgarh,533.65,chittorgarh,619.30,chittorgarh,,,chittorgarh,,,,,,,,,,,,,293.0,339.0,377.0,108.0,133.0,166.0,46.0,63.0,85.0,101.29,138.0,18.64,208.0,275.0,359.0,146.0,161.0,141.0,406.0,482.0,541.0,91.0,106.0,130.0,22.55,23.68,0.39,377.0,85.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Vijaya Diagnostic Centre Ltd.,Vijaya Diagnostic Centre Limited,match
INE852O01025,Aptus Value Housing Finance India Ltd.,MB,boom,equity,APTUS,543335,APTUS.NS,543335.BO,2021-08-10,2021-08-12,2021-08-24,353.00,2780,2780.05,500,2280,82.0,32.41,33.91,1.35,17.2,3.4,,,834.02,Citigroup Global,,2021,Financial Services,Financial Services,Housing Finance Company,13034.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,329.95,chittorgarh,354.60,chittorgarh,329.95,chittorgarh,346.50,chittorgarh,To augment the tier I capital requirements of the Company | Offer related expenses | Total,chittorgarh,chittorgarh,,,,,,,,,,,,,325.0,500.0,640.0,,,,112.0,211.0,267.0,14.18,22.74,28.77,699.0,1709.0,1980.0,,,,2362.0,3747.0,4520.0,-714.0,-735.0,-621.0,41.72,13.48,,640.0,267.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Aptus Value Housing Finance India Ltd.,Aptus Value Housing Finance India Limited,match
INE488A01050,Chemplast Sanmar Ltd.,MB,boom,equity,CHEMPLASTS,543336,CHEMPLASTS.NS,543336.BO,2021-08-10,2021-08-12,2021-08-24,541.00,3850,3850.00,1300,2550,66.2,,,,,2.77,,,1732.50,Ambit,,2021,Commodities,Chemicals,Commodity Chemicals,3422.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,525.00,chittorgarh,550.00,chittorgarh,510.30,chittorgarh,534.90,chittorgarh,"Early redemption of NCDs issued by the Company, in full (“NCD Redemption”); | General corporate purposes",chittorgarh,chittorgarh,,,,,,,,,,,,,1254.0,1258.0,3799.0,286.0,247.0,628.0,118.0,46.0,410.0,14.81,6.88,30.59,2500.0,1912.0,-350.0,253.0,1289.0,2127.0,3802.0,4108.0,4487.0,,166.0,1076.0,10.79,-117.14,-6.08,3799.0,410.0,Mar 2021,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Chemplast Sanmar Ltd.,Chemplast Sanmar Limited,match
INE118D01016,Nuvoco Vistas Corp.Ltd.,MB,boom,equity,NUVOCO,543334,NUVOCO.NS,543334.BO,2021-08-09,2021-08-11,2021-08-23,570.00,5000,5000.00,1500,3500,70.0,4.23,0.66,0.73,1.71,2.11,,,1500.00,Axis Capital,,2021,Commodities,Construction Materials,Cement & Cement Products,12452.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,471.00,chittorgarh,550.00,chittorgarh,471.00,chittorgarh,531.30,chittorgarh,"repayment/prepayment/redemption, in full or part, of certain borrowings availed of by the Company. | General corporate purposes.",chittorgarh,chittorgarh,,,,,,,,,,,,,7052.0,6793.0,7489.0,918.0,1301.0,1460.0,-26.0,249.0,-26.0,-1.32,10.28,-0.82,4988.0,5279.0,7324.0,4683.0,4513.0,7792.0,13262.0,13444.0,19907.0,860.0,1025.0,1717.0,-0.35,-0.35,1.06,7489.0,-26.0,Mar 2021,3,nse,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Nuvoco Vistas Corp.Ltd.,Nuvoco Vistas Corporation Limited,match
