isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0Q0M01015,Veefin Solutions Ltd.,SME,,543931,2023-06-22,2023-06-26,2023-07-05,82.00,46.73,Fixed Price,BSE SME,Shreni Shares,2023,Shreni Shares Ltd.,chittorgarh,21,chittorgarh,23,chittorgarh,48.9,chittorgarh,,,86.05,chittorgarh,90.35,chittorgarh,86.05,chittorgarh,90.22,chittorgarh,"Global – sales and marketing expenditure | Developing new products or enhancement and maintenance, upgrading or updating existing products; and | General corporate purposes",chittorgarh,47,chittorgarh,0,3.3,1.7,2.5,0.00,76.18,38.56,114.96,3.66,84.34,,82,False,1600,131200,13.9,16,79,5.9,14,25,79,6,11,26,4,7,16,2.3,3.3,5.9,44,124,450,1,4,7,52,145,522,-0,8,1,28.57,9.09,0.02,14,4,Mar 2023,1,sharescart,sharescart,investorgain,
INE0OB201016,Aatmaj Healthcare Ltd.,SME,AATMAJ,,2023-06-19,2023-06-21,2023-06-30,60.00,38.40,Fixed Price,NSE SME,Nirbhay Capital,2023,Rikhav Securities Ltd.,chittorgarh,36,chittorgarh,2.00,chittorgarh,5.3,chittorgarh,,,56.00,chittorgarh,56.00,chittorgarh,53.20,chittorgarh,53.20,chittorgarh,Repayment/Prepayment in full or part of existing secured debt of the Company | Funding the Working Capital Requirements of the Company | Purchase of medical equipments for hospitals of our Company and/or newly acquired or set up hospitals | Our inorganic growth initiatives through acquisitions and other strategic initiatives | General Corporate Expenses,chittorgarh,38,chittorgarh,0,0,0,33.6,0.00,0.00,0.00,1290.24,16.67,88.89,,60,False,2000,120000,200,1,20,0.3,27,16,20,10,3,3,6,1,1,3.6,0.4,0.3,14,49,50,2,1,2,31,58,63,5,-8,3,22.22,42.86,0.14,27,6,Mar 2023,1,sharescart,sharescart,ipowatch,
INE0L4V01013,Vilin Bio Med Ltd.,SME,VILINBIO,,2023-06-16,2023-06-21,2023-06-30,30.00,12.00,Fixed Price,NSE SME,Inventure Merchant Banker,2023,Rikhav Securities Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,30.00,chittorgarh,30.00,chittorgarh,28.50,chittorgarh,28.50,chittorgarh,Augmenting additional working capital requirements | General Corporate Purposes,chittorgarh,12,chittorgarh,0,1.3,4.3,2.8,0.00,7.68,25.86,33.60,,100,76.9,30,False,4000,120000,150,0,15,0.2,12,16,15,3,1,1,1,0,0,1.3,0.1,0.2,11,23,23,0,0,0,18,32,28,-2,-7,0,8.33,9.09,0.00,12,1,Mar 2023,1,sharescart,sharescart,,sharescart
INE0O0001013,Cell Point (India) Ltd.,SME,CELLPOINT,,2023-06-15,2023-06-20,2023-06-28,100.00,50.34,Fixed Price,NSE SME,First Overseas,2023,NNM Securities Pvt.Ltd.,chittorgarh,48,chittorgarh,2.00,chittorgarh,4.0,chittorgarh,,,100.00,chittorgarh,100.00,chittorgarh,95.00,chittorgarh,95.00,chittorgarh,Repayment of certain borrowings; | Repairs and Renovation of existing retail stores & setting of new retail stores; | To meet the Working Capital requirements; | General Corporate Expenses; and,chittorgarh,50,chittorgarh,0,0,0,6,0.00,0.00,0.00,303.55,10.0,100,79.12,100,False,1200,120000,83.3,2,325,1.2,296,321,325,19,10,9,7,2,2,4.9,0.9,1.2,20,72,74,18,1,1,94,134,138,7,-7,-1,2.36,35.00,0.90,296,7,Mar 2023,1,sharescart,sharescart,ipowatch,sharescart
INE0ORA01015,Cosmic CRF Ltd.,SME,,543928,2023-06-14,2023-06-21,2023-06-30,314.00,57.21,Bookbuilding,BSE SME,Horizon Management,2023,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,54,chittorgarh,3.00,chittorgarh,5.3,chittorgarh,,,251.20,chittorgarh,251.20,chittorgarh,238.65,chittorgarh,238.65,chittorgarh,Funding the expansion of our existing manufacturing unit; | Funding of working capital requirements of the Company; | Prepayment or repayment of all or a portion of certain unsecured loans availed by our Company; and | General Corporate Purposes. | Total,chittorgarh,57,chittorgarh,0,0,0,1.2,0.00,0.00,0.00,69.75,4.78,98.42,72.52,314,True,400,132000,8.8,31,402,37.3,,,402,,,44,,,31,,,31.7,,,409,,,6,,,554,,,-73,,,,,,,0,sharescart,sharescart,ipowatch,sharescart
INE0OJ401014,Bizotic Commercial Ltd.,SME,,543926,2023-06-12,2023-06-15,2023-06-23,175.00,42.21,Fixed Price,BSE SME,Interactive Financial,2023,Beeline Broking Ltd.,chittorgarh,40,chittorgarh,2.00,chittorgarh,4.8,chittorgarh,,,180.00,chittorgarh,182.00,chittorgarh,171.00,chittorgarh,171.00,chittorgarh,Setting up Retail network by establishing company owned and company operated stores | Repayment of Loan | Long-term Working capital requirement | General Corporate Purposes,chittorgarh,42,chittorgarh,0,2,1.7,1.9,0.00,42.21,36.72,78.93,0.57,100,75,175,False,800,140000,42.7,4,112,4.1,65,71,112,4,5,8,3,3,4,4.8,3.8,5.3,8,55,58,2,1,0,49,77,108,-3,-25,5,4.62,37.50,0.25,65,3,Mar 2023,1,sharescart,sharescart,investorgain,sharescart
INE0O0201019,Urban Enviro Waste Management Ltd.,SME,URBAN,,2023-06-12,2023-06-14,2023-06-22,100.00,11.42,Fixed Price,NSE SME,Pantomath Capital,2023,Asnani Stock Broker Pvt.Ltd. Nikunj Stock Brokers Ltd.,chittorgarh,9,chittorgarh,2,chittorgarh,18.2,chittorgarh,,,141.00,chittorgarh,148.05,chittorgarh,141.00,chittorgarh,148.05,chittorgarh,"Repayment of certain secured borrowings (including accrued interest and foreclosure charges, if any) in full availed by our Company | Funding the working capital requirements of the Company; and | General corporate purposes.",chittorgarh,11,chittorgarh,0,281.4,220.6,255.5,0.00,1607.41,1260.30,2918.72,25.0,65,51.19,100,False,1200,120000,8.4,10,141,11.9,39,102,141,8,19,26,2,7,10,3.2,8.1,11.8,6,22,32,17,20,22,38,63,94,5,4,10,5.13,33.33,2.83,39,2,Mar 2023,1,sharescart,sharescart,ipowatch,sharescart
INE0OL001018,Spectrum Talent Management Ltd.,SME,SPECTSTM,,2023-06-09,2023-06-14,2023-06-22,173.00,105.14,Bookbuilding,NSE SME,Sarthi Capital Advisors,2023,Rikhav Securities Ltd.,chittorgarh,84,chittorgarh,15,chittorgarh,14.3,chittorgarh,,,155.00,chittorgarh,155.00,chittorgarh,147.25,chittorgarh,147.25,chittorgarh,Funding Working Capital Requirement; | Acquisitions of Businesses in similar or complementary areas | General Corporate Purposes,chittorgarh,105,chittorgarh,11.2,11.7,13.1,12.3,589.32,184.21,481.34,1289.05,11.56,100,72.25,169,True,800,138400,55.8,7,1270,3.1,768,1016,1270,24,12,11,28,12,7,15.5,5,3.1,56,147,160,0,0,0,89,191,242,9,-5,-67,3.65,50.00,0.00,768,28,Mar 2023,1,sharescart,sharescart,ipowatch,sharescart
INE0N5O01013,Sonalis Consumer Products Ltd.,SME,,543924,2023-06-07,2023-06-09,2023-06-19,30.00,2.83,Fixed Price,BSE SME,Expert Global,2023,Beeline Broking Ltd.,chittorgarh,3,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,38.00,chittorgarh,39.90,chittorgarh,38.00,chittorgarh,39.90,chittorgarh,To part finance the working capital requirements | General corporate purposes;,chittorgarh,3,chittorgarh,0,38.4,48.1,43.4,0.00,54.63,67.78,122.80,13.33,73.12,38.59,30,False,4000,120000,2.3,3,107,13.3,7,4,107,0,0,4,0,0,3,0,0.1,13.3,3,6,8,2,2,1,6,10,52,-1,-3,-1,0.00,0.00,0.67,7,0,Mar 2023,1,sharescart,sharescart,ipowatch,sharescart
INE0O4R01018,Kore Digital Ltd.,SME,KDL,,2023-06-02,2023-06-07,2023-06-14,180.00,18.00,Fixed Price,NSE SME,First Overseas,2023,NNM Securities Pvt.Ltd.,chittorgarh,17,chittorgarh,1.00,chittorgarh,5.6,chittorgarh,,,201.00,chittorgarh,210.00,chittorgarh,190.95,chittorgarh,190.95,chittorgarh,To meet the Working Capital requirements | Investment in Strategic Acquisition / Joint Venture | General Corporate Expenses,chittorgarh,18,chittorgarh,0,44.9,33.3,39.5,0.00,424.73,283.77,710.28,11.11,38.89,22.89,180,False,800,144000,6.8,32,328,26.4,,104,328,,17,48,,11,32,,9.6,26.4,,75,106,,0,2,,153,246,,-8,13,,,,,,,0,sharescart,sharescart,ipowatch,sharescart
INE0NXA01015,Comrade Appliances Ltd.,SME,,543921,2023-05-31,2023-06-05,2023-06-13,54.00,12.30,Bookbuilding,BSE SME,Gretex Corporate,2023,Gretex Share Broking Pvt.Ltd.,chittorgarh,12,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,3.50,chittorgarh,87.00,chittorgarh,91.35,chittorgarh,87.00,chittorgarh,91.35,chittorgarh,Working Capital Requirements | General Corporate Purposes,chittorgarh,12,chittorgarh,21.9,162.7,72.1,77.3,134.45,300.16,310.33,950.27,12.96,100,73.35,52,True,2000,108000,77.1,1,57,0.7,27,29,57,5,4,5,2,1,1,3.1,0.7,0.7,7,17,23,2,2,12,28,40,73,-0,-6,5,7.41,28.57,0.29,27,2,Mar 2023,1,sharescart,sharescart,ipowatch,sharescart
INE0LEX01011,Sahana System Ltd.,SME,SAHANA,,2023-05-31,2023-06-02,2023-06-12,135.00,32.74,Bookbuilding,NSE SME,Unistone Capital,2023,Rikhav Securities Ltd.,chittorgarh,31,chittorgarh,2.00,chittorgarh,6.1,chittorgarh,,,163.00,chittorgarh,171.15,chittorgarh,163.00,chittorgarh,171.15,chittorgarh,To meet the working capital requirements | Installation of EV charging Station | General Corporate Purposes,chittorgarh,33,chittorgarh,9.7,6.4,13,9.5,31.76,94.43,191.07,311.99,7.41,90.25,,132,True,1000,135000,2.9,39,167,46.7,24,69,167,10,23,58,6,18,39,11.1,22.8,40.1,11,56,176,0,0,1,24,96,252,1,34,-48,25.00,54.55,0.00,24,6,Mar 2023,1,sharescart,sharescart,ipowatch,
INE0NJ001013,CFF Fluid Control Ltd.,SME,,543920,2023-05-30,2023-06-02,2023-06-12,165.00,85.80,Fixed Price,BSE SME,Aryaman Financial,2023,Aryaman Capital Markets Ltd.,chittorgarh,81,chittorgarh,5.00,chittorgarh,5.8,chittorgarh,,,175.00,chittorgarh,183.75,chittorgarh,175.00,chittorgarh,183.75,chittorgarh,Funding Working capital requirements | Repayment of Loans | Purchase of machinery and equipment | Acquire Technology of “ Towed Wire Antenna (TWA) | General Corporate Purpose,chittorgarh,86,chittorgarh,0,0,0,0,,,,,7.88,73.31,68.06,,False,400,0,,24,146,12.3,71,107,146,19,31,41,10,17,24,7.1,8.8,12.2,25,126,148,30,6,5,89,161,199,-9,-27,-3,16.44,16.22,0.03,146,24,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0NNZ01013,Infollion Research Services Ltd.,SME,INFOLLION,,2023-05-29,2023-05-31,2023-06-08,82.00,21.45,Bookbuilding,NSE SME,Holani Consultants,2023,Holani Consultants Pvt.Ltd.,chittorgarh,17,chittorgarh,3,chittorgarh,14.3,chittorgarh,5.94,chittorgarh,209.00,chittorgarh,218.00,chittorgarh,198.55,chittorgarh,198.55,chittorgarh,Expansion of current service line in the US and Western European regions. | Pex-Panel- Adding new categories of freelancers. | Technology Development | General Corporate Purposes,chittorgarh,21,chittorgarh,70.7,422.3,262.7,259.1,738.03,1476.73,1975.45,5556.93,123.17,67.09,,80,True,1600,131200,6.4,12,77,12.8,,52,77,,12,17,,9,12,,8.8,12.8,,41,54,,0,0,,47,61,,9,6,,,,,,,0,sharescart,sharescart,investorgain,
