scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
VKGLOBAL,VK Global Industries Ltd,INE758B01013,XT
RSCINT,RSC International Ltd,INE015F01019,X
SURATRAML,Surat Trade and Mercantile Ltd,INE936A01025,X
ATHARVENT,Atharv Enterprises Ltd,INE354E01031,X
FUNDVISER,Fundviser Capital (India) Ltd,INE365H01014,XT
THEMISMED,Themis Medicare Ltd,INE083B01024,B
KALLAM,Kallam Textiles Ltd-$,INE629F01025,XT
BRAWN,Brawn Biotech Ltd,INE899B01015,X
FORINTL,Fortune International Ltd,INE501D01013,X
KINGSINFR,Kings Infra Ventures Ltd,INE050N01010,X
SWOJAS,Swojas Foods Ltd,INE295B01016,X
SUBSM,Subhash Silk Mills Ltd,INE690D01014,XT
AUROLAB,Auro Laboratories Ltd,INE292C01011,X
KJMCFIN,KJMC Financial Services Ltd,INE533C01018,X
SUVEN,Suven Life Sciences Ltd,INE495B01038,B
ARYAMAN,Aryaman Financial Services Ltd,INE032E01017,X
BRIDGESE,Bridge Securities Ltd,INE958C01025,XT
RISAINTL,Risa International Ltd,INE001O01029,X
RAJTUBE,Rajasthan Tube Manufacturing Company Ltd,INE497E01020,X
KAYPOWR,Kay Power and Paper Ltd,INE961B01013,X
INTSTOIL,Inter State Oil Carrier Ltd,INE003B01014,X
GLOBALCA,Global Capital Markets Ltd,INE062C01042,X
SAINIK,Sainik Finance & Industries Ltd,INE584B01013,X
ARIGATO,Arigato Universe Ltd,INE021N01011,XT
RICHUNV,Rich Universe Network Ltd,INE652D01014,XT
QUANTDIA,Quantum Digital Vision India Ltd,INE373C01019,X
SPCAPIT,SP Capital Financing Ltd,INE102F01015,X
PAOS,Paos Industries Ltd,INE791C01012,XT
SHRAJOI,Shree Rajiv Lochan Oil Extraction Ltd,INE418K01015,X
KOTHARIPRO,Kothari Products Ltd,INE823A01017,B
PICCADIL,Piccadily Agro Industries Ltd,INE546C01010,B
CLSEL,Chaman Lal Setia Exports Ltd-$,INE419D01026,B
CHANDRAP,Chandra Prabhu International Ltd-$,INE368D01025,XT
KIMIABL,Kimia Biosciences Ltd,INE285U01025,X
HINDTIN,Hindustan Tin Works Ltd-$,INE428D01019,X
GODAVARI,Godavari Drugs Ltd,INE362C01012,X
PREMCO,Premco Global Ltd-$,INE001E01012,B
MUKESHB,Mukesh Babu Financial Services Ltd,INE596B01017,X
GENUSPOWER,Genus Power Infrastructures Ltd-$,INE955D01029,A
ASIANENE,Asian Energy Services Ltd,INE276G01015,B
KBSINDIA,KBS India Ltd,INE883D01023,X
PRABHHANS,Prabhhans Industries Ltd,INE428P01013,X
UGARSUGAR,Ugar Sugar Works Ltd-$,INE071E01023,B
ORIENTBELL,Orient Bell Ltd-$,INE607D01018,B
NRBBEARING,NRB Bearings Ltd,INE349A01021,B
VAMSHIRU,Vamshi Rubber Ltd,INE380C01014,X
NILAINFRA,Nila Infrastructures Ltd,INE937C01029,B
DBSTOCKBRO,DB International Stock Brokers Ltd,INE921B01025,B
VINYOFL,Vinyoflex Ltd,INE526H01011,X
JINDCAP,Jindal Capital Ltd,INE356F01017,X
EPIC,EPIC Energy Ltd-$,INE932F01015,X
SUMEDHA,Sumedha Fiscal Services Ltd,INE886B01012,X
KUWERIN,Kuwer Industries Ltd,INE430F01010,X
CHOKSI,Choksi Asia Ltd,INE865B01016,XT
ASHISHPO,Ashish Polyplast Ltd,INE831C01016,X
SHIVAAGRO,Shiva Global Agro Industries Ltd,INE960E01019,X
SIDDHA,Siddha Ventures Ltd,INE140C01012,X
KIRANSY-B,Kiran Syntex Ltd,INE293D01017,X
SUMERUIND,Sumeru Industries Ltd,INE764B01029,X
RUNGTAIR,Rungta Irrigation Ltd,INE347C01013,X
GTTDATA,GTT Data Solutions Ltd,INE959B01017,X
VALSONQ,Valson Industries Ltd-$,INE808A01018,X
SABOOSOD,Saboo Sodium Chloro Ltd,INE440C01016,X
GSLSEC,GSL Securities Ltd,INE721D01017,XT
TINNARUBR,Tinna Rubber and Infrastructure Ltd,INE015C01016,B
VIKRAMTH,Vikram Thermo India Ltd,INE337E01010,X
STRATMONT,Stratmont Industries Ltd,INE473C01025,XT
AKCAPIT,AK Capital Services Ltd,INE701G01012,B
RELAXO,Relaxo Footwears Ltd-$,INE131B01039,A
VIRAT,Virat Industries Ltd,INE467D01017,X
RRETAIL,Rajnish Retail Ltd,INE786J01033,X
TERAI,Terai Tea Company Ltd,INE390D01011,X
MANRAJH,Manraj Housing Finance Ltd,INE948I01015,XT
COSCO,Cosco India Ltd-$,INE949B01018,X
KENFIN,Ken Financial Services Ltd,INE395E01018,X
SHILPAMED,Shilpa Medicare Ltd,INE790G01031,A
PARACABLES,Paramount Communications Ltd-$,INE074B01023,B
NCLRESE,NCL Research & Financial Services Ltd,INE132F01038,X
EXPLICITFIN,Explicit Finance Ltd,INE335G01019,X
LADDERUP,Ladderup Finance Ltd,INE519D01015,X
UYFINCORP,U. Y. Fincorp Ltd,INE152C01025,B
EKAMLEA,Ekam Leasing & Finance Company Ltd,INE906L01025,XT
SWASTIKA,Swastika Investmart Ltd,INE691C01022,X
PRIMAPLA,Prima Plastics Ltd,INE573B01016,X
TELECANOR,TeleCanor Global Ltd,INE381G01013,X
JAGSONSER,Jagsonpal Services Ltd,INE582C01015,X
GARGFUR,Garg Furnace Ltd,INE194E01015,X
SAMPRE,Sampre Nutritions Ltd,INE375C01022,X
AAIL,Akar Auto Industries Ltd,INE864E01021,X
VIPULORG,Vipul Organics Ltd,INE834D01018,X
ECORECO,Eco Recycling Ltd,INE316A01038,T
GOODLUCK,Goodluck India Ltd,INE127I01024,B
GOYALASS,Goyal Associates Ltd,INE912B01032,X
ZENITHHE,Zenith Healthcare Ltd,INE812B01026,X
YORKEXP,York Exports Ltd,INE057Q01018,X
SUPREME,Supreme Holdings & Hospitality (India) Ltd,INE822E01011,B
LYKISLTD,Lykis Ltd,INE624M01014,X
PRIMEPRO,Prime Property Development Corporation Ltd-$,INE233C01023,X
ZENLABS,Zenlabs Ethica Ltd,INE546F01013,XT
RAJRILTD,Raj Rayon Industries Ltd-$,INE533D01032,T
ANIRIT,Anirit Ventures Ltd,INE161F01011,XT
GOWRALE,Gowra Leasing & Finance Ltd,INE225G01012,X
JAGANLAM,Jagan Lamps Ltd,INE144C01014,X
ASITCFIN,Asit C Mehta Financial Services Ltd,INE041B01014,X
ENCODE,Encode Packaging India Ltd,INE900O01014,X
SUPERBAK,Super Bakers India Ltd,INE897A01011,X
OVOBELE,Ovobel Foods Ltd,INE812S01012,X
ACSTECH,ACS Technologies Ltd,INE366C01021,B
CHALLANI,Challani Capital Ltd,INE807A01010,X
CORNE,Coral Newsprints Ltd,INE715D01019,X
SHENTRA,Shentracon Chemicals Ltd,INE0OUS01011,XT
STERTOOLS,Sterling Tools Ltd-$,INE334A01023,B
AGARWAL,Agarwal Fortune India Ltd,INE510B01018,X
DYNAMICP,Dynamic Portfolio Management & Services Ltd,INE118C01018,X
INLANPR,Inland Printers Ltd,INE055O01033,XT
CEEJAY,Ceejay Finance Ltd,INE358C01010,X
SUNCITYSY,Suncity Synthetics Ltd,INE584D01019,XT
SHGANEL,Shree Ganesh Elastoplast Ltd,INE400N01017,X
ANNAINFRA,Anna Infrastructures Ltd,INE336D01014,X
BHAGERIA,Bhageria Industries Ltd,INE354C01027,B
OIVL,Onesource Industries And Ventures Ltd,INE125F01032,XT
BNRUDY,BNR Udyog Ltd,INE355C01016,X
KRBL,KRBL Ltd,INE001B01026,A
SSPDL,SSPDL Ltd-$,INE838C01011,X
DAIKAFFI,Daikaffil Chemicals India Ltd,INE789B01018,X
CILSEC,Cil Securities Ltd,INE830A01012,X
CLIOINFO,Clio Infotech Ltd,INE011B01017,XT
CUPID,Cupid Ltd-$,INE509F01029,B
SUNSHIEL,Sunshield Chemicals Ltd,INE199E01014,X
HIPOLIN,Hipolin Ltd,INE963A01011,XT
GDLLEAS,GDL Leasing & Finance Ltd,INE545E01018,XT
CHEMBOND,Chembond Material Technologies Ltd-$,INE995D01025,T
CIFL,Capital India Finance Ltd,INE345H01024,B
ABVL,Arunjyoti Bio Ventures Ltd,INE485K01022,X
SUCROSA,Super Crop Safe Ltd,INE366G01022,X
NGIND,NG Industries Ltd-$,INE825C01018,X
ASIAPAK,Asia Pack Ltd,INE784M01016,X
SICAPIT,SI Capital & Financial Services Ltd,INE417F01017,X
ERPSOFT,ERP Soft Systems Ltd,INE308B01017,X
RRSECUR,RR Securities Ltd,INE474H01014,P
REMSONSIND,Remsons Industries Ltd,INE474C01023,B
INTETHR,Integrated Thermoplastics Ltd,INE038N01015,P
RAMSONS,Ramsons Projects Ltd,INE609D01014,XT
HARAFIN,Haryana Financial Corporation Ltd,INE737G01016,ZP
STANPACK,Stanpacks India Ltd,INE457D01018,X
AQYLON,Aqylon Nexus Ltd,INE416A01051,B
RAMINFO,Raminfo Ltd,INE357B01022,X
SUNILAGR,Sunil Agro Foods Ltd-$,INE224D01012,X
DIANATEA,Diana Tea Company Ltd,INE012E01035,X
VIKASECO,Vikas EcoTech Ltd,INE806A01020,B
IOC,Indian Oil Corporation Ltd,INE242A01010,A
ALFAICA,Alfa Ica India Ltd,INE042C01010,X
SKCIL,Shri Keshav Cements And Infra Ltd,INE260E01014,X
INDIAHOME,India Home Loan Ltd,INE274E01015,X
ROOPAIND,Roopa Industries Ltd,INE443C01010,X
SARTHAKGL,Sarthak Global Ltd,INE075H01019,XT
UNIQUEO,Unique Organics Ltd,INE333E01019,X
BALAMINES,Balaji Amines Ltd-$,INE050E01027,B
SWRNASE,Swarna Securities Ltd,INE595G01018,X
VENMAX,Venmax Drugs and Pharmaceuticals Ltd,INE154G01022,X
ARISE,Arihants Securities Ltd,INE190D01015,X
VISAGAR,Visagar Financial Services Ltd,INE309H01038,X
LIBORD,Libord Securities Ltd,INE267E01019,X
REGAL,Regal Entertainment & Consultants Ltd,INE101E01010,X
EBIX,Eraaya Lifespaces Ltd,INE432F01032,XT
SWADHATURE,Swadha Nature Ltd,INE0P4R01017,XT
COMPEAU,Competent Automobiles Company Ltd,INE823B01015,X
ZDHJERK,Dhanvantri Jeevan Rekha Ltd,INE239F01015,X
NEELKAN,Neelkanth Rockminerals Ltd,INE741D01015,Z
VINTAGES,Vintage Securities Ltd,INE153C01015,X
CONTILI,Contil India Ltd,INE080G01029,X
VIJSOLX,Vijay Solvex Ltd,INE362D01010,XT
SHRIKRISH,Shri Krishna Devcon Ltd,INE997I01012,B
ALANKIT,Alankit Ltd,INE914E01040,B
NIHARINF,Nihar Info Global Ltd,INE876E01033,XT
UNITDCR,United Credit Ltd,INE858C01027,X
OMINFRAL,OM Infra Ltd,INE239D01028,B
CENTUPLE,Centuple Global Ltd,INE396H01019,X
ISHANCH,Ishan Dyes and Chemicals Ltd,INE561M01018,B
GOTHIPL,Gothi Plascon India Ltd,INE538G01018,P
BALUFORGE,Balu Forge Industries Ltd,INE011E01029,A
CEENIK,Ceenik Exports India Ltd,INE418D01010,X
PATELENG,Patel Engineering Ltd-$,INE244B01030,A
KATIPATANG,Kati Patang Lifestyle Ltd,INE237C01016,X
MENAMANI,Mena Mani Industries Ltd,INE148B01033,XT
INANI,Inani Marbles & Industries Ltd,INE635D01027,X
GEMSI,Gemstone Investments Ltd,INE503D01027,X
ELFORGE,El Forge Ltd-$,INE158F01017,X
MEDICAMEQ,Medicamen Biotech Ltd-$,INE646B01010,B
ALICON,Alicon Castalloy Ltd,INE062D01024,B
DILIGENT,Diligent Industries Ltd,INE650C01036,X
EPSOMPRO,Epsom Properties Ltd,INE601F01016,X
ALFAVIO,Alfavision Overseas India Ltd,INE883B01027,XT
ORGCOAT,Organic Coatings Ltd,INE412E01011,X
CATVISION,Catvision Ltd,INE660B01011,X
ABMKNO,ABM Knowledgeware Ltd,INE850B01026,B
EMAMILTD,Emami Ltd-$,INE548C01032,A
KEMISTAR,Kemistar Corporation Ltd,INE971L01029,X
ASSOCER,Associated Ceramics Ltd,INE771E01010,X
SKPSEC,SKP Securities Ltd,INE709B01016,X
SYSCHEM,Syschem India Ltd,INE121D01036,X
MEFCOMCAP,Mefcom Capital Markets Ltd,INE186C01023,X
HEMANG,Hemang Resources Ltd,INE930A01010,XT
ARMANFIN,Arman Financial Services Ltd,INE109C01017,B
EFORU,Eforu Entertainment Ltd,INE355H01015,X
GLANCE,Glance Finance Ltd,INE580D01017,X
SHILCTECH,Shilchar Technologies Ltd,INE024F01011,B
TRADEWELL,Tradewell Holdings Ltd,INE819G01012,X
SPRIGHT,Spright Agro Ltd,INE179O01031,XT
NUCLEUS,Nucleus Software Exports Ltd,INE096B01018,B
COLINZ,Colinz Laboratories Ltd,INE923C01011,X
NLFL,Nalin Lease Finance Ltd,INE606C01012,X
MANAPPURAM,Manappuram Finance Ltd,INE522D01027,A
RTSPOWR,RTS Power Corporation Ltd,INE005C01017,X
COMFINTE,Comfort Intech Ltd-$,INE819A01049,B
SHYAMACOMP,Shyama Computronics and Services Ltd,INE861E01019,P
MAYURFL,Mayur Floorings Ltd,INE262W01012,XT
ANJANI,Anjani Synthetics Ltd-$,INE364D01032,X
XTGLOBAL,Xtglobal Infotech Ltd,INE547B01028,B
DECOMIC,Deco Mica Ltd,INE907E01010,X
RANDER,Rander Corporation Ltd,INE821D01031,X
RASIELEC,Rasi Electrodes Ltd,INE822D01021,X
SCOOBEEDAY,Scoobee Day Garments (India) Ltd,INE962E01015,X
CITIPOR,Citi Port Financial Services Ltd,INE494D01011,XT
DHRUVCA,Dhruva Capital Services Ltd,INE972E01014,XT
LINC,Linc Ltd-$,INE802B01027,B
PRIMAIN,Prima Industries Ltd,INE723N01012,X
INDGELA,India Gelatine & Chemicals Ltd-$,INE342D01012,X
OPTIFIN,Optimus Finance Ltd,INE031G01022,X
PARAGONF,Paragon Finance Ltd,INE015E01012,X
PRATIKSH,Pratiksha Chemicals Ltd,INE530D01012,X
EQUILATERA,Equilateral Enterprises Ltd,INE060N01019,X
VSTTILLERS,VST Tillers Tractors Ltd-$,INE764D01017,B
B2BSOFT,B2B Software Technologies Ltd,INE151B01011,X
NIKKIGL,Nikki Global Finance Ltd,INE526C01012,XT
RADHEDE,Radhe Developers India Ltd,INE986B01044,X
KINETRU,Kinetic Trust Ltd,INE674M01019,X
ELIXIR,Elixir Capital Ltd,INE785D01012,X
TRISHAKT,Trishakti Industries Ltd,INE238C01022,X
PANKAJPO,Pankaj Polymers Ltd,INE698B01011,XT
MARBLE,Marble City India Ltd,INE807H01023,X
CINDRELL,Cindrella Financial Services Ltd,INE897D01015,X
ADHHATA,Adhata Global Ltd,INE586D01014,XT
NATPLASTI,National Plastic Technologies Ltd,INE896D01017,X
LEADFIN,Lead Financial Services Ltd,INE531D01010,X
NATFIT,National Fittings Ltd,INE643C01015,X
ARTEFACT,Artefact Projects Ltd,INE885B01014,X
TUSALDAH,Tusaldah Ltd,INE319M01011,XT
NUTECGLOB,Nutech Global Ltd,INE960H01012,X
DHPIND,DHP India Ltd,INE590D01016,X
RRIL,RRIL Ltd,INE951M01037,B
AVAILFC,Available Finance Ltd,INE325G01010,B
INTCAPL,Integra Capital  Ltd,INE366H01012,X
MGIL,Maruti Global Industries Ltd,INE368C01019,XT
HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,INE293B01029,B
JAYIND,Jayatma Industries Ltd,INE250D01017,X
ROSELABS,Roselabs Finance Ltd,INE475C01012,X
KRETTOSYS,Kretto Syscon Ltd,INE128R01023,XT
VIKALPS,Vikalp Securities Ltd,INE186E01011,X
ZYDUSWELL,Zydus Wellness Ltd-$,INE768C01028,A
MILESTONE,Milestone Global Ltd,INE151H01018,X
BERVINL,Bervin Investment & Leasing Ltd,INE348I01018,X
GUJINV,Gujarat Investa Ltd,INE373D01017,X
CONCOR,Container Corporation of India Ltd,INE111A01025,A
EASTRED,Eastern Treads Ltd,INE500D01015,X
PANACEABIO,Panacea Biotec Ltd,INE922B01023,B
PEETISEC,Peeti Securities Ltd,INE328D01011,X
MERCURYEV,Mercury Ev-Tech Ltd,INE763M01028,XT
CHOICEIN,Choice International Ltd,INE102B01014,A
SRAMSET,Shriram Asset Management Company Ltd,INE777G01012,X
GOLECHA,Golechha Global Finance Ltd,INE427D01011,XT
EKANSH,Ekansh Concepts Ltd,INE005E01013,X
SPAR,Sparc Electrex Ltd,INE960B01015,XT
BYKE,The Byke Hospitality Ltd,INE319B01014,B
CSURGSU,Centenial Surgical Suture Ltd,INE405H01018,X
ARIHANT,Arihant Foundations & Housing Ltd-$,INE413D01011,B
HASTIFIN,Hasti Finance Ltd,INE671D01014,X
UPSURGE,Upsurge Investment & Finance Ltd,INE890B01014,X
PADAMCO,Padam Cotton Yarns Ltd,INE448D01025,X
WOMENNET,Women Networks Ltd,INE905B01010,X
POLYCON,Polycon International Ltd,INE262C01014,X
SOURCENTRL,Source Natural Foods and Herbal Supplements Ltd,INE679C01027,X
GGAUTO,GG Automotive Gears Ltd,INE493B01017,X
ALMONDZ,Almondz Global Securities Ltd,INE326B01035,B
LWSKNIT,LWS Knitwear Ltd,INE281M01013,X
ANSINDUS,ANS Industries Ltd,INE234J01018,XT
TUNITEX,Tuni Textile Mills Ltd,INE560D01027,X
RADIXIND,Radix Industries (India) Ltd,INE576N01014,XT
NARPROP,Narendra Properties Ltd,INE603F01012,X
MEGACOR,Mega Corporation Ltd,INE804B01023,XT
BMBMUMG,BMB Music & Magnetics Ltd,INE644K01016,X
TNPL,Tamil Nadu Newsprint & Papers Ltd,INE107A01015,B
SHAKTIPUMP,Shakti Pumps India Ltd-$,INE908D01010,A
SYTIXSE,Systematix Securities Ltd,INE07P301011,X
SUNGOLD,Sungold Capital Ltd,INE271D01013,XT
SAFFRON,Saffron Industries Ltd,INE474D01013,X
PWASML,Prakash Woollen & Synthetic Mills Ltd,INE523I01016,X
GOLDTECH,Aion-Tech Solutions Ltd,INE805A01014,B
LYONSCO,Lyons Corporate Market Ltd,INE100F01019,X
GRMOVER,GRM Overseas Ltd,INE192H01020,B
MOHITIND,Mohit Industries Ltd-$,INE954E01012,B
POLYLINK,Polylink Polymers India Ltd,INE323D01020,X
MINAXI,Minaxi Textiles Ltd,INE952C01028,X
BOSTON,Boston Commerce Ltd,INE109B01019,XT
CONTICON,Continental Controls Ltd,INE545B01022,X
GBLINFRA,Global Infratech & Finance Ltd,INE377M01043,XT
NOUVEAU,Nouveau Global Ventures Ltd,INE317B01042,X
DUKEOFS,Duke Offshore Ltd,INE397G01019,XT
CYBELEIND,Cybele Industries Ltd,INE183D01010,X
FILME,Filmcity Media Ltd,INE600B01033,XT
CGVAK,CG Vak Software & Exports Ltd,INE084D01010,X
NAVKARURB,Navkar Urbanstructure Ltd,INE268H01044,B
BLUECOAST,Blue Coast Hotels Ltd,INE472B01011,T
MADHUCON,Madhucon Projects Ltd-$,INE378D01032,B
SYBLY,Sybly Industries Ltd-$,INE080D01042,Z
RAJESHEXPO,Rajesh Exports Ltd,INE343B01030,Z
ESARIND,Esaar India Ltd,INE404L01039,X
MARIS,Maris Spinners Ltd-$,INE866D01010,X
INDERGR,Indergiri Finance Ltd,INE628F01019,XT
SKRABUL,Shukra Bullions Ltd,INE561E01015,XT
EVEREADY,Eveready Industries India Ltd,INE128A01029,B
STEP2COR,Step Two Corporation Ltd,INE623D01015,X
ORIENTTR,Orient Tradelink Ltd,INE681D01039,X
VIKASPROP,Vikas Proppant & Granite Ltd,INE767B01022,Z
DESHRAK,Desh Rakshak Aushdhalaya Ltd,INE971E01016,P
ACESOFT,ACE Software Exports Ltd-$,INE849B01010,X
SOFTRAKV,Softrak Venture Investment Ltd,INE562E01021,X
HATSUN,Hatsun Agro Product Ltd,INE473B01035,A
ACCEDERE,Accedere Ltd,INE578B01015,X
MIZVEN,Mizzen Ventures Ltd,INE681K01026,X
RISHDIGA,Rishabh Digha Steel & Allied Products Ltd-$,INE864D01015,X
MAINFRA,Maruti Infrastructure Ltd,INE392G01028,XT
KOBO,Kobo Biotech Ltd-$,INE881A01015,Z
JINDWORLD,Jindal Worldwide Ltd,INE247D01039,B
SOMANYCERA,Somany Ceramics Ltd,INE355A01028,B
JHACC,Jhaveri Credits & Capital Ltd,INE865D01012,X
RAGHUTOB,Raghunath Tobacco Company Ltd,INE754B01012,X
DRL,Disha Resources Ltd,INE193D01019,XT
CORALFINAC,Coral India Finance & Housing Ltd,INE558D01021,B
AMITSEC,Amit Securities Ltd,INE137E01014,X
PUSHPIN,Pushpsons Industries Ltd,NA,Y
ASHUTPM,Ashutosh Paper Mills Ltd,INE723K01018,X
SANJIVIN,Sanjivani Paranteral Ltd,INE860D01013,X
RANJITSE,Ranjit Securities Ltd,INE863D01017,XT
KMFBLDR,KMF Builders & Developers Ltd,INE580H01026,X
BERYLSE,Beryl Securities Ltd,INE508J01015,XT
RAP,Rap Corp Ltd,INE483D01014,X
DEVINE,Devine Impex Ltd,INE455C01014,X
BAMPSL,Bampsl Securities Ltd,INE802A01037,X
GENPHARMA,Genpharmasec Ltd,INE861N01036,X
INCON,Incon Engineers Ltd,INE507D01010,X
CGCL,Capri Global Capital Ltd,INE180C01042,A
MIDPOLY,Midland Polymers Ltd,INE046M01036,XT
FDC,FDC Ltd,INE258B01022,B
GOGIACAPGL,Gogia Capital Growth Ltd,INE832C01014,X
GORANIN,Gorani Industries Ltd,INE792J01015,XT
KGPETRO,KG Petrochem Ltd,INE902G01016,X
UFMINDL,UFM Industries Ltd,INE832E01010,XT
MAL,Meyer Apparel Ltd,INE100C01024,XT
STARCOM,Starcom Information Technology Ltd,INE347I01010,X
COUNCODOS,Country Condos Ltd,INE695B01025,B
OROSMITHS,Orosil Smiths India Ltd-$,INE628B01034,X
TEJASSVI,Tejassvi Aaharam Ltd,INE173E01019,XT
LINCOLN,Lincoln Pharmaceuticals Ltd,INE405C01035,B
SILVOAK,Silver Oak India Ltd,INE870J01019,X
PRAVEG,Praveg Ltd,INE722B01019,B
SURAJLTD,Suraj Ltd-$,INE713C01016,B
SICL,Suvidha Infraestate Corporation Ltd,INE936N01010,P
MARICO,Marico Ltd,INE196A01026,A
TOKYOFIN,Tokyo Finance Ltd,INE546D01018,X
NATGENI,National General Industries Ltd,INE654H01011,XT
UVS,UVS Hospitality And Services Ltd,INE528C01018,X
ABATEAS,Abate As Industries Ltd,INE454E01013,X
HITTCO,Hittco Tools Ltd,INE863C01019,X
YUVRAAJHPL,Yuvraaj Hygiene Products Ltd,INE139D01020,XT
RRMETAL,RR MetalMakers India Ltd,INE117K01013,X
VISIONCO,Vision Corporation Ltd,INE661D01015,X
KARNAWATI,Karnawati Innovation Ltd,INE214D01021,XT
INANISEC,Inani Securities Ltd,INE224C01014,XT
ANKIN,Anka India Ltd,INE067C01025,X
EMROCK,Emrock Corporation Ltd,INE554H01021,XT
MAYUR,Mayur Leather Products Ltd,INE799E01011,X
AMERISE,Amerise Biosciences Ltd,INE673C01020,X
FRONTFN,Frontline Financial Services Ltd,INE776R01011,XT
PRITHVIEXCH,Prithvi Exchange (India) Ltd,INE621B01021,X
KHYATI,Khyati Multimedia Entertainment Ltd,INE593B01030,X
RAINBOWF,Rainbow Foundations Ltd,INE230F01014,X
VSDCONF,VSD Confin Ltd,INE489F01016,XT
TRICOMFRU,Tricom Fruit Products Ltd,INE843F01014,XT
VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,INE632C01026,B
BHAGCHEM,Bhagiradha Chemicals & Industries Ltd,INE414D01027,B
GATECH,GACM Technologies Ltd,INE224E01028,B
PANCHSHEEL,Panchsheel Organics Ltd,INE316G01019,X
MENNPIS,Menon Pistons Ltd,INE650G01029,B
PRISMFN,Prism Finance Ltd,INE429Q01019,P
GREENCREST,Greencrest Financial Services Ltd,INE414C01045,X
GENNEX,Gennex Laboratories Ltd,INE509C01026,X
HIRAUTO,Hira Automobiles Ltd,INE258Z01013,P
GINISILK,Gini Silk Mills Ltd-$,INE548B01018,X
PRAENG,Prajay Engineers Syndicate Ltd,INE505C01016,B
BIOGEN,Biogen Pharmachem Industries Ltd,INE703D01023,X
GKCONS,GK Consultants Ltd,INE131D01019,X
APOLLOPIPE,Apollo Pipes Ltd,INE126J01016,B
UNJHAFOR,Unjha Formulations Ltd,INE576D01015,X
POLYMED,Poly Medicure Ltd,INE205C01021,A
PFLINFOTC,PFL Infotech Ltd,INE600F01018,XT
SHRADDHA,Shraddha Prime Projects Ltd,INE311M01018,X
KACHCHH,Kachchh Minerals Ltd,INE059E01010,XT
PADALPO,Padmanabh Alloys & Polymers Ltd,INE630U01014,X
KACL,Kaiser Corporation Ltd,INE229G01022,XT
KCLINFRA,KCL Infra Projects Ltd,INE469F01026,X
ATULAUTO,Atul Auto Ltd-$,INE951D01028,B
SCANPRO,Scan Projects Ltd,INE393D01015,XT
PRERINFRA,Prerna Infrabuild Ltd,INE426H01014,X
METALCO,Metal Coatings India Ltd,INE161E01014,X
SGNTE,SGN Telecoms Ltd,INE266C01023,X
GANGAPA,Ganga Papers India Ltd,INE278O01015,X
TIRSARJ,Tirupati Sarjan Ltd,INE297J01023,X
MUNOTHFI,Munoth Financial Services Ltd,INE348D01019,XT
RODIUM,Rodium Realty Ltd,INE513E01024,X
NAGTECH,Nagarjuna Agri Tech Ltd,INE793H01017,XT
NATHUEC,Natura Hue Chem Ltd,INE487B01019,XT
IECEDU,IEC Education Ltd,INE172B01017,X
INDUSFINL,Indus Finance Ltd,INE935D01013,XT
LAHOTIOV,Lahoti Overseas Ltd-$,INE515C01023,B
ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,INE318D01020,B
TRINITYLEA,Trinity League India Ltd,INE884X01011,X
ASTAR,Asian Star Company Ltd-$,INE194D01017,B
ORIRAIL,Oriental Rail Infrastructure Ltd,INE457G01029,B
JOINDRE,Joindre Capital Services Ltd,INE024B01010,X
BHARATAGRI,Bharat Agri Fert & Realty Ltd,INE842D01029,X
UNITINT,Unitech International Ltd,INE929K01011,Z
SACHEMT,Sacheta Metals Ltd,INE433G01020,X
POPULARES,Popular Estate Management Ltd,INE370C01015,X
ANJANIFIN,Anjani Finance Ltd,INE283D01018,X
SVAINDIA,SVA India Ltd,INE763K01014,P
REXNORD,Rexnord Electronics & Controls Ltd,INE687C01012,X
NWIL,Nurture Well Industries Ltd,INE882B01037,X
KHANDSE,Khandwala Securities Ltd,INE060B01014,B
SAWACA,Sawaca Enterprises Ltd,INE248B01023,X
CCLINTER,CCL International Ltd,INE778E01031,X
GALLOPENT,Gallops Enterprise Ltd,INE755J01012,X
CROISSANCE,Croissance Ltd,INE587J01027,X
JOJO,JOJO Ltd,INE312M01016,X
GALAGEX,Galaxy Agrico Exports Ltd,INE803L01016,X
CASTORA,Castora Agri Commodities Ltd,INE641H01018,XT
HINDAPL,Hindustan Appliances Ltd,INE02XD01011,XT
AGARIND,Agarwal Industrial Corporation Ltd,INE204E01012,B
DHAMPURE,Dhampure Specialty Sugars Ltd,INE956B01013,X
SHAQUAK,Shantanu Sheorey Aquakult Ltd,INE545N01019,X
SARTHAKIND,Sarthak Industries Ltd,INE074H01012,X
SAICAPI,Sai Capital Ltd,INE531X01018,X
BLUECHIP,Blue Chip India Ltd,INE657B01025,B
LEXORAA,Lexoraa Industries Ltd,INE185D01015,X
CHADPAP,Chadha Papers Ltd,INE669W01018,X
VERTEX,Vertex Securities Ltd,INE316D01024,X
RIBATEX,Riba Textiles Ltd,INE811H01017,X
NEWINFRA,Newtime Infrastructure Ltd,INE997D01021,X
SHREMETAL,Shree Metalloys Ltd,INE914B01012,X
IITLPROJ,IITL Projects Ltd,INE786E01018,X
HARIGOV,Hari Govind International Ltd,INE167F01018,XT
CHLOGIST,Chartered Logistics Ltd,INE558F01026,X
